Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"3400 SW 27th Ave APT 506, Miami, FL 33133",https://www.zillow.com/homedetails/3400-SW-27th-Ave-APT-506-Miami-FL-33133/60793145_zpid/,"$769,000",Condo for sale,"1,540 sqft",,Condo,2001,Forced air,Central,2 spaces,"$1,890/month",$499,Great solar potentialSun Number™: 92.62,"$5,873","$2,997/mo",$0/mo,$718/mo,$269/mo,"$1,890/mo",Not included
"3130 & 3132 Plaza St, Miami, FL 33133",https://www.zillow.com/homedetails/3130-3132-Plaza-St-Miami-FL-33133/2082122223_zpid/,"$498,000",Apartment for sale,"1,018 sqft","$471,133",Multi Family,1956,Forced air,Central,No Data,$489,,,"$2,496","$1,857/mo",$0/mo,$465/mo,$174/mo,$0/mo,Not included
"3592 Rockerman Rd, Coconut Grove, FL 33133",https://www.zillow.com/homedetails/3592-Rockerman-Rd-Coconut-Grove-FL-33133/2082122347_zpid/,"$2,644,700",House for sale,"3,048 sqft","$2,447,571",Single Family,1988,Forced air,Central,Attached Garage,No Data,$868,,"$13,700","$10,306/mo",$0/mo,"$2,468/mo",$926/mo,$0/mo,Not included
"1900 N Bayshore Dr APT 3001, Miami, FL 33132",https://www.zillow.com/homedetails/1900-N-Bayshore-Dr-APT-3001-Miami-FL-33132/83158328_zpid/,"$549,000",Condo for sale,"1,378 sqft","$514,618",Condo,2007,Forced air,Central,Attached Garage,"$2,050/month",$398,Great solar potentialSun Number™: 94.3,"$4,802","$2,047/mo",$0/mo,$512/mo,$192/mo,"$2,050/mo",Not included
"1451 Brickell Ave UNIT 3703, Miami, FL",https://www.zillow.com/homedetails/1451-Brickell-Ave-UNIT-3703-Miami-FL-33131/247679141_zpid/,"$1,485,000",New construction,"1,392 sqft","$1,392,725",Condo,2017,Electric,No Data,2 spaces,No Data,"$1,067",Great solar potentialSun Number™: 94.3,"$7,692","$5,787/mo",$0/mo,"$1,386/mo",$520/mo,$0/mo,Not included
"3769 Florida Ave, Miami, FL 33133",https://www.zillow.com/homedetails/3769-Florida-Ave-Miami-FL-33133/43860165_zpid/,"$215,000",House for sale,694 sqft,"$189,382",Single Family,1940,"Forced air, Wall","Central, Wall",Attached Garage,"4,499 sqft",$310,Great solar potentialSun Number™: 89.43,"$1,094",$818/mo,$0/mo,$201/mo,$75/mo,$0/mo,Not included
"1135 SW 72nd Ave, Miami, FL 33144",https://www.zillow.com/homedetails/1135-SW-72nd-Ave-Miami-FL-33144/44185341_zpid/,"$399,000",House for sale,"2,054 sqft","$388,499",Single Family,1950,Electric,Central,Carport,"7,562 sqft",$194,Great solar potentialSun Number™: 89.34,"$2,000","$1,488/mo",$0/mo,$372/mo,$140/mo,$0/mo,Not included
"1 Glen Royal Pkwy, Miami, FL 33125",https://www.zillow.com/homedetails/1-Glen-Royal-Pkwy-Miami-FL-33125/2098964973_zpid/,"$1,180,000",Apartment for sale,"6,174 sqft","$1,065,996",Multi Family,2007,Forced air,Central,1 space,$191,,Great solar potentialSun Number™: 94.23,"$8,159","$4,598/mo",$0/mo,"$1,101/mo",$413/mo,"$2,047/mo",Not included
"471 NE 25th St APT 301, Miami, FL 33137",https://www.zillow.com/homedetails/471-NE-25th-St-APT-301-Miami-FL-33137/64678993_zpid/,"$250,000",Condo for sale,"1,327 sqft","$237,807",Condo,2004,Forced air,Central,Attached Garage,$367/month,$188,Great solar potentialSun Number™: 86.2,"$1,639",$951/mo,$0/mo,$233/mo,$88/mo,$367/mo,Not included
"770 NE 76th St, Miami, FL 33138",https://www.zillow.com/homedetails/770-NE-76th-St-Miami-FL-33138/43827725_zpid/,"$685,000",House for sale,"1,512 sqft",,Single Family,1940,"Forced air, Other",Central,"Carport, Attached Garage","6,250 sqft",$453,Great solar potentialSun Number™: 86.2,"$3,548","$2,669/mo",$0/mo,$639/mo,$240/mo,$0/mo,Not included
"690 SW 1st Ct APT 3113, Miami, FL 33130",https://www.zillow.com/homedetails/690-SW-1st-Ct-APT-3113-Miami-FL-33130/72567008_zpid/,"$375,000",Condo for sale,"1,255 sqft","$350,756",Condo,2006,No Data,Central,Off street,$786/month,$299,Great solar potentialSun Number™: 94.3,"$2,666","$1,399/mo",$0/mo,$350/mo,$131/mo,$786/mo,Not included
"4010 Woodridge Rd, Miami, FL 33133",https://www.zillow.com/homedetails/4010-Woodridge-Rd-Miami-FL-33133/43864403_zpid/,"$849,999",House for sale,"1,648 sqft","$811,611",Single Family,1947,No Data,Central,Off street,"8,640 sqft",$516,Great solar potentialSun Number™: 91.83,"$4,403","$3,312/mo",$0/mo,$793/mo,$297/mo,$0/mo,Not included
"2224 NW 34th St, Miami, FL 33142",https://www.zillow.com/homedetails/2224-NW-34th-St-Miami-FL-33142/43817847_zpid/,"$350,000",Apartment for sale,"1,700 sqft","$334,135",Multi Family,1925,Forced air,Central,No Data,$206,,Great solar potentialSun Number™: 94.1,"$1,754","$1,305/mo",$0/mo,$327/mo,$123/mo,$0/mo,Not included
"495 Brickell Ave APT 4710, Miami, FL 33131",https://www.zillow.com/homedetails/495-Brickell-Ave-APT-4710-Miami-FL-33131/92446779_zpid/,"$599,000",Condo for sale,"1,327 sqft","$556,034",Condo,2009,Forced air,Central,Attached Garage,"$2,956/month",$451,Great solar potentialSun Number™: 87.9,"$5,913","$2,188/mo",$0/mo,$559/mo,$210/mo,"$2,956/mo",Not included
"1590 NW 38th St, Miami, FL 33142",https://www.zillow.com/homedetails/1590-NW-38th-St-Miami-FL-33142/43812210_zpid/,"$547,000",Apartment for sale,"2,484 sqft","$511,467",Multi Family,1930,Forced air,Central,No Data,$220,,Great solar potentialSun Number™: 79.7,"$2,742","$2,040/mo",$0/mo,$511/mo,$191/mo,$0/mo,Not included
"1250 S Miami Ave APT 1109, Miami, FL 33130",https://www.zillow.com/homedetails/1250-S-Miami-Ave-APT-1109-Miami-FL-33130/70767326_zpid/,"$289,000",Condo for sale,783 sqft,"$274,849",Condo,2004,Forced air,Central,1 space,$495/month,$369,Great solar potentialSun Number™: 94.3,"$1,944","$1,078/mo",$0/mo,$270/mo,$101/mo,$495/mo,Not included
"59 NW 25th Ave, Miami, FL 33125",https://www.zillow.com/homedetails/59-NW-25th-Ave-Miami-FL-33125/43839396_zpid/,"$311,446",Auction,"1,492 sqft",,Single Family,1967,No Data,No Data,Carport,"6,969 sqft",,Great solar potentialSun Number™: 93.43,"$1,561","$1,162/mo",$0/mo,$291/mo,$109/mo,$0/mo,Not included
"665 NE 25th St APT 1901, Miami, FL 33137",https://www.zillow.com/homedetails/665-NE-25th-St-APT-1901-Miami-FL-33137/82412043_zpid/,"$405,623",Auction,"1,508 sqft",,Condo,2007,Forced air,Central,1 space,"$1,215/month",,Great solar potentialSun Number™: 81.4,"$3,248","$1,513/mo",$0/mo,$379/mo,$142/mo,"$1,215/mo",Not included
"665 NE 25th St APT 1901, Miami, FL 33137",https://www.zillow.com/homedetails/665-NE-25th-St-APT-1901-Miami-FL-33137/82412043_zpid/,"$405,623",Auction,"1,508 sqft",,Condo,2007,Forced air,Central,1 space,"$1,215/month",,Great solar potentialSun Number™: 81.4,"$3,248","$1,513/mo",$0/mo,$379/mo,$142/mo,"$1,215/mo",Not included
"1111 NW 19th Ave APT 303, Miami, FL 33125",https://www.zillow.com/homedetails/1111-NW-19th-Ave-APT-303-Miami-FL-33125/43825067_zpid/,"$139,000",Condo for sale,758 sqft,"$133,041",Condo,1974,Forced air,Central,No Data,$200/month,$183,Great solar potentialSun Number™: 80.63,$907,$529/mo,$0/mo,$130/mo,$49/mo,$200/mo,Not included
"851 NE 1 Ave # 2207, Miami, FL 33132",https://www.zillow.com/homedetails/851-NE-1-Ave-2207-Miami-FL-33132/2082438918_zpid/,"$1,245,000",Condo for sale,-- sqft,"$1,132,533",Condo,2019,Forced air,Central,2 spaces,No Data,No Data,,"$6,449","$4,851/mo",$0/mo,"$1,162/mo",$436/mo,$0/mo,Not included
"7910 SW 13th Ter, Miami, FL 33144",https://www.zillow.com/homedetails/7910-SW-13th-Ter-Miami-FL-33144/44183218_zpid/,"$389,967",House for sale,"1,438 sqft","$382,887",Single Family,1959,Forced air,Central,No Data,"7,501 sqft",$271,Great solar potentialSun Number™: 94.14,"$1,955","$1,454/mo",$0/mo,$364/mo,$136/mo,$0/mo,Not included
"1600 NE 1st Ave APT 3117, Miami, FL 33132",https://www.zillow.com/homedetails/1600-NE-1st-Ave-APT-3117-Miami-FL-33132/2086116820_zpid/,"$338,000",Condo for sale,752 sqft,"$318,208",Condo,2018,Forced air,Central,Detached Garage,$472/month,$449,,"$2,166","$1,261/mo",$0/mo,$315/mo,$118/mo,$472/mo,Not included
"1361 NW 28th St, Miami, FL 33142",https://www.zillow.com/homedetails/1361-NW-28th-St-Miami-FL-33142/43817111_zpid/,"$320,000",Apartment for sale,"1,556 sqft","$307,609",Multi Family,1935,Forced air,Central,No Data,$206,,Great solar potentialSun Number™: 81.3,"$1,604","$1,193/mo",$0/mo,$299/mo,$112/mo,$0/mo,Not included
"2001 Biscayne Blvd APT 3510, Miami, FL 33137",https://www.zillow.com/homedetails/2001-Biscayne-Blvd-APT-3510-Miami-FL-33137/64886072_zpid/,"$265,000",Condo for sale,795 sqft,,Condo,2004,Forced air,Central,1 space,$448/month,$333,Great solar potentialSun Number™: 86.3,"$1,776",$988/mo,$0/mo,$247/mo,$93/mo,$448/mo,Not included
"3333 Rice St APT 302, Miami, FL 33133",https://www.zillow.com/homedetails/3333-Rice-St-APT-302-Miami-FL-33133/72566691_zpid/,"$625,000",Condo for sale,"1,344 sqft","$592,243",Condo,2006,Forced air,Central,2 spaces,$326/month,$465,Great solar potentialSun Number™: 83.82,"$3,564","$2,435/mo",$0/mo,$583/mo,$219/mo,$326/mo,Not included
"55 SE 6th St APT 3702, Miami, FL 33131",https://www.zillow.com/homedetails/55-SE-6th-St-APT-3702-Miami-FL-33131/92445984_zpid/,"$480,000",Condo for sale,"1,123 sqft","$449,010",Condo,2008,Forced air,Central,1 space,$797/month,$427,Great solar potentialSun Number™: 94.3,"$3,203","$1,790/mo",$0/mo,$448/mo,$168/mo,$797/mo,Not included
"1000 Venetian Way APT 114, Miami Beach, FL 33139",https://www.zillow.com/homedetails/1000-Venetian-Way-APT-114-Miami-Beach-FL-33139/43832040_zpid/,"$1,150,000",Condo for sale,"1,260 sqft",,Condo,1983,Forced air,Central,1 space,"$1,180/month",$913,Great solar potentialSun Number™: 94.3,"$7,137","$4,481/mo",$0/mo,"$1,073/mo",$403/mo,"$1,180/mo",Not included
"Villa 02 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082131383_zpid/,"$3,675,000+",New construction,"2,576 sqft",,Single Family,2019,No Data,No Data,1 space,No Data,"$1,427",Great solar potentialSun Number™: 94.3,"$19,037",,,,,,
"801 S Miami Ave UNIT 4408, Miami, FL",https://www.zillow.com/homedetails/801-S-Miami-Ave-UNIT-4408-Miami-FL-33130/2088367887_zpid/,"$550,000",New construction,849 sqft,"$519,762",Condo,2018,Forced air,Central,1 space,$645/month,$648,,"$3,402","$2,051/mo",$0/mo,$513/mo,$193/mo,$645/mo,Not included
"1403 SW 68th Ave, Miami, FL 33144",https://www.zillow.com/homedetails/1403-SW-68th-Ave-Miami-FL-33144/44184978_zpid/,"$309,000",House for sale,425 sqft,"$294,577",Single Family,1950,No Data,Other,No Data,"2,800 sqft",$727,Great solar potentialSun Number™: 86.94,"$1,549","$1,152/mo",$0/mo,$288/mo,$108/mo,$0/mo,Not included
"81 NE 64th St, Miami, FL",https://www.zillow.com/homedetails/81-NE-64th-St-Miami-FL-33138/2082132941_zpid/,"$574,900",New construction,"2,330 sqft","$531,782",Multi Family,2019,Forced air,Central,No Data,$247,,,"$2,838","$2,100/mo",$0/mo,$537/mo,$201/mo,$0/mo,Not included
"2127 Brickell Ave APT 2601, Miami, FL 33129",https://www.zillow.com/homedetails/2127-Brickell-Ave-APT-2601-Miami-FL-33129/43870659_zpid/,"$1,790,000",Condo for sale,"3,065 sqft","$1,662,347",Condo,1993,Forced air,Central,2 spaces,"$2,390/month",$584,Great solar potentialSun Number™: 94.3,"$11,662","$6,975/mo",$0/mo,"$1,671/mo",$627/mo,"$2,390/mo",Not included
"88 SW 7th St APT 1003, Miami, FL 33130",https://www.zillow.com/homedetails/88-SW-7th-St-APT-1003-Miami-FL-33130/247679835_zpid/,"$825,000",Condo for sale,"1,261 sqft","$771,671",Condo,2016,Forced air,Central,1 space,No Data,$654,Great solar potentialSun Number™: 93.5,"$4,274","$3,215/mo",$0/mo,$770/mo,$289/mo,$0/mo,Not included
"1600 NE 1st Ave APT 2308, Miami, FL 33132",https://www.zillow.com/homedetails/1600-NE-1st-Ave-APT-2308-Miami-FL-33132/2086247728_zpid/,"$490,000",Condo for sale,940 sqft,"$463,082",Condo,2019,Forced air,Central,1 space,$557/month,$521,,"$3,013","$1,827/mo",$0/mo,$457/mo,$172/mo,$557/mo,Not included
"1300 S Miami Ave # PH5003, Miami, FL 33130",https://www.zillow.com/homedetails/1300-S-Miami-Ave-PH5003-Miami-FL-33130/2087233913_zpid/,"$1,500,000",Condo for sale,"2,086 sqft","$1,419,649",Condo,2016,Forced air,Central,2 spaces,"$2,000/month",$719,Great solar potentialSun Number™: 94.3,"$9,779","$5,854/mo",$0/mo,"$1,400/mo",$525/mo,"$2,000/mo",Not included
"3250 NE 1st Ave APT 616, Miami, FL 33137",https://www.zillow.com/homedetails/3250-NE-1st-Ave-APT-616-Miami-FL-33137/122017234_zpid/,"$385,000",Condo for sale,"1,190 sqft","$363,550",Condo,2007,Forced air,Central,Detached Garage,"$1,092/month",$324,Great solar potentialSun Number™: 94.2,"$3,022","$1,436/mo",$0/mo,$359/mo,$135/mo,"$1,092/mo",Not included
"200 Biscayne Boulevard Way APT 3204, Miami, FL 33131",https://www.zillow.com/homedetails/200-Biscayne-Boulevard-Way-APT-3204-Miami-FL-33131/2085762395_zpid/,"$640,000",Condo for sale,"1,255 sqft",,Condo,2008,Other,Central,No Data,No Data,$510,Great solar potentialSun Number™: 94.3,"$3,319","$2,498/mo",$0/mo,$597/mo,$224/mo,$0/mo,Not included
"9245 SW 35th St, Miami, FL 33165",https://www.zillow.com/homedetails/9245-SW-35th-St-Miami-FL-33165/44193942_zpid/,"$1,250,000",House for sale,"3,789 sqft","$1,168,481",Single Family,2018,Forced air,Central,2 spaces,0.25 acres,$330,,"$6,482","$4,878/mo",$0/mo,"$1,167/mo",$438/mo,$0/mo,Not included
"55 NW 35th St, Miami, FL 33127",https://www.zillow.com/homedetails/55-NW-35th-St-Miami-FL-33127/43815423_zpid/,"$410,000",House for sale,"1,083 sqft","$388,550",Single Family,1925,Forced air,Other,No Data,"4,748 sqft",$379,Great solar potentialSun Number™: 88.6,"$2,055","$1,529/mo",$0/mo,$383/mo,$144/mo,$0/mo,Not included
"103 NW 35th St, Miami, FL 33127",https://www.zillow.com/homedetails/103-NW-35th-St-Miami-FL-33127/43815434_zpid/,"$370,000",House for sale,"1,160 sqft","$351,752",Single Family,1925,Forced air,Other,No Data,"5,453 sqft",$319,Great solar potentialSun Number™: 94.2,"$1,855","$1,380/mo",$0/mo,$345/mo,$130/mo,$0/mo,Not included
"540 Brickell Key Dr APT 603, Miami, FL 33131",https://www.zillow.com/homedetails/540-Brickell-Key-Dr-APT-603-Miami-FL-33131/43872656_zpid/,"$270,000",Condo for sale,600 sqft,"$251,493",Condo,1991,Forced air,Central,1 space,$416/month,$450,Great solar potentialSun Number™: 94.3,"$1,769","$1,007/mo",$0/mo,$252/mo,$95/mo,$416/mo,Not included
"8251 NE 8th Pl, Miami, FL 33138",https://www.zillow.com/homedetails/8251-NE-8th-Pl-Miami-FL-33138/43826825_zpid/,"$485,000",House for sale,"1,233 sqft","$463,965",Single Family,1940,Forced air,Central,No Data,"5,131 sqft",$393,Great solar potentialSun Number™: 88.6,"$2,431","$1,809/mo",$0/mo,$453/mo,$170/mo,$0/mo,Not included
"1627 Brickell Ave APT 1406, Miami, FL 33129",https://www.zillow.com/homedetails/1627-Brickell-Ave-APT-1406-Miami-FL-33129/43870468_zpid/,"$465,000",Condo for sale,"1,316 sqft",,Condo,1983,No Data,Central,No Data,$738/month,$353,Great solar potentialSun Number™: 93.5,"$3,069","$1,734/mo",$0/mo,$434/mo,$163/mo,$738/mo,Not included
"(undisclosed Address), Miami, FL 33132",https://www.zillow.com/homedetails/(undisclosed-Address)-Miami-FL-33132/2089494950_zpid/,"$347,900",Condo for sale,"1,006 sqft","$329,669",Condo,2008,Forced air,Other,Attached Garage,"$1,242/month",$346,,"$2,986","$1,297/mo",$0/mo,$325/mo,$122/mo,"$1,242/mo",Not included
"2333 Brickell Ave APT 811, Miami, FL 33129",https://www.zillow.com/homedetails/2333-Brickell-Ave-APT-811-Miami-FL-33129/43867420_zpid/,"$525,000",Condo for sale,"1,460 sqft","$495,127",Condo,1974,Other,Other,1 space,$900/month,$360,Great solar potentialSun Number™: 93.5,"$3,532","$1,958/mo",$0/mo,$490/mo,$184/mo,$900/mo,Not included
"520 NE 38th St APT 5, Miami, FL 33137",https://www.zillow.com/homedetails/520-NE-38th-St-APT-5-Miami-FL-33137/43830391_zpid/,"$190,000",Condo for sale,699 sqft,"$181,554",Condo,1970,No Data,Central,Off street,$246/month,$272,Great solar potentialSun Number™: 94.2,"$1,215",$725/mo,$0/mo,$177/mo,$67/mo,$246/mo,Not included
"2333 Brickell Ave #206, Miami, FL 33129",https://www.zillow.com/homedetails/2333-Brickell-Ave-206-Miami-FL-33129/43867319_zpid/,"$650,000",Condo for sale,"1,460 sqft","$610,055",Condo,1974,Other,"Central, Other",1 space,$900/month,$445,Great solar potentialSun Number™: 93.5,"$4,271","$2,537/mo",$0/mo,$607/mo,$228/mo,$900/mo,Not included
"521 NE 68th St, Miami, FL 33138",https://www.zillow.com/homedetails/521-NE-68th-St-Miami-FL-33138/43828873_zpid/,"$800,000",Apartment for sale,"2,175 sqft","$757,350",Multi Family,1952,Forced air,Central,4 spaces,$368,,Great solar potentialSun Number™: 90.2,"$4,149","$3,122/mo",$0/mo,$747/mo,$280/mo,$0/mo,Not included
"8100 SW 15th St, Miami, FL 33144",https://www.zillow.com/homedetails/8100-SW-15th-St-Miami-FL-33144/44183056_zpid/,"$545,000",House for sale,"1,516 sqft","$518,766",Single Family,1958,Forced air,Central,"Carport, Attached Garage","7,949 sqft",$359,Great solar potentialSun Number™: 94.14,"$2,732","$2,033/mo",$0/mo,$509/mo,$191/mo,$0/mo,Not included
"1555 NW 62nd Ter, Miami, FL 33147",https://www.zillow.com/homedetails/1555-NW-62nd-Ter-Miami-FL-33147/43809377_zpid/,"$180,000",House for sale,720 sqft,"$168,250",Single Family,1941,Forced air,Wall,2 spaces,"3,402 sqft",$250,Great solar potentialSun Number™: 91.7,$918,$687/mo,$0/mo,$168/mo,$63/mo,$0/mo,Not included
"555 SW 27th Rd, Miami, FL 33129",https://www.zillow.com/homedetails/555-SW-27th-Rd-Miami-FL-33129/43865367_zpid/,"$1,475,000",House for sale,"2,966 sqft","$1,271,810",Single Family,2017,Other,Other,1 space,"10,576 sqft",$497,Great solar potentialSun Number™: 93.43,"$8,341","$5,756/mo",$0/mo,"$1,377/mo",$516/mo,$692/mo,Not included
"1623 SW 19th St # 25, Miami, FL 33145",https://www.zillow.com/homedetails/1623-SW-19th-St-25-Miami-FL-33145/2082137763_zpid/,"$589,900",Apartment for sale,"2,550 sqft","$558,897",Multi Family,1939,Forced air,"Central, Wall",No Data,$231,,,"$2,912","$2,155/mo",$0/mo,$551/mo,$206/mo,$0/mo,Not included
"501 NE 31st St UNIT 608, Miami, FL 33137",https://www.zillow.com/homedetails/501-NE-31st-St-UNIT-608-Miami-FL-33137/2084556077_zpid/,"$590,000",Condo for sale,"1,084 sqft","$555,870",Condo,2018,Forced air,Central,Attached Garage,$650/month,$544,,"$3,562","$2,155/mo",$0/mo,$551/mo,$207/mo,$650/mo,Not included
"1919 NW 20th Ave, Miami, FL 33125",https://www.zillow.com/homedetails/1919-NW-20th-Ave-Miami-FL-33125/43823902_zpid/,"$285,000",House for sale,"1,337 sqft","$278,322",Single Family,1940,Forced air,Central,No Data,"5,749 sqft",$213,Great solar potentialSun Number™: 89.43,"$1,429","$1,063/mo",$0/mo,$266/mo,$100/mo,$0/mo,Not included
"900 Brickell Key Blvd APT 2805, Miami, FL 33131",https://www.zillow.com/homedetails/900-Brickell-Key-Blvd-APT-2805-Miami-FL-33131/92436855_zpid/,"$1,180,000",Condo for sale,"1,326 sqft","$1,089,290",Condo,2008,Forced air,Central,2 spaces,"$1,500/month",$890,Great solar potentialSun Number™: 90.3,"$7,619","$4,605/mo",$0/mo,"$1,101/mo",$413/mo,"$1,500/mo",Not included
"1901 Brickell Ave APT B1605, Miami, FL 33129",https://www.zillow.com/homedetails/1901-Brickell-Ave-APT-B1605-Miami-FL-33129/43868213_zpid/,"$520,000",Condo for sale,868 sqft,"$489,226",Condo,1975,Forced air,Central,2 spaces,$942/month,$599,Great solar potentialSun Number™: 87.9,"$3,549","$1,939/mo",$0/mo,$485/mo,$182/mo,$942/mo,Not included
"6243 SW 21st St, Miami, FL 33155",https://www.zillow.com/homedetails/6243-SW-21st-St-Miami-FL-33155/44186254_zpid/,"$499,999",Apartment for sale,"1,492 sqft","$474,449",Multi Family,1949,Forced air,Central,No Data,$335,,Great solar potentialSun Number™: 87.03,"$2,506","$1,865/mo",$0/mo,$467/mo,$175/mo,$0/mo,Not included
"2 Grove Isle Dr # B1502, Miami, FL 33133",https://www.zillow.com/homedetails/2-Grove-Isle-Dr-B1502-Miami-FL-33133/43854264_zpid/,"$960,000",Condo for sale,"2,398 sqft","$911,111",Condo,1980,Forced air,Central,No Data,"$2,105/month",$400,Great solar potentialSun Number™: 92.62,"$7,083","$3,746/mo",$0/mo,$896/mo,$336/mo,"$2,105/mo",Not included
"2001 SW 19th St, Miami, FL 33145",https://www.zillow.com/homedetails/2001-SW-19th-St-Miami-FL-33145/43851587_zpid/,"$649,900",House for sale,"1,656 sqft","$619,701",Single Family,2019,Electric,Other,No Data,"7,122 sqft",$392,Great solar potentialSun Number™: 94.23,"$3,370","$2,536/mo",$0/mo,$607/mo,$227/mo,$0/mo,Not included
"788 NE 23 # 1902, Miami, FL",https://www.zillow.com/homedetails/788-NE-23-1902-Miami-FL-33137/2082140050_zpid/,"$2,056,000",New construction,-- sqft,"$1,916,610",Condo,2019,Forced air,Central,No Data,"$2,070/month",No Data,,"$12,732","$8,023/mo",$0/mo,"$1,919/mo",$720/mo,"$2,070/mo",Not included
"2487 NW 29th St, Miami, FL 33142",https://www.zillow.com/homedetails/2487-NW-29th-St-Miami-FL-33142/2082140145_zpid/,"$429,000",For sale by owner,-- sqft,"$357,130",Multi Family,1988,No Data,No Data,No Data,No Data,,,"$2,151","$1,600/mo",$0/mo,$400/mo,$150/mo,$0/mo,Not included
"488 NE 18th St UNIT 4715, Miami, FL",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-4715-Miami-FL-33132/249979405_zpid/,"$1,399,000",New construction,"2,365 sqft","$1,284,084",Condo,2018,Forced air,Central,2 spaces,"$1,511/month",$592,,"$8,766","$5,459/mo",$0/mo,"$1,306/mo",$490/mo,"$1,511/mo",Not included
"1100 Biscayne Blvd UNIT 4303, Miami, FL 33132",https://www.zillow.com/homedetails/1100-Biscayne-Blvd-UNIT-4303-Miami-FL-33132/92437783_zpid/,"$660,000",Condo for sale,"1,498 sqft","$623,906",Condo,2009,Forced air,Central,1 space,"$1,258/month",$441,Great solar potentialSun Number™: 94.3,"$4,681","$2,576/mo",$0/mo,$616/mo,$231/mo,"$1,258/mo",Not included
"616 NW 26th Ave APT 411, Miami, FL 33125",https://www.zillow.com/homedetails/616-NW-26th-Ave-APT-411-Miami-FL-33125/64796679_zpid/,"$169,000",Condo for sale,886 sqft,"$159,449",Condo,1996,Forced air,No Data,No Data,$172/month,$191,Great solar potentialSun Number™: 86.23,"$1,034",$645/mo,$0/mo,$158/mo,$59/mo,$172/mo,Not included
"92 SW 3rd St # 06, Miami, FL 33130",https://www.zillow.com/homedetails/92-SW-3rd-St-06-Miami-FL-33130/2082141750_zpid/,"$425,000",Condo for sale,"1,271 sqft","$399,527",Condo,2010,Forced air,Central,Attached Garage,$935/month,$334,,"$3,065","$1,585/mo",$0/mo,$397/mo,$149/mo,$935/mo,Not included
"50 Biscayne Blvd APT 1601, Miami, FL 33132",https://www.zillow.com/homedetails/50-Biscayne-Blvd-APT-1601-Miami-FL-33132/82068169_zpid/,"$680,000",Condo for sale,"1,256 sqft","$642,812",Condo,2007,Electric,No Data,No Data,$830/month,$541,Great solar potentialSun Number™: 94.3,"$4,356","$2,654/mo",$0/mo,$635/mo,$238/mo,$830/mo,Not included
"3745 SW 60th Pl, Miami, FL 33155",https://www.zillow.com/homedetails/3745-SW-60th-Pl-Miami-FL-33155/44188720_zpid/,"$694,900",House for sale,"2,164 sqft","$663,668",Single Family,1971,Forced air,Central,No Data,"6,298 sqft",$321,Great solar potentialSun Number™: 94.23,"$3,604","$2,712/mo",$0/mo,$649/mo,$243/mo,$0/mo,Not included
"237 NW 61st Ave, Miami, FL 33126",https://www.zillow.com/homedetails/237-NW-61st-Ave-Miami-FL-33126/43834538_zpid/,"$370,000",House for sale,"1,660 sqft","$355,045",Single Family,1927,Forced air,Central,5 spaces,"4,634 sqft",$223,Great solar potentialSun Number™: 86.23,"$1,855","$1,380/mo",$0/mo,$345/mo,$130/mo,$0/mo,Not included
"31 SE 6th St APT 407, Miami, FL 33131",https://www.zillow.com/homedetails/31-SE-6th-St-APT-407-Miami-FL-33131/123865516_zpid/,"$349,000",Condo for sale,"1,086 sqft","$329,038",Condo,2014,Forced air,Central,No Data,No Data,$321,Great solar potentialSun Number™: 95.1,"$1,749","$1,302/mo",$0/mo,$326/mo,$122/mo,$0/mo,Not included
"31 SE 6th St APT 1402, Miami, FL 33131",https://www.zillow.com/homedetails/31-SE-6th-St-APT-1402-Miami-FL-33131/123869917_zpid/,"$345,000",Condo for sale,"1,016 sqft","$323,437",Condo,2014,Forced air,Central,Attached Garage,$821/month,$340,Great solar potentialSun Number™: 95.1,"$2,550","$1,287/mo",$0/mo,$322/mo,$121/mo,$821/mo,Not included
"500 Brickell Ave APT 2408, Miami, FL 33131",https://www.zillow.com/homedetails/500-Brickell-Ave-APT-2408-Miami-FL-33131/92438907_zpid/,"$340,000",Condo for sale,738 sqft,"$319,118",Condo,2008,Forced air,Central,Attached Garage,$590/month,$461,Great solar potentialSun Number™: 94.3,"$2,294","$1,268/mo",$0/mo,$317/mo,$119/mo,$590/mo,Not included
"1800 N Bayshore Dr APT 1610, Miami, FL 33132",https://www.zillow.com/homedetails/1800-N-Bayshore-Dr-APT-1610-Miami-FL-33132/82066985_zpid/,"$379,000",Condo for sale,"1,144 sqft","$357,944",Condo,2007,Forced air,Central,No Data,$571/month,$331,Great solar potentialSun Number™: 87.9,"$2,471","$1,413/mo",$0/mo,$354/mo,$133/mo,$571/mo,Not included
"1331 NW 58th Ter, Miami, FL 33142",https://www.zillow.com/homedetails/1331-NW-58th-Ter-Miami-FL-33142/43810107_zpid/,"$199,000",House for sale,840 sqft,"$191,737",Single Family,1957,No Data,Wall,No Data,"5,301 sqft",$237,Great solar potentialSun Number™: 86.1,"$1,015",$759/mo,$0/mo,$186/mo,$70/mo,$0/mo,Not included
