Address,Title_link,Sale price,list-card-type,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Green energy,Monthly cost,Principal & interest,Mortage insurance,Property taxes,Home insurance,HOA fees,Utilities
"4250 Biscayne Blvd APT 1416, Miami, FL 33137",https://www.zillow.com/homedetails/4250-Biscayne-Blvd-APT-1416-Miami-FL-33137/162031797_zpid/,"$549,999",Condo for sale,"1,400 sqft","$521,407",Condo,2015,Forced air,No Data,Attached Garage,$697/month,$393,Great solar potentialSun Number™: 92.6,"$3,459","$2,056/mo",$0/mo,$513/mo,$192/mo,$697/mo,Not included
"770 NE 69th St APT 2B, Miami, FL 33138",https://www.zillow.com/homedetails/770-NE-69th-St-APT-2B-Miami-FL-33138/43829292_zpid/,"$225,000",Condo for sale,"1,042 sqft","$214,377",Condo,1965,Forced air,Central,Detached Garage,$796/month,$216,Great solar potentialSun Number™: 93.4,"$1,941",$856/mo,$0/mo,$210/mo,$79/mo,$796/mo,Not included
"Unit 1006 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434285_zpid/,"$785,000+",New construction,"1,357 sqft","$746,825",Condo,2019,No Data,No Data,1 space,No Data,$578,Great solar potentialSun Number™: 94.3,"$4,076",,,,,,
"121 NE 34th St UNIT 904, Miami, FL 33137",https://www.zillow.com/homedetails/121-NE-34th-St-UNIT-904-Miami-FL-33137/2082350163_zpid/,"$769,000",Condo for sale,"1,096 sqft","$724,402",Condo,2018,Forced air,Central,No Data,$100/month,$702,,"$4,092","$3,006/mo",$0/mo,$718/mo,$269/mo,$100/mo,Not included
"45 SW 9th St APT 4603, Miami, FL 33130",https://www.zillow.com/homedetails/45-SW-9th-St-APT-4603-Miami-FL-33130/247649640_zpid/,"$1,200,000",Condo for sale,"1,356 sqft",,Condo,2017,Forced air,Central,No Data,No Data,$885,Great solar potentialSun Number™: 91.9,"$6,230","$4,690/mo",$0/mo,"$1,120/mo",$420/mo,$0/mo,Not included
"4001 SW 5th Ter, Coral Gables, FL 33134",https://www.zillow.com/homedetails/4001-SW-5th-Ter-Coral-Gables-FL-33134/43843076_zpid/,"$620,000",House for sale,"2,013 sqft","$588,205",Single Family,1952,Forced air,Central,2 spaces,"8,250 sqft",$308,Great solar potentialSun Number™: 94.23,"$3,219","$2,423/mo",$0/mo,$579/mo,$217/mo,$0/mo,Not included
"2801 Florida Ave APT 222, Miami, FL 33133",https://www.zillow.com/homedetails/2801-Florida-Ave-APT-222-Miami-FL-33133/43862606_zpid/,"$300,000",Condo for sale,798 sqft,,Condo,1987,Other,Central,"Off street, Attached Garage",$417/month,$376,Great solar potentialSun Number™: 93.42,"$1,924","$1,122/mo",$0/mo,$280/mo,$105/mo,$417/mo,Not included
"1200 Brickell Bay Dr APT 2210, Miami, FL 33131",https://www.zillow.com/homedetails/1200-Brickell-Bay-Dr-APT-2210-Miami-FL-33131/64764567_zpid/,"$200,000",Condo for sale,425 sqft,"$191,954",Condo,2004,Forced air,Central,1 space,"$2,250/month",$471,Great solar potentialSun Number™: 94.3,"$3,268",$761/mo,$0/mo,$187/mo,$70/mo,"$2,250/mo",Not included
"151 SE 15th Rd APT 2503, Miami, FL 33129",https://www.zillow.com/homedetails/151-SE-15th-Rd-APT-2503-Miami-FL-33129/43870546_zpid/,"$750,000",Condo for sale,"1,634 sqft","$711,353",Condo,1983,Forced air,Central,1 space,"$1,359/month",$459,Great solar potentialSun Number™: 81.5,"$5,253","$2,931/mo",$0/mo,$700/mo,$263/mo,"$1,359/mo",Not included
"770 Claughton Island Dr APT 1013, Miami, FL 33131",https://www.zillow.com/homedetails/770-Claughton-Island-Dr-APT-1013-Miami-FL-33131/64596540_zpid/,"$290,000",Condo for sale,985 sqft,"$275,220",Condo,1990,Forced air,Central,1 space,$726/month,$294,Great solar potentialSun Number™: 92.7,"$2,182","$1,084/mo",$0/mo,$271/mo,$102/mo,$726/mo,Not included
"2779 NW 29th St, Miami, FL",https://www.zillow.com/homedetails/2779-NW-29th-St-Miami-FL-33142/156164561_zpid/,"$449,000",New construction,-- sqft,"$428,335",Multi Family,2019,Forced air,Central,No Data,No Data,,Great solar potentialSun Number™: 89.3,"$2,255","$1,679/mo",$0/mo,$419/mo,$157/mo,$0/mo,Not included
"888 Biscayne Blvd APT 1012, Miami, FL 33132",https://www.zillow.com/homedetails/888-Biscayne-Blvd-APT-1012-Miami-FL-33132/87937777_zpid/,"$470,000",Condo for sale,"1,327 sqft","$448,640",Condo,2004,No Data,Other,1 space,$823/month,$354,Great solar potentialSun Number™: 94.3,"$3,184","$1,757/mo",$0/mo,$439/mo,$165/mo,$823/mo,Not included
"1800 N Bayshore Dr APT 1201, Miami, FL 33132",https://www.zillow.com/homedetails/1800-N-Bayshore-Dr-APT-1201-Miami-FL-33132/82072003_zpid/,"$950,000",Condo for sale,"2,189 sqft","$895,162",Condo,2007,Forced air,Central,Attached Garage,"$1,100/month",$434,Great solar potentialSun Number™: 87.9,"$6,032","$3,713/mo",$0/mo,$887/mo,$333/mo,"$1,100/mo",Not included
"2510 SW 24th St, Miami, FL 33145",https://www.zillow.com/homedetails/2510-SW-24th-St-Miami-FL-33145/43855027_zpid/,"$585,000",House for sale,"1,214 sqft","$558,594",Single Family,1941,Forced air,Central,"Off street, On street","6,250 sqft",$482,Great solar potentialSun Number™: 94.23,"$2,887","$2,137/mo",$0/mo,$546/mo,$205/mo,$0/mo,Not included
"6820 NE 5th Ave, Miami, FL 33138",https://www.zillow.com/homedetails/6820-NE-5th-Ave-Miami-FL-33138/43828855_zpid/,"$750,900",Apartment for sale,"2,350 sqft","$723,905",Multi Family,1952,Forced air,Central,No Data,$320,,Great solar potentialSun Number™: 88.6,"$3,898","$2,935/mo",$0/mo,$701/mo,$263/mo,$0/mo,Not included
"3680 Stewart Ave, Miami, FL 33133",https://www.zillow.com/homedetails/3680-Stewart-Ave-Miami-FL-33133/43863761_zpid/,"$3,250,000",House for sale,"4,570 sqft","$2,991,329",Single Family,1954,Forced air,Central,No Data,0.5 acres,$711,Great solar potentialSun Number™: 77.43,"$16,873","$12,702/mo",$0/mo,"$3,033/mo","$1,138/mo",$0/mo,Not included
"2831 S Bayshore Dr UNIT 1506, Coconut Grove, FL 33133",https://www.zillow.com/homedetails/2831-S-Bayshore-Dr-UNIT-1506-Coconut-Grove-FL-33133/2088066112_zpid/,"$720,000",Condo for sale,689 sqft,,Condo,2018,No Data,Central,1 space,$866/month,"$1,045",,"$4,604","$2,814/mo",$0/mo,$672/mo,$252/mo,$866/mo,Not included
"123 SW 17th Rd APT 109, Miami, FL 33129",https://www.zillow.com/homedetails/123-SW-17th-Rd-APT-109-Miami-FL-33129/63614794_zpid/,"$399,999",Condo for sale,"1,250 sqft","$381,579",Condo,2003,Forced air,Central,2 spaces,$320/month,$320,Great solar potentialSun Number™: 93.5,"$2,329","$1,496/mo",$0/mo,$373/mo,$140/mo,$320/mo,Not included
"2016 SW 20th St, Miami, FL 33145",https://www.zillow.com/homedetails/2016-SW-20th-St-Miami-FL-33145/43851742_zpid/,"$525,000",House for sale,"1,525 sqft","$502,163",Single Family,1947,Forced air,Central,Attached Garage,"6,629 sqft",$344,Great solar potentialSun Number™: 94.23,"$2,637","$1,963/mo",$0/mo,$490/mo,$184/mo,$0/mo,Not included
"133 NE 2nd Ave # 219, Miami, FL 33132",https://www.zillow.com/homedetails/133-NE-2nd-Ave-219-Miami-FL-33132/82059722_zpid/,"$265,000",Condo for sale,"1,036 sqft","$255,506",Condo,2007,Forced air,Other,1 space,$700/month,$256,Candidate for a community solar programSun Number™: 22.3,"$2,031",$991/mo,$0/mo,$247/mo,$93/mo,$700/mo,Not included
"55 SW 9th St APT 3705, Miami, FL 33130",https://www.zillow.com/homedetails/55-SW-9th-St-APT-3705-Miami-FL-33130/247679246_zpid/,"$450,000",Condo for sale,826 sqft,"$426,720",Condo,2017,Forced air,Central,No Data,No Data,$545,Great solar potentialSun Number™: 94.3,"$2,260","$1,683/mo",$0/mo,$420/mo,$158/mo,$0/mo,Not included
"1100 Biscayne Blvd UNIT 4401, Miami, FL 33132",https://www.zillow.com/homedetails/1100-Biscayne-Blvd-UNIT-4401-Miami-FL-33132/92447049_zpid/,"$1,150,000",Condo for sale,"2,106 sqft","$1,045,448",Condo,2009,Forced air,Central,1 space,"$1,683/month",$546,Great solar potentialSun Number™: 94.3,"$7,653","$4,495/mo",$0/mo,"$1,073/mo",$403/mo,"$1,683/mo",Not included
"1080 Brickell Ave UNIT 2707, Miami, FL 33131",https://www.zillow.com/homedetails/1080-Brickell-Ave-UNIT-2707-Miami-FL-33131/247679156_zpid/,"$410,000",Condo for sale,748 sqft,"$389,154",Condo,2016,Forced air,Central,1 space,$650/month,$548,Great solar potentialSun Number™: 94.3,"$2,709","$1,533/mo",$0/mo,$383/mo,$144/mo,$650/mo,Not included
"1968 NW 24th Ave, Miami, FL 33125",https://www.zillow.com/homedetails/1968-NW-24th-Ave-Miami-FL-33125/43824048_zpid/,"$790,000",Apartment for sale,"2,803 sqft",,Multi Family,1926,Electric,Other,1 space,$282,,Great solar potentialSun Number™: 91.03,"$4,365","$3,088/mo",$0/mo,$737/mo,$277/mo,$264/mo,Not included
"2333 Brickell Ave APT 2612, Miami, FL 33129",https://www.zillow.com/homedetails/2333-Brickell-Ave-APT-2612-Miami-FL-33129/43867692_zpid/,"$649,999",Condo for sale,"1,460 sqft","$614,896",Condo,1974,Forced air,Central,No Data,$738/month,$445,Great solar potentialSun Number™: 93.5,"$4,113","$2,540/mo",$0/mo,$607/mo,$227/mo,$738/mo,Not included
"185 SW 7th St APT 3600, Miami, FL 33130",https://www.zillow.com/homedetails/185-SW-7th-St-APT-3600-Miami-FL-33130/82068721_zpid/,"$235,000",Condo for sale,580 sqft,"$224,718",Condo,2007,Forced air,Central,Attached Garage,$957/month,$405,Great solar potentialSun Number™: 94.3,"$2,153",$894/mo,$0/mo,$219/mo,$82/mo,$957/mo,Not included
"185 SW 7th St APT 2300, Miami, FL 33130",https://www.zillow.com/homedetails/185-SW-7th-St-APT-2300-Miami-FL-33130/82058051_zpid/,"$225,000",Condo for sale,580 sqft,"$215,201",Condo,2007,Forced air,Central,"Carport, Attached Garage",$957/month,$388,Great solar potentialSun Number™: 94.3,"$2,102",$856/mo,$0/mo,$210/mo,$79/mo,$957/mo,Not included
"3637 Poinciana Ave, Miami, FL 33133",https://www.zillow.com/homedetails/3637-Poinciana-Ave-Miami-FL-33133/66174208_zpid/,"$2,150,000",House for sale,"4,909 sqft","$1,971,928",Single Family,1924,Electric,Central,Detached Garage,0.33 acres,$438,Great solar potentialSun Number™: 91.83,"$11,162","$8,403/mo",$0/mo,"$2,007/mo",$753/mo,$0/mo,Not included
"3362 SW 23rd Ter # 3362, Miami, FL",https://www.zillow.com/homedetails/3362-SW-23rd-Ter-3362-Miami-FL-33145/2082360319_zpid/,"$575,000",New construction,"1,800 sqft","$549,699",Townhouse,2019,Electric,Central,No Data,"3,750 sqft",$319,,"$3,113","$2,100/mo",$0/mo,$537/mo,$201/mo,$275/mo,Not included
"3360 SW 23rd Ter # 3360, Miami, FL",https://www.zillow.com/homedetails/3360-SW-23rd-Ter-3360-Miami-FL-33145/2082360584_zpid/,"$575,000",New construction,"1,800 sqft","$549,444",Townhouse,2019,Electric,Central,No Data,"3,750 sqft",$319,,"$3,113","$2,100/mo",$0/mo,$537/mo,$201/mo,$275/mo,Not included
"3470 E Coast Ave APT 2304, Miami, FL 33137",https://www.zillow.com/homedetails/3470-E-Coast-Ave-APT-2304-Miami-FL-33137/2082361740_zpid/,"$500,000",Condo for sale,-- sqft,"$473,263",Condo,2007,Forced air,Central,Attached Garage,"$1,000/month",No Data,,"$3,511","$1,870/mo",$0/mo,$467/mo,$175/mo,"$1,000/mo",Not included
"851 NE 1st Ave # 1700, Miami, FL 33132",https://www.zillow.com/homedetails/851-NE-1st-Ave-1700-Miami-FL-33132/2082362047_zpid/,"$790,000",Co-op for sale,"1,145 sqft","$749,156",Cooperative,2019,Forced air,Central,Attached Garage,$690,,,"$5,685","$3,088/mo",$0/mo,$737/mo,$277/mo,"$1,584/mo",Not included
"117 NW 42nd Ave APT 1208, Miami, FL 33126",https://www.zillow.com/homedetails/117-NW-42nd-Ave-APT-1208-Miami-FL-33126/72562547_zpid/,"$269,000",Condo for sale,942 sqft,"$259,333",Condo,2006,Forced air,Central,4 spaces,$394/month,$286,Great solar potentialSun Number™: 94.23,"$1,745","$1,006/mo",$0/mo,$251/mo,$94/mo,$394/mo,Not included
"2843 S Bayshore Dr APT 6B, Miami, FL 33133",https://www.zillow.com/homedetails/2843-S-Bayshore-Dr-APT-6B-Miami-FL-33133/43862439_zpid/,"$688,000",Condo for sale,"1,375 sqft","$670,103",Condo,1982,Forced air,Central,1 space,"$1,180/month",$500,Great solar potentialSun Number™: 93.42,"$4,752","$2,689/mo",$0/mo,$642/mo,$241/mo,"$1,180/mo",Not included
"488 NE 18th St UNIT 1603, Miami, FL",https://www.zillow.com/homedetails/488-NE-18th-St-UNIT-1603-Miami-FL-33132/2087992524_zpid/,"$388,000",New construction,759 sqft,"$368,222",Condo,2018,Forced air,Central,2 spaces,$560/month,$511,,"$2,509","$1,451/mo",$0/mo,$362/mo,$136/mo,$560/mo,Not included
"475 Brickell Ave APT 3711, Miami, FL 33131",https://www.zillow.com/homedetails/475-Brickell-Ave-APT-3711-Miami-FL-33131/92449483_zpid/,"$375,000",Condo for sale,816 sqft,,Condo,2008,Forced air,Central,1 space,$778/month,$460,Great solar potentialSun Number™: 94.3,"$2,661","$1,402/mo",$0/mo,$350/mo,$131/mo,$778/mo,Not included
"Unit 1211 Plan, PARAMOUNT Miami Worldcenter",https://www.zillow.com/community/paramount-miami-worldcenter/2082434280_zpid/,"$1,630,000+",New construction,"2,366 sqft","$1,489,087",Condo,2019,No Data,No Data,1 space,No Data,$689,Great solar potentialSun Number™: 94.3,"$8,463",,,,,,
"1300 S Miami Ave UNIT 5103, Miami, FL 33130",https://www.zillow.com/homedetails/1300-S-Miami-Ave-UNIT-5103-Miami-FL-33130/247679067_zpid/,"$1,700,000",Condo for sale,"2,086 sqft","$1,603,098",Condo,2016,Forced air,Central,No Data,"$1,529/month",$815,Great solar potentialSun Number™: 94.3,"$10,355","$6,644/mo",$0/mo,"$1,587/mo",$595/mo,"$1,529/mo",Not included
"1100 S Miami Ave APT 3209, Miami, FL 33130",https://www.zillow.com/homedetails/1100-S-Miami-Ave-APT-3209-Miami-FL-33130/121345097_zpid/,"$315,000",Condo for sale,769 sqft,"$300,167",Condo,2015,Forced air,Central,1 space,$490/month,$410,Great solar potentialSun Number™: 91.1,"$2,072","$1,178/mo",$0/mo,$294/mo,$110/mo,$490/mo,Not included
"501 NE 31st St UNIT 307, Miami, FL 33137",https://www.zillow.com/homedetails/501-NE-31st-St-UNIT-307-Miami-FL-33137/2086378460_zpid/,"$550,000",Condo for sale,"1,069 sqft","$520,718",Condo,2018,Forced air,Other,1 space,$670/month,$514,,"$3,432","$2,056/mo",$0/mo,$513/mo,$193/mo,$670/mo,Not included
"460 NE 28th St APT 3306, Miami, FL 33137",https://www.zillow.com/homedetails/460-NE-28th-St-APT-3306-Miami-FL-33137/121345200_zpid/,"$775,000",Condo for sale,"1,073 sqft","$735,075",Condo,2015,Forced air,Central,Attached Garage,$809/month,$722,Great solar potentialSun Number™: 93.4,"$4,833","$3,029/mo",$0/mo,$723/mo,$271/mo,$809/mo,Not included
"133 NE 2nd Ave APT 1519, Miami, FL 33132",https://www.zillow.com/homedetails/133-NE-2nd-Ave-APT-1519-Miami-FL-33132/82071455_zpid/,"$280,000",Condo for sale,"1,036 sqft","$270,620",Condo,2007,Forced air,Central,Detached Garage,$762/month,$270,Candidate for a community solar programSun Number™: 22.3,"$2,168","$1,047/mo",$0/mo,$261/mo,$98/mo,$762/mo,Not included
"2101 Brickell Ave APT 401, Miami, FL 33129",https://www.zillow.com/homedetails/2101-Brickell-Ave-APT-401-Miami-FL-33129/64594978_zpid/,"$435,900",Condo for sale,"1,367 sqft","$408,752",Condo,2004,Forced air,Central,No Data,$893/month,$319,Great solar potentialSun Number™: 89.5,"$3,082","$1,630/mo",$0/mo,$407/mo,$153/mo,$893/mo,Not included
"2669 S Bayshore Dr # 1103N, Miami, FL 33133",https://www.zillow.com/homedetails/2669-S-Bayshore-Dr-1103N-Miami-FL-33133/247698842_zpid/,"$5,299,000",Condo for sale,"5,093 sqft","$4,923,168",Condo,2017,Forced air,Central,Attached Garage,"$4,947/month","$1,040",Great solar potentialSun Number™: 94.23,"$32,458","$20,711/mo",$0/mo,"$4,946/mo","$1,855/mo","$4,947/mo",Not included
"3141 NW 17th St, Miami, FL 33125",https://www.zillow.com/homedetails/3141-NW-17th-St-Miami-FL-33125/43823102_zpid/,"$375,000",For sale by owner,"1,267 sqft","$339,053",Single Family,1963,Forced air,"Central, Other",4 spaces,"5,500 sqft",$296,Great solar potentialSun Number™: 94.23,"$1,883","$1,402/mo",$0/mo,$350/mo,$131/mo,$0/mo,Not included
"7006 NE 5th Ave # 7006, Miami, FL 33138",https://www.zillow.com/homedetails/7006-NE-5th-Ave-7006-Miami-FL-33138/2104219198_zpid/,"$630,000",Townhouse for sale,"3,772 sqft","$596,173",Townhouse,2012,Forced air,Central,2 spaces,No Data,$167,,"$3,271","$2,462/mo",$0/mo,$588/mo,$221/mo,$0/mo,Not included
"166 NW 41st St, Miami, FL 33127",https://www.zillow.com/homedetails/166-NW-41st-St-Miami-FL-33127/43815147_zpid/,"$634,000",Apartment for sale,"1,248 sqft","$598,089",Multi Family,1955,Forced air,Central,2 spaces,$508,,Great solar potentialSun Number™: 94.2,"$3,292","$2,478/mo",$0/mo,$592/mo,$222/mo,$0/mo,Not included
"329 SW 9th Ave, Miami, FL 33130",https://www.zillow.com/homedetails/329-SW-9th-Ave-Miami-FL-33130/2120639777_zpid/,"$699,500",Apartment for sale,"2,584 sqft","$654,462",Multi Family,1975,"Forced air, Radiant",Central,No Data,$271,,Great solar potentialSun Number™: 94.23,"$3,632","$2,734/mo",$0/mo,$653/mo,$245/mo,$0/mo,Not included
"210 174th St APT 504, North Miami Beach, FL 33160",https://www.zillow.com/homedetails/210-174th-St-APT-504-North-Miami-Beach-FL-33160/44384782_zpid/,"$325,000",Condo for sale,"1,232 sqft","$303,941",Condo,1981,Forced air,Central,2 spaces,$367/month,$264,Great solar potentialSun Number™: 92.58,"$1,999","$1,215/mo",$0/mo,$303/mo,$114/mo,$367/mo,Not included
"(undisclosed Address), Miami, FL 33138",https://www.zillow.com/homedetails/(undisclosed-Address)-Miami-FL-33138/2082366525_zpid/,"$750,000",Apartment for sale,"2,285 sqft","$709,822",Multi Family,1952,No Data,Central,No Data,$328,,,"$3,894","$2,931/mo",$0/mo,$700/mo,$263/mo,$0/mo,Not included
"2000 N Bayshore Dr APT 601, Miami, FL 33137",https://www.zillow.com/homedetails/2000-N-Bayshore-Dr-APT-601-Miami-FL-33137/64853844_zpid/,"$369,000",Condo for sale,"1,160 sqft","$348,499",Condo,2004,No Data,Central,1 space,$723/month,$318,Great solar potentialSun Number™: 94.3,"$2,576","$1,380/mo",$0/mo,$344/mo,$129/mo,$723/mo,Not included
"321 NE 26th St UNIT 619, Miami, FL 33137",https://www.zillow.com/homedetails/321-NE-26th-St-UNIT-619-Miami-FL-33137/2086945265_zpid/,"$280,000",Condo for sale,605 sqft,"$266,446",Condo,2018,Forced air,Central,1 space,$298/month,$463,,"$1,704","$1,047/mo",$0/mo,$261/mo,$98/mo,$298/mo,Not included
"2715 Tigertail Ave APT 508, Miami, FL 33133",https://www.zillow.com/homedetails/2715-Tigertail-Ave-APT-508-Miami-FL-33133/43861912_zpid/,"$305,000",Condo for sale,660 sqft,"$310,932",Condo,1974,Forced air,Central,1 space,$487/month,$462,Great solar potentialSun Number™: 88.63,"$2,019","$1,140/mo",$0/mo,$285/mo,$107/mo,$487/mo,Not included
"3162 SW 18th St, Miami, FL 33145",https://www.zillow.com/homedetails/3162-SW-18th-St-Miami-FL-33145/43848611_zpid/,"$579,000",Apartment for sale,"2,490 sqft","$551,888",Multi Family,1969,Forced air,Central,No Data,$233,,Great solar potentialSun Number™: 94.23,"$2,858","$2,115/mo",$0/mo,$540/mo,$203/mo,$0/mo,Not included
"9370 SW 36th St # 9372, Miami, FL 33165",https://www.zillow.com/homedetails/9370-SW-36th-St-9372-Miami-FL-33165/2087722710_zpid/,"$649,000",Apartment for sale,"2,617 sqft","$621,982",Multi Family,2017,Forced air,Central,No Data,$248,,,"$3,369","$2,537/mo",$0/mo,$606/mo,$227/mo,$0/mo,Not included
"3231 Mcdonald St # 1, Miami, FL 33133",https://www.zillow.com/homedetails/3231-Mcdonald-St-1-Miami-FL-33133/43861856_zpid/,"$435,000",Townhouse for sale,"1,060 sqft","$420,038",Townhouse,1973,Electric,No Data,2 spaces,No Data,$410,Great solar potentialSun Number™: 93.43,"$2,585","$1,626/mo",$0/mo,$406/mo,$152/mo,$400/mo,Not included
"1660 Nocatee Dr, Miami, FL 33133",https://www.zillow.com/homedetails/1660-Nocatee-Dr-Miami-FL-33133/43853987_zpid/,"$1,650,000",House for sale,"3,340 sqft","$1,515,319",Single Family,1952,Forced air,Central,Attached Garage,0.26 acres,$494,Great solar potentialSun Number™: 91.83,"$8,566","$6,449/mo",$0/mo,"$1,540/mo",$578/mo,$0/mo,Not included
"848 Brickell Key Dr APT 3803, Miami, FL 33131",https://www.zillow.com/homedetails/848-Brickell-Key-Dr-APT-3803-Miami-FL-33131/60793937_zpid/,"$675,000",Condo for sale,"1,087 sqft","$633,275",Condo,2001,Forced air,Central,Detached Garage,$579/month,$621,Great solar potentialSun Number™: 94.3,"$4,083","$2,638/mo",$0/mo,$630/mo,$236/mo,$579/mo,Not included
"121 NE 34th St # 3214, Miami, FL 33137",https://www.zillow.com/homedetails/121-NE-34th-St-3214-Miami-FL-33137/2082370408_zpid/,"$741,000",Condo for sale,"1,115 sqft","$698,250",Condo,2018,Forced air,Central,No Data,"$1,050/month",$665,,"$4,897","$2,896/mo",$0/mo,$692/mo,$259/mo,"$1,050/mo",Not included
"2900 NE 7th Ave UNIT 406, Miami, FL 33137",https://www.zillow.com/homedetails/2900-NE-7th-Ave-UNIT-406-Miami-FL-33137/247678992_zpid/,"$499,990",Condo for sale,943 sqft,,Condo,2017,Heat pump,Central,Attached Garage,$692/month,$530,Great solar potentialSun Number™: 94.2,"$3,203","$1,869/mo",$0/mo,$467/mo,$175/mo,$692/mo,Not included
"4130 Bonita Ave, Miami, FL 33133",https://www.zillow.com/homedetails/4130-Bonita-Ave-Miami-FL-33133/43863881_zpid/,"$1,150,000",House for sale,"2,675 sqft","$1,059,907",Single Family,1951,Forced air,Central,Carport,"9,604 sqft",$430,Great solar potentialSun Number™: 83.83,"$5,970","$4,495/mo",$0/mo,"$1,073/mo",$403/mo,$0/mo,Not included
"3330 Sw 17 Avenue, Coconut Grove, FL 33133",https://www.zillow.com/homedetails/3330-Sw-17-Avenue-Coconut-Grove-FL-33133/2101406297_zpid/,"$1,795,000",House for sale,"2,921 sqft",,Single Family,1963,Forced air,Central,No Data,"10,232 sqft",$615,Great solar potentialSun Number™: 80.63,"$9,319","$7,016/mo",$0/mo,"$1,675/mo",$628/mo,$0/mo,Not included
