Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"313 Delmont Dr NE, Atlanta, GA 30305","$1,275,000 ",5 bds,5 ba,"3,804 sqft","$1,217,239 ",Single Family,2004,Forced air,Central,4 spaces,"10,193 sqft",Great solar potentialSun Number™: 78.61,"$6,562 ","$4,979/mo","$1,137/mo",$446/mo,$0/mo
"3733 Landau Ln SW, Atlanta, GA 30331","Est. $75,773",4 bds,3 ba,"1,634 sqft","$75,773 ",Single Family,2000,Forced air,Central,2 spaces,0.26 acres,Great solar potentialSun Number™: 83.41,$445 ,$311/mo,$68/mo,$27/mo,$39/mo
"751 Piedmont Ave NE APT 14, Atlanta, GA 30308","$375,000 ",3 bds,3 ba,"1,250 sqft","$367,497 ",Townhouse,1990,Forced air,Central,2 spaces,479 sqft,,"$2,042 ","$1,377/mo",$334/mo,$131/mo,$200/mo
"1820 Shadydale Ave SE, Atlanta, GA 30315","$85,000 ",1 bd,1 ba,651 sqft,,Single Family,1940,Other,Other,No Data,"7,474 sqft",Limited solar potentialSun Number™: 53.03,$455 ,$349/mo,$76/mo,$30/mo,$0/mo
"1143 Morningside Pl NE, Atlanta, GA 30306","$390,000 ",2 bds,3 ba,"2,229 sqft","$382,004 ",Townhouse,1982,Forced air,Central,2 spaces,"1,481 sqft",Great solar potentialSun Number™: 85.01,"$2,266 ","$1,432/mo",$348/mo,$137/mo,$350/mo
"1032 Seaboard Ave NW, Atlanta, GA 30318","$995,000 ",6 bds,4 ba,"4,048 sqft","$970,642 ",Single Family,2015,Other,None,2 spaces,0.28 acres,Candidate for a community solar programSun Number™: 20.21,"$5,121 ","$3,886/mo",$887/mo,$348/mo,$0/mo
"711 Broadland Rd NW, Atlanta, GA 30327","$3,986,700 ",7 bds,9 ba,"10,652 sqft","$3,654,330 ",Single Family,1938,Forced air,Central,3 spaces,7.74 acres,,"$20,519 ","$15,569/mo","$3,555/mo","$1,395/mo",$0/mo
"2896 Lookout Pl NE, Atlanta, GA 30305","$599,000 ",4 bds,2 ba,"1,459 sqft","$588,109 ",Single Family,1940,Forced air,Central,Carport,0.25 acres,Candidate for a community solar programSun Number™: 20.21,"$2,945 ","$2,201/mo",$534/mo,$210/mo,$0/mo
"60 Stratford Pl NE, Atlanta, GA 30342","$860,000 ",6 bds,5 ba,"4,800 sqft","$835,094 ",Single Family,1985,Forced air,Central,Attached Garage,0.43 acres,"{""targetDiv"":""gpt-ad-38da980b-29eb-4d79-80f2-33452e033c26"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""60 Stratford Pl NE"",""bd"":""6"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35927832"",""lot"":""3"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""5178206090193561749"",""sqftrange"":""4500-4999"",""price"":""860000"",""sqft"":""4800"",""posting_url"":""http://www.bwalkrealty.com"",""mlong"":""-84.359226"",""state"":""GA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""30342"",""mlat"":""33.866686"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv0onc2p5uso31000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""hood"":""North_Buckhead"",""yrblt"":""1980-1989"",""zestimate"":""835094"",""premieragent"":""no""}}","$4,501 ","$3,358/mo",$767/mo,$301/mo,$75/mo
"1381 Morningside Dr NE, Atlanta, GA 30306","$849,000 ",4 bds,3 ba,"3,451 sqft","$826,360 ",Single Family,1930,Forced air,Central,No Data,0.28 acres,,"$4,370 ","$3,315/mo",$757/mo,$297/mo,$0/mo
"958 Crew St SW, Atlanta, GA 30315","$234,999 ",3 bds,2 ba,"1,500 sqft","$229,837 ",Single Family,1920,Forced air,Central,Off street,0.33 acres,Limited solar potentialSun Number™: 57.03,"$1,196 ",$904/mo,$210/mo,$82/mo,$0/mo
"30 Dorothy St SE, Atlanta, GA 30315","$275,000 ",3 bds,3 ba,"1,723 sqft","$211,626 ",Single Family,2019,Other,None,No Data,"7,143 sqft",Great solar potentialSun Number™: 73.03,"$1,351 ","$1,010/mo",$245/mo,$96/mo,$0/mo
"Hayden Plan, Hampshire Park","$229,600+",5 bds,3 ba,"2,511 sqft","$223,378 ",Single Family,2019,No Data,No Data,2 spaces,No Data,,"$1,169 ",,,,
"790 Crestridge Dr NE, Atlanta, GA 30306","$747,500 ",3 bds,2 ba,"2,051 sqft","$732,325 ",Single Family,1930,Forced air,Central,2 spaces,"10,018 sqft","{""targetDiv"":""gpt-ad-e722a263-fdee-4071-b21f-13b0bef66d75"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""790 Crestridge Dr NE"",""bd"":""3"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35930826"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""5427089543765892227"",""sqftrange"":""2000-2499"",""price"":""747500"",""sqft"":""2051"",""posting_url"":"""",""mlong"":""-84.361299"",""state"":""GA"",""prange"":""700-799k"",""zip"":""30306"",""mlat"":""33.784464"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv8u59v9nkk5r1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Virginia_Highland"",""yrblt"":""1920-1939"",""zestimate"":""732325"",""premieragent"":""no""}}","$3,847 ","$2,919/mo",$667/mo,$262/mo,$0/mo
"375 Highland Ave NE UNIT 1008, Atlanta, GA 30312","$229,000 ",1 bd,2 ba,"1,075 sqft","$225,176 ",Townhouse,2000,Forced air,Other,4 spaces,949 sqft,,"$1,186 ",$881/mo,$204/mo,$80/mo,$20/mo
"971 Estes Dr SW, Atlanta, GA 30310","$225,000 ",4 bds,3 ba,"1,670 sqft","$220,181 ",Single Family,1920,Other,Central,3 spaces,"10,711 sqft",Great solar potentialSun Number™: 85.01,"$1,145 ",$866/mo,$201/mo,$79/mo,$0/mo
"2947 Rivermeade Dr NW, Atlanta, GA 30327","$1,395,000 ",6 bds,7 ba,"5,797 sqft",,Single Family,1997,Forced air,Central,2 spaces,1.49 acres,Great solar potentialSun Number™: 91.41,"$7,180 ","$5,448/mo","$1,244/mo",$488/mo,$0/mo
"66 The Prado NE, Atlanta, GA 30309","$1,995,000 ",4 bds,4 ba,"4,097 sqft","$1,902,923 ",Single Family,1920,Heat pump,Central,Detached Garage,0.27 acres,Great solar potentialSun Number™: 75.43,"$10,268 ","$7,791/mo","$1,779/mo",$698/mo,$0/mo
"781 Stovall Blvd NE, Atlanta, GA 30342","$799,000 ",4 bds,3 ba,"2,941 sqft","$778,542 ",Single Family,1994,Forced air,Central,4 spaces,0.52 acres,Candidate for a community solar programSun Number™: 20.21,"$4,112 ","$3,120/mo",$712/mo,$280/mo,$0/mo
"27 W Wesley Rdg NW, Atlanta, GA 30327","$1,875,000 ",6 bds,7 ba,"7,520 sqft",,Single Family,1981,Forced air,Central,Attached Garage,2.3 acres,Limited solar potentialSun Number™: 45.81,"$9,650 ","$7,322/mo","$1,672/mo",$656/mo,$0/mo
"974 Azalee Wharton Ave NW, Atlanta, GA 30318","$575,000 ",5 bds,4 ba,"2,952 sqft","$561,333 ",Single Family,2017,"Forced air, Heat pump",Central,2 spaces,"3,049 sqft",Limited solar potentialSun Number™: 57.82,"$2,889 ","$2,113/mo",$513/mo,$201/mo,$62/mo
"1935 Wildwood Pl NE, Atlanta, GA 30324","$499,000 ",3 bds,2 ba,"1,852 sqft","$475,975 ",Single Family,1958,Forced air,Central,4 spaces,0.59 acres,Candidate for a community solar programSun Number™: 20.21,"$2,452 ","$1,832/mo",$445/mo,$175/mo,$0/mo
"810 James Madison Dr SW, Atlanta, GA 30331","$399,500 ",4 bds,4 ba,"5,730 sqft","$389,388 ",Single Family,1999,Forced air,Central,4 spaces,2.32 acres,Great solar potentialSun Number™: 72.23,"$1,983 ","$1,467/mo",$356/mo,$140/mo,$20/mo
"900 Los Angeles Ave NE, Atlanta, GA 30306","$1,095,000 ",5 bds,4 ba,"3,097 sqft","$1,061,632 ",Single Family,1945,Forced air,Central,Off street,0.32 acres,Great solar potentialSun Number™: 86.63,"$5,636 ","$4,276/mo",$976/mo,$383/mo,$0/mo
"1558 Marona St NE, Atlanta, GA 30307","$315,000 ",4 bds,3 ba,"1,478 sqft","$306,031 ",Single Family,1988,Forced air,Central,2 spaces,"8,712 sqft",Great solar potentialSun Number™: 87.43,"$1,558 ","$1,157/mo",$291/mo,$110/mo,$0/mo
"702 Boulevard Se, Atlanta, GA 30312","$799,990 ",5 bds,5 ba,"4,382 sqft","$799,727 ",Single Family,1907,Forced air,Central,2 spaces,"8,755 sqft",,"$4,117 ","$3,124/mo",$713/mo,$280/mo,$0/mo
"1871 Francis Ave NW, Atlanta, GA 30318","$415,000 ",4 bds,4 ba,"2,866 sqft","$406,962 ",Single Family,2017,Forced air,Central,2 spaces,"10,001 sqft",Candidate for a community solar programSun Number™: 20.21,"$2,039 ","$1,524/mo",$370/mo,$145/mo,$0/mo
"665 Fern Brooks Dr SW, Atlanta, GA 30331","$158,900 ",3 bds,3 ba,"1,507 sqft","$158,900 ",Single Family,1984,Forced air,Central,1 space,0.42 acres,Limited solar potentialSun Number™: 54.61,$809 ,$612/mo,$142/mo,$56/mo,$0/mo
"818 Mentelle Dr NE # B, Atlanta, GA","$1,074,900 ",4 bds,5 ba,"3,441 sqft","$1,070,484 ",Townhouse,2019,Forced air,Central,4 spaces,"10,367 sqft","{""targetDiv"":""gpt-ad-73f34da7-0d76-4053-a68f-ae940d69ad45"",""slot"":""zillow/property_details/buy_new_home/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" B"",""aamgnrc1"":""818 Mentelle Dr NE"",""bd"":""4"",""fsbid"":""14311"",""city"":""Atlanta"",""proptp"":""twn"",""pid"":""2082840275"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_new_home"",""zguidh"":""-284353789703429857"",""sqftrange"":""3000-3499"",""price"":""1074900"",""sqft"":""3441"",""posting_url"":""http://www.chadsells.com"",""mlong"":""-84.373538"",""state"":""GA"",""prange"":""1-1_499m"",""zip"":""30308"",""mlat"":""33.776843"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3rh6in91719e1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Midtown"",""yrblt"":""2010-2019"",""zestimate"":""1070484"",""premieragent"":""no""}}","$5,532 ","$4,198/mo",$958/mo,$376/mo,$0/mo
"974 Washington St SW, Atlanta, GA 30315","$165,000 ",4 bds,3 ba,"1,440 sqft","$160,693 ",Single Family,2004,Forced air,Central,No Data,"4,530 sqft",Great solar potentialSun Number™: 84.23,$840 ,$635/mo,$147/mo,$58/mo,$0/mo
"1195 Niles Ave NW, Atlanta, GA 30318","$449,000 ",2 bds,2 ba,"1,384 sqft","$433,977 ",Single Family,1920,Forced air,Central,4 spaces,0.46 acres,Candidate for a community solar programSun Number™: 20.22,"$2,206 ","$1,648/mo",$400/mo,$157/mo,$0/mo
"610 E Paces Ferry Rd NE, Atlanta, GA 30305","$720,000 ",3 bds,4 ba,"2,005 sqft","$710,128 ",Single Family,1930,Forced air,Central,1 space,0.35 acres,Great solar potentialSun Number™: 86.61,"$3,706 ","$2,812/mo",$642/mo,$252/mo,$0/mo
"766 Cooper St SW, Atlanta, GA 30315","$439,900 ",4 bds,3 ba,"2,000 sqft",,Single Family,2019,Heat pump,Other,No Data,"6,882 sqft",Good solar potentialSun Number™: 62.63,"$2,161 ","$1,615/mo",$392/mo,$154/mo,$0/mo
"4066 Powers Ferry Rd NW, Atlanta, GA 30342","$3,299,000 ",6 bds,7 ba,"5,786 sqft",,Single Family,2017,Forced air,Central,6 spaces,0.63 acres,Limited solar potentialSun Number™: 59.41,"$16,979 ","$12,883/mo","$2,942/mo","$1,155/mo",$0/mo
"1421 Lockwood Dr SW, Atlanta, GA 30311","$135,000 ",4 bds,2 ba,"1,850 sqft",,Single Family,1945,Forced air,Central,Detached Garage,"6,499 sqft",Candidate for a community solar programSun Number™: 20.22,$687 ,$520/mo,$120/mo,$47/mo,$0/mo
"3201 Northside Pkwy NW, Atlanta, GA 30327","$599,000 ",4 bds,3 ba,"2,475 sqft","$582,081 ",Single Family,2000,Forced air,Central,No Data,0.43 acres,Good solar potentialSun Number™: 64.21,"$2,945 ","$2,201/mo",$534/mo,$210/mo,$0/mo
"Turnberry 4 Plan, Summit At Stonewall Tell","$364,990+",5 bds,4 ba,"4,443 sqft","$350,046 ",Single Family,2019,No Data,No Data,3 spaces,No Data,Great solar potentialSun Number™: 92.23,"$1,793 ",,,,
"875 Glen Arden Way NE, Atlanta, GA 30306","$2,100,000 ",5 bds,6 ba,"7,130 sqft","$2,012,499 ",Single Family,2007,Forced air,Central,6 spaces,0.39 acres,Great solar potentialSun Number™: 79.43,"$10,808 ","$8,201/mo","$1,873/mo",$735/mo,$0/mo
"868 Cascade Rd SW, Atlanta, GA 30311","$200,000 ",3 bds,1 ba,"1,377 sqft","$245,809 ",Single Family,1930,Forced air,Central,No Data,"9,147 sqft",Limited solar potentialSun Number™: 40.22,"$1,018 ",$770/mo,$178/mo,$70/mo,$0/mo
"1496 Lanier Pl NE, Atlanta, GA 30306","$1,699,000 ",5 bds,5 ba,"4,250 sqft","$1,627,988 ",Single Family,2016,Forced air,Central,Off street,"8,319 sqft",Great solar potentialSun Number™: 92.23,"$8,744 ","$6,635/mo","$1,515/mo",$595/mo,$0/mo
"4845 Ralin Ct, Atlanta, GA 30331","Est. $290,193",5 bds,4 ba,"4,154 sqft","$290,193 ",Single Family,2017,Gas,Central,4 spaces,0.25 acres,,"$1,465 ","$1,065/mo",$259/mo,$102/mo,$39/mo
"667 Juneberry Ln, Atlanta, GA","$539,000 ",3 bds,3 ba,"1,525 sqft","$522,463 ",Single Family,2019,Forced air,Central,1 space,No Data,,"$2,773 ","$1,979/mo",$481/mo,$189/mo,$125/mo
"2856 Bluestone Dr SW, Atlanta, GA","$337,118 ",4 bds,5 ba,"3,331 sqft","$323,664 ",Single Family,2019,No Data,No Data,No Data,No Data,,"$1,693 ","$1,238/mo",$301/mo,$118/mo,$37/mo
"4103 Flintlock Rd NW, Atlanta, GA 30327","$749,000 ",5 bds,3 ba,"4,459 sqft",,Single Family,1966,Forced air,Central,2 spaces,1.05 acres,Great solar potentialSun Number™: 90.61,"$3,855 ","$2,925/mo",$668/mo,$262/mo,$0/mo
"16 Howell St SE, Atlanta, GA 30312","$489,000 ",3 bds,2 ba,"1,697 sqft","$480,109 ",Single Family,1924,Heat pump,Central,No Data,"4,530 sqft","{""targetDiv"":""gpt-ad-9bda7d86-b7fa-4d30-a381-b94f6649a67f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16 Howell St SE"",""bd"":""3"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35878474"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-5415044473282996473"",""sqftrange"":""1500-1999"",""price"":""489000"",""sqft"":""1697"",""posting_url"":"""",""mlong"":""-84.369508"",""state"":""GA"",""prange"":""450-499k"",""zip"":""30312"",""mlat"":""33.753825"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnaucpcznz5131000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Old_Fourth_Ward"",""yrblt"":""1920-1939"",""zestimate"":""480109"",""premieragent"":""no""}}","$2,402 ","$1,795/mo",$436/mo,$171/mo,$0/mo
"1136 Boulevard Dr NE, Atlanta, GA","$758,900 ",4 bds,3 ba,"2,467 sqft","$740,270 ",Single Family,2019,"Forced air, Heat pump",Central,4 spaces,"9,452 sqft",Great solar potentialSun Number™: 80.23,"$3,906 ","$2,964/mo",$677/mo,$266/mo,$0/mo
"15 East Dr NE, Atlanta, GA 30305","$549,999 ",2 bds,2 ba,"1,452 sqft","$539,887 ",Single Family,1933,"Baseboard, Forced air",Central,Off street,"8,712 sqft",Great solar potentialSun Number™: 81.01,"$2,702 ","$2,019/mo",$490/mo,$192/mo,$0/mo
"2060 Old Georgian Ter NW, Atlanta, GA 30318","$410,000 ",4 bds,3 ba,"2,344 sqft","$403,024 ",Single Family,2006,Forced air,Central,No Data,"5,227 sqft",Great solar potentialSun Number™: 91.41,"$2,079 ","$1,505/mo",$366/mo,$144/mo,$65/mo
"308 Warren St SE, Atlanta, GA 30317","$459,000 ",3 bds,2 ba,"2,000 sqft","$443,699 ",Single Family,2012,"Forced air, Heat pump",Central,2 spaces,0.4 acres,Good solar potentialSun Number™: 68.23,"$2,270 ","$1,685/mo",$425/mo,$161/mo,$0/mo
"1682 Abner Ct NW, Atlanta, GA 30318","$195,000 ",4 bds,2 ba,"1,032 sqft",,Single Family,1960,Other,Central,Carport,0.28 acres,Good solar potentialSun Number™: 63.41,$993 ,$751/mo,$174/mo,$68/mo,$0/mo
"1020 Greenwood Ave NE, Atlanta, GA 30306","$625,000 ",3 bds,2 ba,"1,501 sqft",,Single Family,1928,Forced air,Central,2 spaces,"4,443 sqft",Great solar potentialSun Number™: 83.43,"$3,217 ","$2,441/mo",$557/mo,$219/mo,$0/mo
"3376 Peachtree Rd NE # VILLA, Atlanta, GA 30326","$4,250,000 ",4 bds,5 ba,"4,589 sqft",,Townhouse,2018,No Data,No Data,No Data,No Data,,"$25,290 ","$16,597/mo","$3,790/mo","$1,488/mo","$3,416/mo"
"2810 Castlewood Dr NW, Atlanta, GA 30327","$2,000,000 ",5 bds,6 ba,"3,500 sqft","$1,918,265 ",Single Family,2019,"Forced air, Heat pump",Central,1 space,0.76 acres,Great solar potentialSun Number™: 73.01,"$10,294 ","$7,810/mo","$1,783/mo",$700/mo,$0/mo
"1183 Oak St SW, Atlanta, GA 30310","Est. $266,863",4 bds,4 ba,"1,974 sqft","$266,863 ",Single Family,1920,Forced air,Central,No Data,"8,712 sqft",Great solar potentialSun Number™: 92.22,"$1,312 ",$980/mo,$238/mo,$93/mo,$0/mo
"3131 Dale Dr NE, Atlanta, GA 30305","$649,000 ",4 bds,3 ba,"3,005 sqft","$813,077 ",Single Family,1961,Forced air,Central,5 spaces,1.13 acres,Candidate for a community solar programSun Number™: 20.21,"$3,343 ","$2,537/mo",$579/mo,$227/mo,$0/mo
"1267 Lyle Pl NW, Atlanta, GA 30318","$289,900 ",2 bds,1 ba,598 sqft,"$283,095 ",Single Family,1935,Other,Central,2 spaces,"2,700 sqft",Good solar potentialSun Number™: 65.03,"$1,425 ","$1,065/mo",$258/mo,$101/mo,$0/mo
"1036 Rosewood Dr NE, Atlanta, GA 30306","$1,079,000 ",4 bds,3 ba,"3,521 sqft","$1,047,402 ",Single Family,1930,Forced air,Central,Detached Garage,"8,842 sqft","{""targetDiv"":""gpt-ad-e45095aa-4be8-4f0c-b1da-c332322601b9"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1036 Rosewood Dr NE"",""bd"":""4"",""fsbid"":""13478"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35895403"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-9132072825521476983"",""sqftrange"":""3500-3999"",""price"":""1079000"",""oh"":""yes"",""sqft"":""3521"",""posting_url"":""https://atlanta.evrealestate.com/mls=FRM6638707?s=zillow"",""mlong"":""-84.353171"",""state"":""GA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""30306"",""mlat"":""33.785736"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjfzo4odggaor0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Virginia_Highland"",""yrblt"":""1920-1939"",""zestimate"":""1047402"",""premieragent"":""no""}}","$5,557 ","$4,218/mo",$962/mo,$378/mo,$0/mo
"4803 Albany Way, Atlanta, GA 30331","$369,900 ",5 bds,4 ba,"3,356 sqft",,Single Family,2019,Forced air,Central,Attached Garage,No Data,,"$1,876 ","$1,359/mo",$330/mo,$129/mo,$58/mo
"751 Wylie St SE, Atlanta, GA 30316","$469,900 ",2 bds,1 ba,"1,024 sqft","$457,303 ",Single Family,1920,Forced air,Central,No Data,"4,356 sqft",Great solar potentialSun Number™: 92.23,"$2,310 ","$1,726/mo",$419/mo,$164/mo,$0/mo
"655 Mead St SE UNIT 68, Atlanta, GA 30312","$350,000 ",3 bds,3 ba,"1,750 sqft","$347,183 ",Townhouse,2005,No Data,No Data,2 spaces,749 sqft,,"$1,959 ","$1,286/mo",$312/mo,$123/mo,$239/mo
"1667 S Gordon St SW, Atlanta, GA 30310","$374,900 ",3 bds,3 ba,"1,882 sqft","$365,029 ",Single Family,1930,Forced air,Central,3 spaces,0.26 acres,Good solar potentialSun Number™: 63.42,"$1,843 ","$1,377/mo",$334/mo,$131/mo,$0/mo
"1672 Van Epps St SE, Atlanta, GA 30316","$450,000 ",4 bds,3 ba,"2,400 sqft",,Single Family,1948,Forced air,Central,4 spaces,"8,712 sqft",Great solar potentialSun Number™: 92.23,"$2,227 ","$1,653/mo",$416/mo,$158/mo,$0/mo
"3829 Ivy Rd NE, Atlanta, GA 30342","$1,150,000 ",6 bds,7 ba,"5,133 sqft","$1,114,152 ",Single Family,2005,Forced air,Central,4 spaces,1.18 acres,"{""targetDiv"":""gpt-ad-4d3b4f0a-f9f4-4f40-8fd8-1800f0277de0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3829 Ivy Rd NE"",""bd"":""6"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35933524"",""lot"":""6"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""5644013921371449102"",""sqftrange"":""5000-5999"",""price"":""1150000"",""sqft"":""5133"",""posting_url"":"""",""mlong"":""-84.37044"",""state"":""GA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""30342"",""mlat"":""33.859329"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISni85nvfiub4o1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""North_Buckhead"",""yrblt"":""2000-2009"",""zestimate"":""1114152"",""premieragent"":""no""}}","$5,923 ","$4,495/mo","$1,025/mo",$403/mo,$0/mo
"251 Woodstone Ct, Atlanta, GA 30331","$371,650 ",4 bds,5 ba,"3,905 sqft","$354,484 ",Single Family,2019,Forced air,Central,Attached Garage,No Data,,"$1,864 ","$1,365/mo",$331/mo,$130/mo,$37/mo
"791 Wylie St SE APT 510, Atlanta, GA 30316","$259,900 ",1 bd,1 ba,724 sqft,"$250,937 ",Single Family,2003,Forced air,Central,1 space,No Data,"{""targetDiv"":""gpt-ad-c2365d3c-f6d1-4617-aab4-ea5bd36f2bdb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 510"",""aamgnrc1"":""791 Wylie St SE"",""bd"":""1"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""2103315990"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""-7914649589306230923"",""sqftrange"":""500-999"",""price"":""259900"",""sqft"":""724"",""posting_url"":"""",""mlong"":""-84.360235"",""state"":""GA"",""prange"":""250-299k"",""zip"":""30316"",""mlat"":""33.752223"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbs8ckmwmgj70000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Reynoldstown"",""yrblt"":""2000-2009"",""zestimate"":""250937"",""premieragent"":""no""}}","$1,478 ",$955/mo,$232/mo,$91/mo,$201/mo
"1020 Smith St SW, Atlanta, GA 30310","$170,000 ",5 bds,3 ba,"2,525 sqft",,Single Family,2005,Forced air,Other,Attached Garage,"4,791 sqft",Great solar potentialSun Number™: 92.22,$865 ,$654/mo,$152/mo,$60/mo,$0/mo
"7 Plantation Dr NE, Atlanta, GA 30324","$329,900 ",3 bds,3 ba,"1,583 sqft","$322,010 ",Townhouse,1980,Forced air,Central,2 spaces,"1,581 sqft",Great solar potentialSun Number™: 78.61,"$2,312 ","$1,212/mo",$294/mo,$115/mo,$690/mo
"1405 Athens Ave SW, Atlanta, GA 30310","$399,500 ",4 bds,3 ba,"2,300 sqft",,Single Family,1930,Forced air,Central,2 spaces,"6,098 sqft","{""targetDiv"":""gpt-ad-a4ab2586-e2f6-476f-8d86-2a546b9e92f8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""30310"",""aamgnrc1"":""1405 Athens Ave SW"",""mlat"":""33.716463"",""bd"":""4"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4w7jjo50cfg1000000000.jpg"",""zusr"":""true"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35830749"",""hood"":""Capitol_View"",""yrblt"":""1920-1939"",""lot"":""2"",""listtp"":""buy_agent"",""zguidh"":""1730244784554253560"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""399500"",""sqft"":""2300"",""posting_url"":"""",""mlong"":""-84.409185"",""state"":""GA"",""park"":""yes"",""prange"":""350-399k""}}","$1,964 ","$1,468/mo",$356/mo,$140/mo,$0/mo
"841 Inman Village Pkwy NE, Atlanta, GA 30307","$719,900 ",3 bds,4 ba,"2,145 sqft","$706,193 ",Townhouse,2005,Forced air,Central,4 spaces,871 sqft,Great solar potentialSun Number™: 84.23,"$3,964 ","$2,814/mo",$642/mo,$252/mo,$256/mo
"3578 Ranier Dr NE, Atlanta, GA 30327","$1,795,000 ",5 bds,5 ba,"4,221 sqft","$1,708,455 ",Single Family,1967,No Data,No Data,No Data,1.26 acres,Great solar potentialSun Number™: 87.41,"$9,245 ","$7,016/mo","$1,601/mo",$628/mo,$0/mo
"154 Savannah St SE, Atlanta, GA 30316","$425,000 ",2 bds,2 ba,"1,138 sqft","$415,781 ",Single Family,1920,Forced air,Central,No Data,"2,787 sqft",Candidate for a community solar programSun Number™: 20.23,"$2,089 ","$1,561/mo",$379/mo,$149/mo,$0/mo
"716 Amsterdam Ave NE, Atlanta, GA 30306","$975,000 ",5 bds,4 ba,"2,989 sqft",,Single Family,1940,Forced air,Central,Detached Garage,1 acre,Good solar potentialSun Number™: 63.43,"$5,022 ","$3,811/mo",$869/mo,$341/mo,$0/mo
