Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"9642 149th Ave, Jamaica, NY 11417","$559,000 ",3 bds,2 ba,"1,120 sqft","$538,729 ",Single Family,1950,No Data,No Data,Attached Garage,"3,358 sqft",Good solar potentialSun Number™: 62.99,"$2,872 ","$2,285/mo",$391/mo,$196/mo,$0/mo
"163 Westervelt Ave, Staten Island, NY 10301","$539,000 ",4 bds,2 ba,"1,288 sqft",,Single Family,1925,Forced air,No Data,No Data,"2,500 sqft",Great solar potentialSun Number™: 70.2,"$2,783 ","$2,204/mo",$391/mo,$189/mo,$0/mo
"4900 Blackstone Ave, Bronx, NY 10471","$2,100,000 ",5 bds,4 ba,"3,700 sqft","$1,843,896 ",Single Family,1981,No Data,No Data,No Data,"10,432 sqft",Good solar potentialSun Number™: 65.38,"$10,783 ","$8,385/mo","$1,663/mo",$735/mo,$0/mo
"65 Wieland Ave, Staten Island, NY 10309","$1,499,000 ",8 bds,5 ba,"3,000 sqft","$1,193,064 ",Single Family,1980,Forced air,Central,Attached Garage,"9,500 sqft",Great solar potentialSun Number™: 84.62,"$7,597 ","$5,985/mo","$1,087/mo",$525/mo,$0/mo
"37 Marne Ave, Staten Island, NY 10312","$759,000 ",4 bds,2 ba,"1,912 sqft","$643,390 ",Single Family,1989,Forced air,Central,"Off street, Attached Garage","2,500 sqft",Great solar potentialSun Number™: 88.62,"$3,767 ","$2,951/mo",$550/mo,$266/mo,$0/mo
"6139 212th St, Bayside, NY 11364","$979,000 ",3 bds,2 ba,#NAME?,,Single Family,1940,Other,Central,No Data,"5,000 sqft",Candidate for a community solar programSun Number™: 23.01,"$4,937 ","$3,909/mo",$685/mo,$343/mo,$0/mo
"56 Marlborough Rd # A, Brooklyn, NY 11226","$2,978,000 ",4 bds,4 ba,"3,553 sqft",,Townhouse,1925,No Data,Central,No Data,No Data,,"$14,546 ","$11,891/mo","$1,613/mo","$1,042/mo",$0/mo
"107 Long Pond Ln, Staten Island, NY 10304","$519,900 ",3 bds,2 ba,"1,737 sqft","$449,144 ",Townhouse,1994,Gas,Central,Attached Garage,"1,237 sqft",Great solar potentialSun Number™: 87,"$2,684 ","$2,125/mo",$377/mo,$182/mo,$0/mo
"3310 Tiemann Ave # 44, Bronx, NY 10469","$499,000 ",3 bds,2 ba,#NAME?,,Townhouse,1950,No Data,No Data,No Data,"1,710 sqft",,"$2,610 ","$2,040/mo",$395/mo,$175/mo,$0/mo
"11011 69th Ave, Flushing, NY 11375","$3,999,000 ",4 bds,4 ba,"2,188 sqft",,Single Family,1939,Radiant,No Data,Attached Garage,2.3 acres,Great solar potentialSun Number™: 94.2,"$20,166 ","$15,967/mo","$2,799/mo","$1,400/mo",$0/mo
"19443 114th Rd, Jamaica, NY 11412","$659,000 ",5 bds,3 ba,"3,000 sqft",,Single Family,1930,No Data,No Data,Attached Garage,"3,001 sqft",Great solar potentialSun Number™: 91.81,"$3,254 ","$2,562/mo",$461/mo,$231/mo,$0/mo
"17 Paerdegat 7 St, Brooklyn, NY 11236","$630,000 ",3 bds,2 ba,"1,860 sqft",,Single Family,1965,No Data,Central,No Data,"2,600 sqft",,"$3,011 ","$2,449/mo",$341/mo,$221/mo,$0/mo
"1854 E 33rd St, Brooklyn, NY 11234","$799,000 ",4 bds,3 ba,"1,816 sqft","$701,202 ",Single Family,1925,No Data,No Data,Attached Garage,"2,000 sqft",Great solar potentialSun Number™: 95.05,"$3,819 ","$3,106/mo",$433/mo,$280/mo,$0/mo
"937 E 32nd St, Brooklyn, NY 11210","$699,000 ",Studio,1 ba,"1,280 sqft","$640,015 ",Single Family,1925,No Data,No Data,No Data,"2,000 sqft",Great solar potentialSun Number™: 86.25,"$3,341 ","$2,718/mo",$379/mo,$245/mo,$0/mo
"342 Edinboro Rd, Staten Island, NY 10306","$725,000 ",3 bds,2 ba,"1,029 sqft","$685,457 ",Single Family,1955,Gas,Central,Attached Garage,"5,998 sqft",Candidate for a community solar programSun Number™: 23.02,"$3,598 ","$2,819/mo",$526/mo,$254/mo,$0/mo
"9060 184th Pl, Jamaica, NY 11423","$675,000 ",4 bds,3 ba,"1,440 sqft","$662,081 ",Single Family,1920,Other,No Data,Detached Garage,"2,500 sqft",Great solar potentialSun Number™: 75.01,"$3,333 ","$2,624/mo",$473/mo,$236/mo,$0/mo
"1603 Avenue K, Brooklyn, NY 11230","$1,399,000 ",Studio,1 ba,"2,048 sqft","$1,326,455 ",Single Family,1920,No Data,No Data,No Data,"4,000 sqft",Great solar potentialSun Number™: 90.25,"$6,833 ","$5,586/mo",$758/mo,$490/mo,$0/mo
"355 Pacific St, Brooklyn, NY 11217","$4,999,000 ",4 bds,3 ba,"3,440 sqft",,Townhouse,1901,No Data,Central,No Data,"2,000 sqft",Candidate for a community solar programSun Number™: 23.05,"$24,418 ","$19,960/mo","$2,708/mo","$1,750/mo",$0/mo
"161 W 129th St, New York, NY 10027","$2,100,000 ",Studio,1 ba,#NAME?,,Townhouse,2000,No Data,No Data,No Data,No Data,,"$10,660 ","$8,385/mo","$1,540/mo",$735/mo,$0/mo
"923 E 84th St, Brooklyn, NY 11236","$550,000 ",2 bds,1 ba,"1,000 sqft","$471,393 ",Single Family,1930,No Data,No Data,No Data,"2,178 sqft",Great solar potentialSun Number™: 84.65,"$2,739 ","$2,249/mo",$298/mo,$193/mo,$0/mo
"525 Saint Lawrence Ave, Bronx, NY 10473","$475,000 ",4 bds,2 ba,"1,200 sqft","$515,670 ",Single Family,1945,Gas,None,Attached Garage,"3,001 sqft",Great solar potentialSun Number™: 91,"$2,484 ","$1,942/mo",$376/mo,$166/mo,$0/mo
"18517 Dunlop Ave, Jamaica, NY 11412","$474,000 ",2 bds,2 ba,968 sqft,"$471,477 ",Single Family,1945,Radiant,No Data,Attached Garage,967 sqft,Great solar potentialSun Number™: 72.61,"$2,436 ","$1,938/mo",$332/mo,$166/mo,$0/mo
"285 Clinton B Fiske Ave, Staten Island, NY 10314","$774,999 ",4 bds,3 ba,"1,892 sqft",,Single Family,1925,Gas,No Data,No Data,"3,001 sqft",,"$3,846 ","$3,013/mo",$562/mo,$271/mo,$0/mo
"304 Dickie Ave, Staten Island, NY 10314","$599,900 ",3 bds,2 ba,"1,092 sqft","$575,985 ",Single Family,1960,Forced air,Central,1 space,"3,985 sqft",Great solar potentialSun Number™: 95.02,"$2,977 ","$2,332/mo",$435/mo,$210/mo,$0/mo
"1529 Robertson Pl # 1531, Bronx, NY 10465","$875,000 ",Studio,#NAME?,#NAME?,,Single Family,No Data,No Data,No Data,No Data,No Data,,"$4,401 ","$3,402/mo",$693/mo,$306/mo,$0/mo
"14434 68th Dr, Kew Garden Hills, NY 11367","$820,000 ",3 bds,3 ba,"1,800 sqft","$768,088 ",Single Family,1950,Baseboard,Wall,1 space,"1,768 sqft",Great solar potentialSun Number™: 87,"$4,049 ","$3,188/mo",$574/mo,$287/mo,$0/mo
"289 23rd St, Brooklyn, NY 11215","$1,350,000 ",3 bds,2 ba,864 sqft,,Single Family,1901,No Data,Central,No Data,932 sqft,Great solar potentialSun Number™: 79.85,"$6,594 ","$5,390/mo",$731/mo,$473/mo,$0/mo
"23729 Edmore Ave, Jamaica, NY 11426","$579,000 ",4 bds,3 ba,"1,428 sqft","$551,216 ",Single Family,1928,Other,No Data,Attached Garage,"2,800 sqft",Great solar potentialSun Number™: 91.01,"$2,859 ","$2,251/mo",$405/mo,$203/mo,$0/mo
"2105 New England Thruway, Bronx, NY 10475","$889,000 ",6 bds,5 ba,"3,600 sqft",,Townhouse,2000,Baseboard,No Data,2 spaces,"3,332 sqft",,"$4,471 ","$3,456/mo",$704/mo,$311/mo,$0/mo
"17328 Mayfield Rd, Jamaica, NY 11432","$1,388,000 ",4 bds,4 ba,"2,511 sqft","$1,310,639 ",Single Family,1925,Baseboard,Central,"Off street, Attached Garage","9,462 sqft",Great solar potentialSun Number™: 95.01,"$7,000 ","$5,542/mo",$972/mo,$486/mo,$0/mo
"2853 W 36th St, Brooklyn, NY 11224","$559,000 ",3 bds,2 ba,"1,430 sqft","$548,453 ",Single Family,1988,No Data,No Data,No Data,"2,572 sqft",Great solar potentialSun Number™: 94.97,"$2,784 ","$2,285/mo",$303/mo,$196/mo,$0/mo
"349 Logan St, Brooklyn, NY 11208","$1,150,000 ",4 bds,3 ba,"1,640 sqft",,Townhouse,1920,No Data,No Data,Attached Garage,"3,798 sqft",,"$5,617 ","$4,592/mo",$623/mo,$403/mo,$0/mo
"3641 Canal Ave, Brooklyn, NY 11224","$529,000 ",3 bds,2 ba,"1,280 sqft","$501,794 ",Single Family,1970,No Data,Central,No Data,"1,722 sqft",Limited solar potentialSun Number™: 49.37,"$2,634 ","$2,163/mo",$287/mo,$185/mo,$0/mo
"599 Fountain Ave, Brooklyn, NY 11208","$799,000 ",6 bds,5 ba,"2,400 sqft",,Single Family,1910,No Data,Central,No Data,"2,400 sqft",,"$3,819 ","$3,106/mo",$433/mo,$280/mo,$0/mo
"6 Highland Ct, Far Rockaway, NY 11691","$419,000 ",3 bds,2 ba,"1,200 sqft","$412,003 ",Single Family,1910,No Data,No Data,1 space,"2,100 sqft",Great solar potentialSun Number™: 83.84,"$2,153 ","$1,713/mo",$293/mo,$147/mo,$0/mo
"(undisclosed Address), Jamaica, NY 11434","$489,000 ",3 bds,3 ba,#NAME?,,Single Family,1920,No Data,No Data,No Data,"3,645 sqft",,"$2,513 ","$1,999/mo",$342/mo,$171/mo,$0/mo
"4950 Horatio Pkwy, Flushing, NY 11364","$1,125,000 ",4 bds,3 ba,"2,280 sqft","$1,135,072 ",Single Family,1960,No Data,No Data,Attached Garage,"7,501 sqft",Great solar potentialSun Number™: 89.41,"$5,673 ","$4,492/mo",$788/mo,$394/mo,$0/mo
"835 E 213th St, Bronx, NY 10467","$560,000 ",5 bds,2 ba,"2,658 sqft",,Single Family,1910,No Data,No Data,No Data,"5,000 sqft",Great solar potentialSun Number™: 76.6,"$2,929 ","$2,289/mo",$443/mo,$196/mo,$0/mo
"211 Fairbanks Ave, Staten Island, NY 10306","$949,900 ",4 bds,3 ba,"1,986 sqft",,Single Family,1965,"Baseboard, Radiant",Central,On street,"3,920 sqft",Great solar potentialSun Number™: 91.02,"$4,814 ","$3,793/mo",$689/mo,$332/mo,$0/mo
"21817 133rd Rd, Laurelton, NY 11413","$649,000 ",4 bds,3 ba,"1,440 sqft","$638,163 ",Single Family,1930,Other,No Data,"Carport, Off street, Detached Garage","3,998 sqft",Great solar potentialSun Number™: 84.61,"$3,205 ","$2,523/mo",$454/mo,$227/mo,$0/mo
"16007 111th Ave, Jamaica, NY 11433","$850,000 ",2 bds,1 ba,"1,360 sqft",,Single Family,2006,Other,Central,1 space,"2,265 sqft",Great solar potentialSun Number™: 70.21,"$4,197 ","$3,305/mo",$595/mo,$298/mo,$0/mo
"124 Nicholas Ave, Staten Island, NY 10302","$449,000 ",7 bds,4 ba,"1,800 sqft","$434,769 ",Single Family,1997,Gas,No Data,No Data,"3,659 sqft",Great solar potentialSun Number™: 85.42,"$2,318 ","$1,836/mo",$326/mo,$157/mo,$0/mo
"19912 Hollis Ave, Jamaica, NY 11412","$416,802 ",#NAME?,#NAME?,"2,760 sqft",,Single Family,1930,No Data,No Data,No Data,"2,613 sqft",Great solar potentialSun Number™: 95.01,"$2,142 ","$1,704/mo",$292/mo,$146/mo,$0/mo
"13438 161st St, Jamaica, NY 11434","$559,860 ",5 bds,#NAME?,"1,942 sqft",,Single Family,1987,No Data,No Data,No Data,"3,049 sqft",Great solar potentialSun Number™: 93.41,"$2,877 ","$2,289/mo",$392/mo,$196/mo,$0/mo
"15502 116th Rd, Jamaica, NY 11434","$460,000 ",2 bds,2 ba,960 sqft,,Single Family,1920,No Data,No Data,Attached Garage,"1,454 sqft",Limited solar potentialSun Number™: 57.41,"$2,364 ","$1,881/mo",$322/mo,$161/mo,$0/mo
"13028 Lefferts Blvd, Jamaica, NY 11420","$689,000 ",3 bds,3 ba,"1,331 sqft","$675,622 ",Single Family,1920,No Data,No Data,Attached Garage,"2,186 sqft",Great solar potentialSun Number™: 70.19,"$3,402 ","$2,679/mo",$482/mo,$241/mo,$0/mo
"6412 Asquith Cres, Flushing, NY 11374","$1,495,000 ",4 bds,3 ba,"2,340 sqft","$1,433,630 ",Single Family,1942,No Data,No Data,Attached Garage,"4,905 sqft",Great solar potentialSun Number™: 88.6,"$7,539 ","$5,969/mo","$1,047/mo",$523/mo,$0/mo
"26 Neptune St, Staten Island, NY 10306","$400,000 ",2 bds,1 ba,627 sqft,,Single Family,1920,No Data,No Data,1 space,"2,400 sqft",Great solar potentialSun Number™: 79.77,"$2,065 ","$1,635/mo",$290/mo,$140/mo,$0/mo
"4B Plan, The Hayworth","$3,950,000+",2 bds,2.5 ba,"1,816 sqft","$3,809,329 ",Single Family,2019,No Data,No Data,No Data,No Data,,"$20,051 ",,,,
"445 Rutland Rd, Brooklyn, NY 11203","$780,000 ",2 bds,2 ba,"1,174 sqft","$773,215 ",Single Family,1910,No Data,Other,No Data,"2,000 sqft",Great solar potentialSun Number™: 87.05,"$3,728 ","$3,033/mo",$423/mo,$273/mo,$0/mo
"11410 135th St, Jamaica, NY 11420","$425,000 ",2 bds,1 ba,"2,700 sqft","$418,032 ",Single Family,1930,No Data,No Data,Attached Garage,"2,700 sqft",Candidate for a community solar programSun Number™: 22.99,"$2,184 ","$1,738/mo",$298/mo,$149/mo,$0/mo
"176 73rd St, Brooklyn, NY 11209","$1,295,000 ",3 bds,2 ba,"1,680 sqft",,Townhouse,1925,No Data,No Data,2 spaces,"1,967 sqft",Great solar potentialSun Number™: 88.6,"$6,325 ","$5,171/mo",$701/mo,$453/mo,$0/mo
"9410 Ridge Blvd, Brooklyn, NY 11209","$1,295,000 ",4 bds,3 ba,"2,707 sqft","$1,240,281 ",Single Family,1925,No Data,No Data,No Data,"2,800 sqft",Limited solar potentialSun Number™: 44.6,"$6,325 ","$5,171/mo",$701/mo,$453/mo,$0/mo
"5709 6th Ave, Brooklyn, NY 11220","$2,880,000 ",10 bds,3 ba,"4,032 sqft","$2,733,005 ",Single Family,1910,No Data,No Data,No Data,"1,480 sqft",Great solar potentialSun Number™: 87,"$14,067 ","$11,499/mo","$1,560/mo","$1,008/mo",$0/mo
"130 Evergreen St, Staten Island, NY 10308","$629,000 ",4 bds,3 ba,"1,939 sqft","$607,142 ",Single Family,1980,Forced air,Central,Attached Garage,"2,700 sqft",Great solar potentialSun Number™: 95.02,"$3,122 ","$2,445/mo",$456/mo,$220/mo,$0/mo
"3759 Barnes Ave, Bronx, NY 10467","$415,000 ",3 bds,2 ba,"1,780 sqft","$408,657 ",Single Family,1901,Other,Wall,No Data,"1,707 sqft",Great solar potentialSun Number™: 87,"$2,170 ","$1,697/mo",$329/mo,$145/mo,$0/mo
"10318 171st St, Jamaica, NY 11433","$394,967 ",#NAME?,#NAME?,"1,180 sqft",,Single Family,1920,No Data,No Data,No Data,"3,000 sqft",Great solar potentialSun Number™: 85.41,"$2,029 ","$1,615/mo",$276/mo,$138/mo,$0/mo
"8941 201st St, Hollis, NY 11423","$435,445 ",Studio,#NAME?,"1,267 sqft",,Single Family,1920,No Data,No Data,No Data,"2,613 sqft",Great solar potentialSun Number™: 84.61,"$2,237 ","$1,780/mo",$305/mo,$152/mo,$0/mo
"10610 95th Ave, Jamaica, NY 11416","$699,000 ",3 bds,3 ba,"1,216 sqft","$681,211 ",Single Family,1920,No Data,No Data,No Data,"2,522 sqft",Great solar potentialSun Number™: 82.99,"$3,452 ","$2,718/mo",$489/mo,$245/mo,$0/mo
"23 Mccormick Pl, Staten Island, NY 10305","$479,000 ",3 bds,2 ba,"1,080 sqft","$464,097 ",Townhouse,1986,Gas,Central,Carport,"1,711 sqft",Great solar potentialSun Number™: 90.17,"$2,473 ","$1,958/mo",$347/mo,$168/mo,$0/mo
"914 E 32nd St, Brooklyn, NY 11210","$829,000 ",4 bds,3 ba,"2,032 sqft","$804,730 ",Single Family,1915,No Data,No Data,No Data,"2,030 sqft",Great solar potentialSun Number™: 87.85,"$3,962 ","$3,223/mo",$449/mo,$290/mo,$0/mo
"109 Sea Gate Rd, Staten Island, NY 10305","$999,000 ",4 bds,3 ba,"1,880 sqft","$894,675 ",Single Family,1935,No Data,Central,6 spaces,"10,000 sqft",Great solar potentialSun Number™: 71.8,"$5,063 ","$3,989/mo",$724/mo,$350/mo,$0/mo
"17 Paerdegat 7th St, Brooklyn, NY 11236","$630,000 ",3 bds,2 ba,"1,870 sqft","$615,025 ",Townhouse,1965,No Data,No Data,Attached Garage,"2,600 sqft",Candidate for a community solar programSun Number™: 37.45,"$3,011 ","$2,449/mo",$341/mo,$221/mo,$0/mo
"524 Bergen St, Brooklyn, NY 11217","$5,000,000 ",1 bd,4 ba,#NAME?,"$4,941,176 ",Townhouse,No Data,No Data,No Data,Attached Garage,No Data,,"$24,423 ","$19,964/mo","$2,708/mo","$1,750/mo",$0/mo
"17 Paerdegat 7th St, Brooklyn, NY 11236","$630,000 ",3 bds,2 ba,"1,870 sqft","$615,025 ",Townhouse,1965,No Data,No Data,Attached Garage,"2,600 sqft",Candidate for a community solar programSun Number™: 37.45,"$3,011 ","$2,449/mo",$341/mo,$221/mo,$0/mo
"632 Throggs Neck Expy, Bronx, NY 10465","$625,000 ",2 bds,2 ba,"2,092 sqft","$695,596 ",Single Family,1931,No Data,No Data,Attached Garage,"5,000 sqft",Limited solar potentialSun Number™: 55,"$3,143 ","$2,430/mo",$495/mo,$219/mo,$0/mo
"21122 34th Rd, Flushing, NY 11361","$1,500,000 ",4 bds,3 ba,"2,693 sqft","$1,420,004 ",Single Family,1980,Other,Central,Attached Garage,"3,998 sqft",Great solar potentialSun Number™: 91.81,"$7,564 ","$5,989/mo","$1,050/mo",$525/mo,$0/mo
"5 Geyser Dr, Staten Island, NY 10312","$488,000 ",3 bds,2 ba,"2,392 sqft","$389,248 ",Townhouse,1980,Forced air,No Data,Attached Garage,"2,069 sqft",Great solar potentialSun Number™: 83.02,"$2,520 ","$1,995/mo",$354/mo,$171/mo,$0/mo
"4132 220th Pl, Bayside, NY","$1,680,000 ",4 bds,4 ba,"1,400 sqft","$1,598,400 ",Single Family,2019,Other,Central,4 spaces,"4,700 sqft",,"$8,466 ","$6,702/mo","$1,176/mo",$588/mo,$0/mo
"11443 145th St, Jamaica, NY 11436","$417,300 ",2 bds,1 ba,868 sqft,"$405,103 ",Single Family,1925,Other,No Data,No Data,"1,406 sqft",Candidate for a community solar programSun Number™: 39.81,"$2,147 ","$1,709/mo",$292/mo,$146/mo,$0/mo
"1828 Waterloo Pl, Bronx, NY 10460","$450,000 ",3 bds,1 ba,"1,390 sqft","$316,147 ",Single Family,1910,Baseboard,None,No Data,"1,624 sqft",Great solar potentialSun Number™: 70.2,"$2,357 ","$1,843/mo",$356/mo,$158/mo,$0/mo
"123 Father Zeiser Pl, Bronx, NY 10468","$650,000 ",5 bds,2 ba,"1,672 sqft",,Single Family,1910,Gas,None,2 spaces,"2,382 sqft",,"$3,263 ","$2,521/mo",$515/mo,$228/mo,$0/mo
"6 Macdonough St, Brooklyn, NY 11216","$2,199,000 ",6 bds,4 ba,"3,600 sqft","$2,071,946 ",Townhouse,1910,No Data,No Data,No Data,"1,190 sqft",Great solar potentialSun Number™: 95.05,"$10,733 ","$8,772/mo","$1,191/mo",$770/mo,$0/mo
"111 Heron Ln # 448, Bronx, NY 10473","$459,000 ",3 bds,2 ba,"1,206 sqft",,Townhouse,2008,Baseboard,Central,No Data,No Data,Great solar potentialSun Number™: 92.6,"$2,455 ","$1,880/mo",$363/mo,$161/mo,$51/mo
"22118 103rd Ave, Jamaica, NY","$590,000 ",4 bds,3 ba,"1,232 sqft","$575,126 ",Single Family,1930,Radiant,No Data,No Data,"2,600 sqft",Great solar potentialSun Number™: 83.81,"$2,908 ","$2,289/mo",$413/mo,$207/mo,$0/mo
"362 State St, Brooklyn, NY 11217","$4,750,000 ",5 bds,5 ba,"3,822 sqft","$4,453,125 ",Townhouse,1901,No Data,Central,No Data,"2,450 sqft",Great solar potentialSun Number™: 95.05,"$23,184 ","$18,948/mo","$2,573/mo","$1,663/mo",$0/mo
"285 Clinton B Fisk Ave, Staten Island, NY 10306","$774,999 ",4 bds,3 ba,"1,892 sqft",,Single Family,1925,Gas,No Data,No Data,"3,001 sqft",,"$3,839 ","$3,006/mo",$562/mo,$271/mo,$0/mo
"11C Plan, The Hayworth","$4,295,000+",2 bds,2.5 ba,"1,703 sqft","$4,142,289 ",Single Family,2019,No Data,No Data,No Data,No Data,,"$21,786 ",,,,
"2853 W 27th St, Brooklyn, NY 11224","$688,888 ",3 bds,2 ba,"1,344 sqft","$664,574 ",Single Family,1989,No Data,No Data,No Data,"1,663 sqft",Great solar potentialSun Number™: 80.6,"$3,286 ","$2,672/mo",$373/mo,$241/mo,$0/mo
"15163 135th Ave # 2, Jamaica, NY 11434","$1,195,000 ",6 bds,5 ba,"2,480 sqft","$1,089,594 ",Townhouse,1930,No Data,No Data,3 spaces,"2,500 sqft",,"$6,022 ","$4,767/mo",$837/mo,$418/mo,$0/mo
"3114 Kings Hwy, Brooklyn, NY 11234","$739,000 ",4 bds,3 ba,"1,995 sqft","$718,246 ",Single Family,1940,No Data,No Data,No Data,"1,900 sqft",Great solar potentialSun Number™: 95.05,"$3,526 ","$2,867/mo",$400/mo,$259/mo,$0/mo
"11602 233rd St, Jamaica, NY 11411","$599,000 ",3 bds,3 ba,"1,316 sqft","$588,998 ",Single Family,1940,Other,No Data,Attached Garage,"3,998 sqft",Great solar potentialSun Number™: 87.01,"$2,953 ","$2,324/mo",$419/mo,$210/mo,$0/mo
"23 Nunzie Ct, Staten Island, NY 10303","$448,000 ",5 bds,5 ba,"1,290 sqft","$431,609 ",Single Family,2005,Forced air,Central,Detached Garage,"2,321 sqft",Candidate for a community solar programSun Number™: 23.02,"$2,317 ","$1,835/mo",$325/mo,$157/mo,$0/mo
"202 E 76th St, New York, NY 10021","$5,500,000 ",6 bds,5 ba,"3,968 sqft","$5,266,272 ",Townhouse,1899,No Data,No Data,No Data,"1,561 sqft",Great solar potentialSun Number™: 91.79,"$27,898 ","$21,940/mo","$4,033/mo","$1,925/mo",$0/mo
"1888 Gerritsen Ave, Brooklyn, NY 11229","$739,999 ",3 bds,3 ba,"1,680 sqft","$715,105 ",Single Family,1950,No Data,No Data,No Data,"1,376 sqft",Great solar potentialSun Number™: 87.05,"$3,530 ","$2,871/mo",$401/mo,$259/mo,$0/mo
"45 Blackhorse Ct, Staten Island, NY 10306","$1,750,000 ",3 bds,4 ba,"3,442 sqft","$1,644,168 ",Single Family,2010,Gas,Central,Attached Garage,"8,576 sqft",Great solar potentialSun Number™: 91.82,"$8,862 ","$6,981/mo","$1,269/mo",$613/mo,$0/mo
"144 Forest Grn, Staten Island, NY 10312","$499,000 ",3 bds,2 ba,"1,112 sqft","$486,640 ",Townhouse,1970,Forced air,Central,Attached Garage,"1,489 sqft",Great solar potentialSun Number™: 75.02,"$2,580 ","$2,044/mo",$362/mo,$175/mo,$0/mo
"11722 126th St, South Ozone Park, NY 11420","$575,000 ",3 bds,2 ba,#NAME?,"$561,832 ",Single Family,1930,No Data,No Data,No Data,"2,099 sqft",Good solar potentialSun Number™: 69.39,"$2,834 ","$2,230/mo",$403/mo,$201/mo,$0/mo
"264 Mallory Ave # 2, Staten Island, NY 10305","$750,000 ",5 bds,2 ba,"2,150 sqft","$718,237 ",Single Family,1950,Gas,No Data,No Data,"3,998 sqft",,"$3,716 ","$2,909/mo",$544/mo,$263/mo,$0/mo
"151 Geldner Ave, Staten Island, NY 10306","$1,050,000 ",4 bds,4 ba,"2,340 sqft","$1,000,068 ",Single Family,2019,No Data,No Data,No Data,"3,920 sqft",,"$5,317 ","$4,189/mo",$761/mo,$368/mo,$0/mo
"155 Geldner Ave, Staten Island, NY 10306","$1,050,000 ",4 bds,4 ba,"2,340 sqft","$1,000,068 ",Single Family,2019,No Data,No Data,No Data,"3,920 sqft",,"$5,317 ","$4,189/mo",$761/mo,$368/mo,$0/mo
"5641 Mosholu Ave, Bronx, NY 10471","$995,000 ",4 bds,3 ba,"2,100 sqft",,Single Family,1920,Gas,No Data,1 space,"5,000 sqft",Great solar potentialSun Number™: 84.6,"$5,105 ","$3,969/mo",$788/mo,$348/mo,$0/mo
"8504 160th Ave, Jamaica, NY 11414","$899,000 ",4 bds,3 ba,"2,220 sqft","$871,420 ",Single Family,1965,Other,Central,Attached Garage,"2,221 sqft",Great solar potentialSun Number™: 91.79,"$4,431 ","$3,487/mo",$629/mo,$315/mo,$0/mo
"954 E 39th St, Brooklyn, NY 11210","$599,000 ",3 bds,1 ba,"1,092 sqft",,Single Family,1925,No Data,No Data,No Data,"1,600 sqft",Candidate for a community solar programSun Number™: 36.65,"$2,857 ","$2,323/mo",$324/mo,$210/mo,$0/mo
"15337 78th Ave, Flushing, NY 11367","$839,000 ",3 bds,3 ba,"1,800 sqft","$812,895 ",Single Family,1960,Other,No Data,Attached Garage,"1,799 sqft",Candidate for a community solar programSun Number™: 23,"$4,135 ","$3,255/mo",$587/mo,$294/mo,$0/mo
"1937 E 37th St, Brooklyn, NY 11234","$738,000 ",3 bds,2 ba,"1,800 sqft","$716,884 ",Single Family,1925,No Data,No Data,No Data,"1,800 sqft",Limited solar potentialSun Number™: 47.05,"$3,521 ","$2,863/mo",$400/mo,$258/mo,$0/mo
"13312 Peconic St, Jamaica, NY 11417","$600,000 ",3 bds,1 ba,"1,360 sqft",,Single Family,1950,Other,No Data,Attached Garage,"3,301 sqft",Great solar potentialSun Number™: 86.99,"$2,957 ","$2,327/mo",$420/mo,$210/mo,$0/mo
