Address,Title_link,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"5 Jefferson Hill Pl NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/5-Jefferson-Hill-Pl-NE-Atlanta-GA-30342/35941929_zpid/,Sold 10/28/2019,"$355,000 ",3 bds,3 ba,"1,400 sqft",Condo,1975,1975,Forced air,Central,2 spaces,$390/month,"GreenEnergyEfficient:,Water Heater-gas,Great solar potentialSun Number™: 78.61","$355,189 ","$330,000 - $380,000","-$2,687 (-0.8 %)"
"620 Peachtree St NE APT 1104, Atlanta, GA 30308",https://www.zillow.com/homedetails/620-Peachtree-St-NE-APT-1104-Atlanta-GA-30308/55016614_zpid/,Sold 10/18/2019,"$241,000 ",3 bds,2 ba,"1,344 sqft",Condo,1965,1995,Forced air,Central,1 space,"$1,065/month",,"$241,172 ","$224,000 - $258,000",-$377 (-0.2 %)
"168 Elysian Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/168-Elysian-Way-NW-Atlanta-GA-30327/35915190_zpid/,Sold 10/18/2019,"$305,000 ",3 bds,2 ba,"1,346 sqft",Condo,1968,2005,Forced air,Central,2 spaces,$546/month,,"$305,218 ","$284,000 - $327,000","-$3,505 (-1.1 %)"
"3435 Kingsboro Rd NE APT 704, Atlanta, GA 30326",https://www.zillow.com/homedetails/3435-Kingsboro-Rd-NE-APT-704-Atlanta-GA-30326/35928434_zpid/,Sold 10/17/2019,"$400,000 ",3 bds,2 ba,"1,870 sqft",Condo,1991,1991,Forced air,Central,4 spaces,$704/month,,"$400,293 ","$372,000 - $428,000","+$6,991 (+1.8 %)"
"3107 Peachtree Road #1602, Atlanta, GA 30305",https://www.zillow.com/homedetails/3107-Peachtree-Road-1602-Atlanta-GA-30305/2082323255_zpid/,Sold 10/16/2019,$2.90M,3 bds,4 ba,"4,200 sqft",Condo,,,,,,,,"$2,906,620 ",$2.70M - $3.14M,Unavailable
"37 Old Ivy Sq NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/37-Old-Ivy-Sq-NE-Atlanta-GA-30342/35942472_zpid/,Sold 10/16/2019,"$370,000 ",3 bds,3 ba,"1,612 sqft",Condo,1969,1990,Forced air,Central,2 spaces,$405/month,,"$409,890 ","$365,000 - $459,000","+$19,771 (+5.1 %)"
"27207 Plantation Dr NE # 27207, Atlanta, GA 30324",https://www.zillow.com/homedetails/27207-Plantation-Dr-NE-27207-Atlanta-GA-30324/2083853548_zpid/,Sold 10/15/2019,"$265,000 ",3 bds,2 ba,"1,720 sqft",Condo,1985,,,,,$510/month,,"$265,203 ","$247,000 - $286,000","+$2,434 (+0.9 %)"
"700 Park Regency Pl NE APT 801, Atlanta, GA 30326",https://www.zillow.com/homedetails/700-Park-Regency-Pl-NE-APT-801-Atlanta-GA-30326/65466371_zpid/,Sold 10/15/2019,"$595,000 ",3 bds,4 ba,"2,245 sqft",Condo,2001,2001,Heat pump,Other,Attached Garage,"$1,548/month",,"$595,457 ","$554,000 - $643,000","-$18,564 (-3.0 %)"
"1065 Peachtree St NE UNIT 2904, Atlanta, GA 30309",https://www.zillow.com/homedetails/1065-Peachtree-St-NE-UNIT-2904-Atlanta-GA-30309/2087584885_zpid/,Sold 10/15/2019,$1.75M,3 bds,4 ba,"2,819 sqft",Condo,2010,,Forced air,Central,2 spaces,"$2,043/month",,"$1,751,346 ",$1.63M - $1.89M,"-$9,235 (-0.5 %)"
"27207 Plantation Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/27207-Plantation-Dr-NE-Atlanta-GA-30324/35935936_zpid/,Sold 10/15/2019,"$265,000 ",3 bds,2 ba,"1,720 sqft",Condo,1985,1985,Forced air,Central,,$510/month,"GreenEnergyEfficient:,Programmable Thermostat, Double Pane/Thermo,Great solar potentialSun Number™: 77.81","$265,203 ","$247,000 - $286,000","+$2,082 (+0.8 %)"
"1065 Peachtree St NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/1065-Peachtree-St-NE-Atlanta-GA-30309/171603285_zpid/,Sold 10/15/2019,$1.75M,3 bds,3.5 ba,,Condo,2015,2015,Gas,Central,,,,"$1,968,002 ",$1.85M - $2.13M,"-$22,695 (-1.1 %)"
"1245 S Ponce De Leon Avenue Ne F # 6, Atlanta, GA 30306",https://www.zillow.com/homedetails/1245-S-Ponce-De-Leon-Avenue-Ne-F-6-Atlanta-GA-30306/2082748743_zpid/,Sold 10/11/2019,"$385,000 ",3 bds,3 ba,"1,920 sqft",Condo,1981,,Forced air,Central,2 spaces,$353/month,,"$385,330 ","$366,000 - $405,000","+$10,940 (+2.9 %)"
"1245 S Ponce De Leon Ave NE APT 6, Atlanta, GA 30306",https://www.zillow.com/homedetails/1245-S-Ponce-De-Leon-Ave-NE-APT-6-Atlanta-GA-30306/14479495_zpid/,Sold 10/11/2019,"$385,000 ",3 bds,3 ba,"1,920 sqft",Condo,1981,1981,Forced air,Central,,$29/month,,"$385,330 ","$366,000 - $405,000","+$6,923 (+1.8 %)"
"270 17th St NW UNIT 2508, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-2508-Atlanta-GA-30363/2094561930_zpid/,Sold 10/08/2019,"$659,000 ",3 bds,3 ba,"2,135 sqft",Condo,2009,2009,"Forced air, Heat pump",Central,2 spaces,$851/month,,"$659,590 ","$613,000 - $712,000","-$14,702 (-2.2 %)"
"1090 Hollywood Rd NW APT 214, Atlanta, GA 30318",https://www.zillow.com/homedetails/1090-Hollywood-Rd-NW-APT-214-Atlanta-GA-30318/82611534_zpid/,Sold 10/08/2019,"$3,703 ",3 bds,2 ba,"1,086 sqft",Condo,1970,1995,Forced air,Central,2 spaces,,,"$115,284 ","$91,000 - $142,000",-$166 (-0.1 %)
"700 Park Regency Pl NE APT 1601, Atlanta, GA 30326",https://www.zillow.com/homedetails/700-Park-Regency-Pl-NE-APT-1601-Atlanta-GA-30326/65466429_zpid/,Sold 10/04/2019,"$678,500 ",3 bds,3.5 ba,"2,245 sqft",Condo,2001,2001,Forced air,Central,,"$1,200/month",,"$679,419 ","$632,000 - $734,000","+$24,021 (+3.7 %)"
"3344 Peachtree Rd NE UNIT 4302, Atlanta, GA 30326",https://www.zillow.com/homedetails/3344-Peachtree-Rd-NE-UNIT-4302-Atlanta-GA-30326/92193291_zpid/,Sold 10/04/2019,$2.23M,3 bds,4 ba,"3,702 sqft",Condo,2008,2008,Heat pump,Central,Attached Garage,,,"$2,246,505 ",$2.04M - $2.54M,"+$26,271 (+1.2 %)"
"3630 Peachtree Rd NE UNIT 2807, Atlanta, GA 30326",https://www.zillow.com/homedetails/3630-Peachtree-Rd-NE-UNIT-2807-Atlanta-GA-30326/112432501_zpid/,Sold 10/03/2019,$2.02M,3 bds,3.5 ba,"2,792 sqft",Condo,2009,2009,Forced air,Central,,"$1,278/month",,"$2,021,991 ",$1.88M - $2.18M,"+$17,523 (+0.9 %)"
"400 17th St NW UNIT 1123, Atlanta, GA 30363",https://www.zillow.com/homedetails/400-17th-St-NW-UNIT-1123-Atlanta-GA-30363/2088019625_zpid/,Sold 10/01/2019,"$293,000 ",3 bds,2 ba,"1,450 sqft",Condo,2004,2004,"Forced air, Heat pump",Central,4 spaces,$539/month,,"$293,299 ","$273,000 - $317,000",+$585 (+0.2 %)
"400 17th St NW, Atlanta, GA 30363",https://www.zillow.com/homedetails/400-17th-St-NW-Atlanta-GA-30363/69371994_zpid/,Sold 10/01/2019,"$293,000 ",3 bds,2 ba,"1,450 sqft",Condo,2004,2004,Forced air,Central,,$276/month,,"$293,299 ","$273,000 - $317,000","+$3,755 (+1.3 %)"
"3475 Oak Valley Rd NE APT 2940, Atlanta, GA 30326",https://www.zillow.com/homedetails/3475-Oak-Valley-Rd-NE-APT-2940-Atlanta-GA-30326/35928413_zpid/,Play video iconVideo Walkthrough,$1.29M,3 bds,4 ba,"2,907 sqft",Condo,1992,1992,Forced air,Central,3 spaces,"$1,271/month",,"$1,296,395 ",$1.21M - $1.40M,"-$2,435 (-0.2 %)"
"3635 E Paces Cir NE UNIT 1403, Atlanta, GA 30326",https://www.zillow.com/homedetails/3635-E-Paces-Cir-NE-UNIT-1403-Atlanta-GA-30326/92193440_zpid/,Sold 09/27/2019,"$424,000 ",3 bds,2.5 ba,"1,714 sqft",Condo,2008,2008,Forced air,Central,,$514/month,,"$424,456 ","$395,000 - $458,000",+$130 (+0.0 %)
"3344 Peachtree Rd NE UNIT 4503, Atlanta, GA 30326",https://www.zillow.com/homedetails/3344-Peachtree-Rd-NE-UNIT-4503-Atlanta-GA-30326/92192041_zpid/,Play video iconVideo Walkthrough,$2.90M,3 bds,5 ba,"4,474 sqft",Condo,2008,2008,"Forced air, Heat pump",Central,2 spaces,"$4,151/month",,"$2,902,124 ",$2.70M - $3.13M,+$893 (+0.0 %)
"1236 Defoor Ct NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1236-Defoor-Ct-NW-Atlanta-GA-30318/35916173_zpid/,Sold 09/25/2019,"$315,000 ",3 bds,3 ba,"1,715 sqft",Condo,1982,1982,Forced air,Central,2 spaces,$330/month,,"$315,348 ","$293,000 - $341,000",+$81 (+0.0 %)
"3338 Peachtree Rd NE APT 3103, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-3103-Atlanta-GA-30326/2132564357_zpid/,Sold 09/25/2019,"$555,000 ",3 bds,2 ba,"1,742 sqft",Condo,2004,2019,Heat pump,Central,2 spaces,$714/month,,"$555,613 ","$517,000 - $600,000",+$142 (+0.0 %)
"115 Biscayne Dr NW APT G1, Atlanta, GA 30309",https://www.zillow.com/homedetails/115-Biscayne-Dr-NW-APT-G1-Atlanta-GA-30309/35901103_zpid/,Sold 09/24/2019,"$263,000 ",3 bds,2 ba,"1,300 sqft",Condo,1964,1995,"Baseboard, Forced air",Central,2 spaces,$486/month,,"$263,294 ","$245,000 - $284,000",+$61 (+0.0 %)
"867 Peachtree St NE UNIT 403, Atlanta, GA 30308",https://www.zillow.com/homedetails/867-Peachtree-St-NE-UNIT-403-Atlanta-GA-30308/2082835473_zpid/,Play video iconVideo Walkthrough,"$970,000 ",3 bds,3 ba,"2,092 sqft",Condo,2016,2016,Forced air,Central,Attached Garage,,,"$971,086 ","$903,000 - $1.05M",+$225 (+0.0 %)
"270 Lakemoore Dr NE APT D, Atlanta, GA 30342",https://www.zillow.com/homedetails/270-Lakemoore-Dr-NE-APT-D-Atlanta-GA-30342/35942253_zpid/,Sold 09/23/2019,"$280,000 ",3 bds,3 ba,"1,426 sqft",Condo,1952,1952,Forced air,Central,"Carport, Off street",$382/month,,"$280,317 ","$261,000 - $303,000",+$58 (+0.0 %)
"1820 Peachtree St NW UNIT 802, Atlanta, GA 30309",https://www.zillow.com/homedetails/1820-Peachtree-St-NW-UNIT-802-Atlanta-GA-30309/112431942_zpid/,Sold 09/23/2019,"$689,000 ",3 bds,3 ba,"1,888 sqft",Condo,2010,2010,Forced air,Central,2 spaces,$425/month,,"$689,781 ","$641,000 - $745,000",+$142 (+0.0 %)
"63 W Wieuca Rd NE UNIT 9, Atlanta, GA 30342",https://www.zillow.com/homedetails/63-W-Wieuca-Rd-NE-UNIT-9-Atlanta-GA-30342/35941669_zpid/,Sold 09/23/2019,$1.20M,3 bds,2.5 ba,"3,377 sqft",Condo,1998,1998,Forced air,Central,,,,"$1,201,360 ",$1.12M - $1.30M,"+$208,211 (+21.0 %)"
"4266 Roswell Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4266-Roswell-Rd-NE-Atlanta-GA-30342/35942057_zpid/,Sold 09/17/2019,"$175,000 ",3 bds,2 ba,767 sqft,Condo,1964,1964,Forced air,Central,Off street,,"GreenEnergyEfficient:,Water Heater-electric","$178,165 ","$169,000 - $187,000","+$28,246 (+18.8 %)"
"2100 Howell Mill Rd NW # 38, Atlanta, GA 30318",https://www.zillow.com/homedetails/2100-Howell-Mill-Rd-NW-38-Atlanta-GA-30318/35910282_zpid/,Sold 09/17/2019,"$350,000 ",3 bds,3 ba,"2,300 sqft",Condo,1980,1980,Forced air,Central,2 spaces,,,"$350,426 ","$326,000 - $378,000","-$1,546 (-0.4 %)"
"4266 Roswell Rd NE APT F1, Atlanta, GA 30342",https://www.zillow.com/homedetails/4266-Roswell-Rd-NE-APT-F1-Atlanta-GA-30342/35942041_zpid/,Sold 09/17/2019,"$175,000 ",3 bds,2 ba,"1,310 sqft",Condo,1964,1964,Forced air,Central,1 space,$312/month,,"$175,213 ","$163,000 - $189,000",+$9 (+0.0 %)
"270 17th St NW UNIT 2608, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-2608-Atlanta-GA-30363/2083125521_zpid/,Sold 09/16/2019,"$684,900 ",3 bds,3 ba,"2,135 sqft",Condo,2009,,"Forced air, Heat pump",Central,2 spaces,$851/month,,"$685,724 ","$638,000 - $741,000",+$54 (+0.0 %)
"3630 Peachtree Rd NE UNIT 2803, Atlanta, GA 30326",https://www.zillow.com/homedetails/3630-Peachtree-Rd-NE-UNIT-2803-Atlanta-GA-30326/112433561_zpid/,Sold 09/16/2019,$1.98M,3 bds,4 ba,"2,699 sqft",Condo,2010,2010,Forced air,Central,2 spaces,"$2,106/month",,"$1,982,438 ",$1.84M - $2.14M,+$54 (+0.0 %)
"204 Pharr Rd NE, Sout, GA 30305",https://www.zillow.com/homedetails/204-Pharr-Rd-NE-Sout-GA-30305/35894828_zpid/,Sold 09/16/2019,"$557,000 ",3 bds,3.5 ba,"2,563 sqft",Condo,1989,1990,Forced air,Central,,$250/month,,"$557,686 ","$519,000 - $602,000","-$123,305 (-18.1 %)"
"1112 Hampton Way NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1112-Hampton-Way-NE-Atlanta-GA-30324/35929369_zpid/,Sold 09/13/2019,"$260,000 ",3 bds,3 ba,"1,800 sqft",Condo,1974,1974,"Forced air, Heat pump",Central,4 spaces,$395/month,Great solar potentialSun Number™: 85.01,"$260,331 ","$240,000 - $284,000",-$13 (-0.0 %)
"10 Normandy Ct NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/10-Normandy-Ct-NE-Atlanta-GA-30324/35935669_zpid/,Sold 09/12/2019,"$282,500 ",3 bds,2 ba,"1,550 sqft",Condo,1983,,Forced air,Central,,$475/month,"GreenEnergyEfficient:,Water Heater-gas,Great solar potentialSun Number™: 73.81","$282,863 ","$260,000 - $308,000",-$21 (-0.0 %)
"10 Normandy Ct NE # 10, Atlanta, GA 30324",https://www.zillow.com/homedetails/10-Normandy-Ct-NE-10-Atlanta-GA-30324/2126594593_zpid/,Sold 09/12/2019,"$282,500 ",3 bds,2 ba,"1,550 sqft",Condo,1983,,Forced air,Central,1 space,$475/month,"GreenEnergyEfficient:,Water Heater-gas","$282,863 ","$260,000 - $308,000",-$21 (-0.0 %)
"750 Park Ave NE, Atlanta, GA 30326",https://www.zillow.com/homedetails/750-Park-Ave-NE-Atlanta-GA-30326/55018050_zpid/,Sold 09/10/2019,$1.49M,3 bds,2.5 ba,"3,407 sqft",Condo,1999,1999,Forced air,Central,,,,"$1,491,960 ",$1.37M - $1.63M,"+$249,846 (+20.1 %)"
"2500 Peachtree Rd NW APT 704N, Atlanta, GA 30305",https://www.zillow.com/homedetails/2500-Peachtree-Rd-NW-APT-704N-Atlanta-GA-30305/65470005_zpid/,Sold 09/06/2019,$1.66M,3 bds,4 ba,"3,744 sqft",Condo,2000,2000,Forced air,Central,,"$1,542/month",,"$1,665,632 ",$1.53M - $1.82M,-$379 (-0.0 %)
"791 Myrtle St NE # B, Atlanta, GA 30308",https://www.zillow.com/homedetails/791-Myrtle-St-NE-B-Atlanta-GA-30308/35880979_zpid/,Sold 09/06/2019,"$401,500 ",3 bds,2 ba,"1,500 sqft",Condo,1920,1982,Forced air,Central,1 space,$225/month,,"$402,050 ","$370,000 - $438,000","+$2,765 (+0.7 %)"
"750 Park Ave NE APT 22W, Atlanta, GA 30326",https://www.zillow.com/homedetails/750-Park-Ave-NE-APT-22W-Atlanta-GA-30326/2111747633_zpid/,Sold 09/04/2019,$1.05M,3 bds,2.5 ba,"2,842 sqft",Condo,1999,1999,Other,Central,2 spaces,"$1,580/month","Energy Related:,Double Pane/Thermo, Programmable Thermostat","$1,051,469 ","$967,000 - $1.15M",-$293 (-0.0 %)
"750 Park Ave NE, Atlanta, GA 30326",https://www.zillow.com/homedetails/750-Park-Ave-NE-Atlanta-GA-30326/55018018_zpid/,Sold 09/04/2019,$1.05M,3 bds,2.5 ba,"2,842 sqft",Condo,1999,1999,Forced air,Central,,,,"$1,051,469 ","$967,000 - $1.15M","+$183,755 (+21.2 %)"
"694 Bellemeade Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/694-Bellemeade-Ave-NW-Atlanta-GA-30318/35909866_zpid/,Sold 08/29/2019,"$465,000 ",3 bds,2 ba,"1,080 sqft",Multi Family,1935,1980,Forced air,Central,4 spaces,,,"$465,699 ","$428,000 - $508,000",-$179 (-0.0 %)
"270 17th St NW, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-Atlanta-GA-30363/119315727_zpid/,Sold 08/28/2019,$1.35M,3 bds,2.5 ba,"2,983 sqft",Condo,2009,2009,Forced air,Central,,$729/month,,"$1,352,059 ",$1.24M - $1.47M,-$533 (-0.0 %)
"3530 Piedmont Rd NE APT 7E, Atlanta, GA 30305",https://www.zillow.com/homedetails/3530-Piedmont-Rd-NE-APT-7E-Atlanta-GA-30305/35942980_zpid/,Sold 08/27/2019,"$326,500 ",3 bds,2 ba,"1,808 sqft",Condo,1983,1983,Forced air,Central,2 spaces,$925/month,,"$327,004 ","$301,000 - $356,000",-$132 (-0.0 %)
"270 17th St NW UNIT 4005, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-4005-Atlanta-GA-30363/2083436644_zpid/,Sold 08/27/2019,"$879,000 ",3 bds,3 ba,"2,033 sqft",Condo,2009,,Heat pump,Central,2 spaces,$811/month,,"$880,359 ","$810,000 - $960,000",-$355 (-0.0 %)
"3435 Kingsboro Rd NE, Atlanta, GA 30326",https://www.zillow.com/homedetails/3435-Kingsboro-Rd-NE-Atlanta-GA-30326/35928479_zpid/,Sold 08/26/2019,"$820,000 ",3 bds,3 ba,"3,098 sqft",Condo,1991,1991,Forced air,Central,2 spaces,$95/month,"Energy Related:,Programmable Thermostat, Water Heater-electric,Great solar potentialSun Number™: 90.61","$821,285 ","$756,000 - $895,000","-$249,530 (-23.3 %)"
"3435 Kingsboro Rd NE # 1, Atlanta, GA 30326",https://www.zillow.com/homedetails/3435-Kingsboro-Rd-NE-1-Atlanta-GA-30326/2088491029_zpid/,Sold 08/26/2019,"$820,000 ",3 bds,3 ba,"3,200 sqft",Condo,1991,1991,Forced air,Central,2 spaces,"$1,180/month",,"$821,285 ","$756,000 - $895,000",-$339 (-0.0 %)
"2632 Peachtree Rd NW # 102B, Atlanta, GA 30305",https://www.zillow.com/homedetails/2632-Peachtree-Rd-NW-102B-Atlanta-GA-30305/35901524_zpid/,Sold 08/22/2019,"$245,000 ",3 bds,2 ba,"1,665 sqft",Condo,1960,1960,Forced air,Central,,$57/month,,"$245,404 ","$226,000 - $267,000","-$5,959 (-2.4 %)"
"2632 Peachtree Rd NW APT B102, Atlanta, GA 30305",https://www.zillow.com/homedetails/2632-Peachtree-Rd-NW-APT-B102-Atlanta-GA-30305/2141838105_zpid/,Sold 08/22/2019,"$245,000 ",3 bds,2 ba,"1,665 sqft",Condo,1960,1960,Forced air,Central,2 spaces,$715/month,,"$245,404 ","$226,000 - $267,000",-$111 (-0.0 %)
"3275 Lenox Rd NE APT 414, Atlanta, GA 30324",https://www.zillow.com/homedetails/3275-Lenox-Rd-NE-APT-414-Atlanta-GA-30324/65465210_zpid/,Sold 08/21/2019,"$438,500 ",3 bds,4 ba,"2,707 sqft",Condo,2001,2001,Forced air,Central,4 spaces,$82/month,,"$439,233 ","$404,000 - $479,000",-$202 (-0.0 %)
"867 Peachtree St NE UNIT 902, Atlanta, GA 30308",https://www.zillow.com/homedetails/867-Peachtree-St-NE-UNIT-902-Atlanta-GA-30308/249120795_zpid/,Sold 08/21/2019,$1.54M,3 bds,3 ba,#NAME?,Condo,2016,2016,Forced air,Central,Attached Garage,,,"$1,547,583 ",$1.42M - $1.69M,-$713 (-0.0 %)
"162 Elysian Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/162-Elysian-Way-NW-Atlanta-GA-30327/35915184_zpid/,Sold 08/20/2019,"$238,000 ",3 bds,2 ba,"1,346 sqft",Condo,1968,1968,Other,Central,,$543/month,,"$238,402 ","$219,000 - $260,000",-$112 (-0.0 %)
"2216 Bohler Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2216-Bohler-Rd-NW-Atlanta-GA-30327/35916733_zpid/,Sold 08/20/2019,"$449,000 ",3 bds,2.5 ba,"1,849 sqft",Condo,1980,1980,Forced air,Central,2 spaces,,,"$449,760 ","$414,000 - $490,000",-$211 (-0.0 %)
"70 Old Ivy Rd NE # 52, Atlanta, GA 30342",https://www.zillow.com/homedetails/70-Old-Ivy-Rd-NE-52-Atlanta-GA-30342/35942484_zpid/,Sold 08/20/2019,"$352,000 ",3 bds,2.5 ba,"1,612 sqft",Condo,1969,1969,Forced air,Central,,$425/month,,"$352,595 ","$324,000 - $384,000",-$166 (-0.0 %)
"3648 Peachtree Rd NE APT 2E, Atlanta, GA 30319",https://www.zillow.com/homedetails/3648-Peachtree-Rd-NE-APT-2E-Atlanta-GA-30319/35895177_zpid/,Sold 08/16/2019,"$249,000 ",3 bds,3 ba,"1,971 sqft",Condo,1961,1961,Forced air,Central,,$674/month,,"$249,442 ","$229,000 - $269,000",-$127 (-0.1 %)
"3203 Lenox Rd NE APT 27, Atlanta, GA 30324",https://www.zillow.com/homedetails/3203-Lenox-Rd-NE-APT-27-Atlanta-GA-30324/35938926_zpid/,Sold 08/14/2019,"$290,000 ",3 bds,2 ba,"1,781 sqft",Condo,1985,1985,Heat pump,Central,,"$7,008/month",,"$290,527 ","$267,000 - $314,000",-$153 (-0.1 %)
"3203 Lenox Rd NE APT 27, Atlanta, GA 30324",https://www.zillow.com/homedetails/3203-Lenox-Rd-NE-APT-27-Atlanta-GA-30324/35938926_zpid/,Sold 08/14/2019,"$290,000 ",3 bds,2 ba,"1,781 sqft",Condo,1985,1985,Heat pump,Central,,"$7,008/month",,"$290,527 ","$267,000 - $314,000",-$153 (-0.1 %)
"78 Lindbergh Dr NE UNIT 10, Atlanta, GA 30305",https://www.zillow.com/homedetails/78-Lindbergh-Dr-NE-UNIT-10-Atlanta-GA-30305/35896324_zpid/,Sold 08/05/2019,"$719,740 ",3 bds,3.5 ba,"2,506 sqft",Condo,1996,1996,Forced air,Central,,,,"$721,185 ","$663,000 - $786,000",-$442 (-0.1 %)
"2479 Peachtree Rd NE APT 1804, Atlanta, GA 30305",https://www.zillow.com/homedetails/2479-Peachtree-Rd-NE-APT-1804-Atlanta-GA-30305/65468253_zpid/,Sold 08/05/2019,"$247,500 ",3 bds,2 ba,"1,676 sqft",Condo,1960,1995,Forced air,Central,2 spaces,"$1,080/month",,"$247,996 ","$228,000 - $270,000",-$152 (-0.1 %)
