Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"3128 E Wood Valley Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3128-E-Wood-Valley-Rd-NW-Atlanta-GA-30327/35911258_zpid/,"$999,999",5 bds,5 ba,"4,698 sqft","$959,999",Single Family,2003,Forced air,Central,No Data,0.69 acres,$213,"$5,082"
"3445 Stratford Rd NE APT 1803, Atlanta, GA 30326",https://www.zillow.com/homedetails/3445-Stratford-Rd-NE-APT-1803-Atlanta-GA-30326/82627864_zpid/,"$339,900",1 bd,1 ba,"1,303 sqft","$331,130",Condo,2006,Forced air,Central,1 space,$556/month,$261,"$2,228"
"270 17th St NW UNIT 1107, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-1107-Atlanta-GA-30363/112432448_zpid/,"$375,000",1 bd,2 ba,"1,244 sqft","$365,121",Townhouse,2009,Forced air,Central,1 space,"1,245 sqft",$301,"$2,305"
"The Atkinson Plan, Plateau West",https://www.zillow.com/community/plateau-west/2082434172_zpid/,"$669,900+",3 bds,4 ba,"2,466 sqft","$657,515",Townhouse,2019,No Data,No Data,No Data,No Data,$272,"$3,405"
"Opus Place M Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110476_zpid/,"$2,461,900+",3 bds,4 ba,"2,911 sqft","$2,369,652",Condo,2019,No Data,No Data,2 spaces,No Data,$846,"$12,512"
"Whitcomb Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071967_zpid/,"$579,490+",3 bds,4 ba,"1,846 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$314,"$2,841"
"711 Cosmopolitan Dr NE UNIT 207, Atlanta, GA 30324",https://www.zillow.com/homedetails/711-Cosmopolitan-Dr-NE-UNIT-207-Atlanta-GA-30324/108602235_zpid/,"$370,000",2 bds,3 ba,"1,489 sqft","$360,176",Condo,2009,Forced air,Central,4 spaces,$465/month,$248,"$2,285"
"Westminster Plan, Hillgrove",https://www.zillow.com/community/hillgrove/2084629306_zpid/,"$984,644+",3 bds,3.5 ba,"3,378 sqft","$947,060",Townhouse,2019,No Data,No Data,2 spaces,No Data,$291,"$5,004"
"983 Myrtle St NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/983-Myrtle-St-NE-Atlanta-GA-30309/35898652_zpid/,"$799,900",5 bds,3 ba,"3,403 sqft","$900,591",Single Family,1910,Forced air,Central,3 spaces,"8,058 sqft",$235,"$4,065"
"50 Biscayne Dr NW UNIT 4103, Atlanta, GA 30309",https://www.zillow.com/homedetails/50-Biscayne-Dr-NW-UNIT-4103-Atlanta-GA-30309/2082620335_zpid/,"$369,000",2 bds,2 ba,"1,350 sqft","$356,700",Condo,2003,Forced air,Central,2 spaces,$622/month,$273,"$2,437"
"Opus Place E2 Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110475_zpid/,"$1,700,000+",2 bds,3 ba,"1,578 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,"$1,077","$8,640"
"PH-2 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118307_zpid/,"$1,753,900+",3 bds,3 ba,"2,695 sqft","$1,695,437",Condo,2019,Heat pump,Central,Attached Garage,No Data,$651,"$8,914"
"1815 La Dawn Ln NW # 19, Atlanta, GA",https://www.zillow.com/homedetails/1815-La-Dawn-Ln-NW-19-Atlanta-GA-30318/2082235746_zpid/,"$519,900",3 bds,4 ba,"2,142 sqft","$497,776",Townhouse,No Data,No Data,No Data,No Data,No Data,$243,"$2,808"
"Opus Place L Plan, No. 2 Opus Place",https://www.zillow.com/community/no-2-opus-place/2085110482_zpid/,"$1,657,900+",2 bds,3 ba,"1,970 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,$842,"$8,426"
"261 Devin Pl NE # 25, Atlanta, GA",https://www.zillow.com/homedetails/261-Devin-Pl-NE-25-Atlanta-GA-30305/2082237308_zpid/,"$996,635",3 bds,4 ba,"3,378 sqft","$963,413",Townhouse,2019,No Data,No Data,4 spaces,No Data,$295,"$5,355"
"603 Broadview Ter NE, Atlanta, GA",https://www.zillow.com/homedetails/603-Broadview-Ter-NE-Atlanta-GA-30324/249123139_zpid/,"$619,442",3 bds,4 ba,"2,048 sqft","$605,518",Single Family,2019,Gas,No Data,2 spaces,"1,568 sqft",$302,"$3,148"
"C-2 Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118310_zpid/,"$946,900+",3 bds,3 ba,"1,930 sqft","$914,017",Condo,2019,Heat pump,Central,Attached Garage,No Data,$491,"$4,812"
"800 Peachtree St NE APT 1117, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-1117-Atlanta-GA-30308/65461873_zpid/,"$225,000",1 bd,1 ba,775 sqft,,Condo,2001,Forced air,Central,Attached Garage,$305/month,$290,"$1,466"
"Parkland Plan, Hillgrove",https://www.zillow.com/community/hillgrove/2084629308_zpid/,"$950,000+",3 bds,3.5 ba,"3,310 sqft","$919,354",Townhouse,2019,No Data,No Data,2 spaces,No Data,$287,"$4,828"
"Carlene Plan, Broadview Place Manor",https://www.zillow.com/community/broadview-place-manor/2088071984_zpid/,"$673,990+",3 bds,4 ba,"2,677 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$252,"$3,425"
"23306 Plantation Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/23306-Plantation-Dr-NE-Atlanta-GA-30324/35938622_zpid/,"$255,000",2 bds,2 ba,"1,224 sqft","$247,415",Condo,1980,Forced air,Central,2 spaces,$510/month,$208,"$1,765"
"2626 Peachtree Rd NW UNIT 206, Atlanta, GA 30305",https://www.zillow.com/homedetails/2626-Peachtree-Rd-NW-UNIT-206-Atlanta-GA-30305/71759248_zpid/,"$349,000",1 bd,2 ba,"1,443 sqft","$340,388",Condo,2005,"Forced air, Heat pump, Other",Central,4 spaces,$745/month,$242,"$2,462"
"1232 Virginia Ct, Atlanta, GA 30306",https://www.zillow.com/homedetails/1232-Virginia-Ct-Atlanta-GA-30306/2097880557_zpid/,"$599,000",3 bds,4 ba,"2,678 sqft","$582,412",Townhouse,2015,Forced air,Central,Attached Garage,784 sqft,$224,"$2,937"
"44 Peachtree Pl NW UNIT 1326, Atlanta, GA 30309",https://www.zillow.com/homedetails/44-Peachtree-Pl-NW-UNIT-1326-Atlanta-GA-30309/82632247_zpid/,"$279,900",1 bd,1 ba,774 sqft,"$273,039",Condo,2006,"Forced air, Heat pump",Central,1 space,$281/month,$362,"$1,658"
"44 Peachtree Pl NW UNIT 1827, Atlanta, GA 30309",https://www.zillow.com/homedetails/44-Peachtree-Pl-NW-UNIT-1827-Atlanta-GA-30309/82625755_zpid/,"$279,900",1 bd,1 ba,768 sqft,"$273,039",Condo,2006,"Forced air, Heat pump",Central,1 space,$281/month,$364,"$1,658"
"111 Lake Forrest Ln NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/111-Lake-Forrest-Ln-NE-Atlanta-GA-30342/35941724_zpid/,"$799,999",3 bds,2 ba,"2,400 sqft","$648,309",Single Family,1955,Forced air,Central,2 spaces,0.53 acres,$333,"$4,066"
"130 26th St NW APT 311, Atlanta, GA 30309",https://www.zillow.com/homedetails/130-26th-St-NW-APT-311-Atlanta-GA-30309/35908887_zpid/,"$235,000",2 bds,1 ba,"1,150 sqft","$226,296",Condo,1962,Forced air,"Central, Other",2 spaces,$663/month,$204,"$1,875"
"735 Burke Rd NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/735-Burke-Rd-NE-Atlanta-GA-30305/35928959_zpid/,"$559,400",3 bds,2 ba,"1,754 sqft",,Single Family,1953,Forced air,Central,4 spaces,0.32 acres,$319,"$2,765"
"2599 Church St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2599-Church-St-NW-Atlanta-GA-30318/35923601_zpid/,"$328,000",3 bds,2 ba,"1,250 sqft","$315,275",Single Family,1930,Forced air,Central,No Data,"8,712 sqft",$262,"$1,614"
"3324 Peachtree Rd NE UNIT 2615, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-2615-Atlanta-GA-30326/82621343_zpid/,"$259,000",1 bd,1 ba,698 sqft,"$252,935",Condo,2005,Other,Central,1 space,$305/month,$371,"$1,579"
"923 Peachtree St NE UNIT 1539, Atlanta, GA 30309",https://www.zillow.com/homedetails/923-Peachtree-St-NE-UNIT-1539-Atlanta-GA-30309/69364733_zpid/,"$324,900",1 bd,1 ba,897 sqft,"$316,236",Condo,2003,Forced air,Central,1 space,$400/month,$362,"$1,998"
"3324 Peachtree Rd NE UNIT 913, Atlanta, GA 30326",https://www.zillow.com/homedetails/3324-Peachtree-Rd-NE-UNIT-913-Atlanta-GA-30326/82614595_zpid/,"$239,000",1 bd,1 ba,734 sqft,"$234,006",Condo,2005,Forced air,Central,1 space,$337/month,$326,"$1,570"
"2881 Peachtree Rd NE APT 2405, Atlanta, GA 30305",https://www.zillow.com/homedetails/2881-Peachtree-Rd-NE-APT-2405-Atlanta-GA-30305/65468091_zpid/,"$1,397,000",2 bds,4 ba,"3,141 sqft","$1,312,708",Condo,2001,Heat pump,Central,2 spaces,"$1,350/month",$445,"$8,450"
"3131 Slaton Dr NW APT 27, Atlanta, GA 30305",https://www.zillow.com/homedetails/3131-Slaton-Dr-NW-APT-27-Atlanta-GA-30305/35943393_zpid/,"$1,129,000",3 bds,4 ba,"3,500 sqft",,Townhouse,1982,Forced air,Central,Attached Garage,"3,180 sqft",$323,"$5,738"
"Francis Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/Francis-Ave-NW-Atlanta-GA-30318/249118107_zpid/,"$180,000",-- sqft lot,,,,,,,,,,,$929
"4560 Runnemede Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/4560-Runnemede-Rd-NW-Atlanta-GA-30327/35906570_zpid/,"$725,000",4 bds,2 ba,"2,235 sqft","$686,522",Single Family,1963,None,Central,2 spaces,0.55 acres,$324,"$3,685"
"1445 Monroe Dr NE #G7, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-G7-Atlanta-GA-30324/69380248_zpid/,"$165,000",1 bd,1 ba,720 sqft,"$160,303",Condo,1975,Heat pump,Central,2 spaces,$326/month,$229,"$1,177"
"1445 Monroe Dr NE #G7, Atlanta, GA 30324",https://www.zillow.com/homedetails/1445-Monroe-Dr-NE-G7-Atlanta-GA-30324/69380248_zpid/,"$165,000",1 bd,1 ba,720 sqft,"$160,303",Condo,1975,Heat pump,Central,2 spaces,$326/month,$229,"$1,177"
"C-1 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118316_zpid/,"$862,900+",3 bds,3 ba,"1,770 sqft","$832,173",Condo,2019,Heat pump,Central,Attached Garage,No Data,$488,"$4,385"
"1935 Wildwood Pl NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1935-Wildwood-Pl-NE-Atlanta-GA-30324/35929310_zpid/,"$499,000",3 bds,2 ba,"1,852 sqft","$475,975",Single Family,1958,Forced air,Central,4 spaces,0.59 acres,$269,"$2,455"
"3880 The Ascent NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/3880-The-Ascent-NE-Atlanta-GA-30319/14576470_zpid/,"$419,000",3 bds,3 ba,"2,638 sqft","$401,467",Single Family,1987,Forced air,Central,5 spaces,0.7 acres,$159,"$2,061"
"325 E Paces Ferry Rd NE APT 1610, Atlanta, GA 30305",https://www.zillow.com/homedetails/325-E-Paces-Ferry-Rd-NE-APT-1610-Atlanta-GA-30305/69370374_zpid/,"$260,000",1 bd,1 ba,883 sqft,"$254,667",Condo,2004,Forced air,Central,1 space,"$6,384/month",$294,"$7,663"
"270 17th St NW UNIT 3204, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-3204-Atlanta-GA-30363/2094972679_zpid/,"$809,900",3 bds,3 ba,"2,152 sqft","$780,372",Condo,2009,Heat pump,Central,2 spaces,$858/month,$376,"$4,974"
"270 17th St NW UNIT 4104, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-4104-Atlanta-GA-30363/2115160240_zpid/,"$889,900",3 bds,3 ba,"2,013 sqft","$863,980",Condo,2009,Forced air,Central,2 spaces,$803/month,$442,"$5,326"
"3296 Ferncliff Ln, Atlanta, GA 30324",https://www.zillow.com/homedetails/3296-Ferncliff-Ln-Atlanta-GA-30324/121352197_zpid/,"$500,000",3 bds,4 ba,"1,896 sqft","$490,631",Townhouse,2012,"Forced air, Heat pump",Central,4 spaces,927 sqft,$264,"$2,735"
"1820 Peachtree St NW UNIT 1402, Atlanta, GA 30309",https://www.zillow.com/homedetails/1820-Peachtree-St-NW-UNIT-1402-Atlanta-GA-30309/112432537_zpid/,"$739,900",3 bds,3 ba,"1,888 sqft","$716,032",Condo,2010,Forced air,Central,2 spaces,$692/month,$392,"$4,452"
"88 W Paces Ferry Rd NW UNIT 1930, Atlanta, GA 30305",https://www.zillow.com/homedetails/88-W-Paces-Ferry-Rd-NW-UNIT-1930-Atlanta-GA-30305/2088485421_zpid/,"$3,490,000",3 bds,3 ba,"3,200 sqft","$3,327,484",Condo,2009,Heat pump,Central,4 spaces,"$1,500/month","$1,091","$19,237"
"B-6 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118311_zpid/,"$547,900+",2 bds,2 ba,"1,164 sqft","$531,089",Condo,2019,Heat pump,Central,Attached Garage,No Data,$471,"$2,696"
"3578 Ranier Dr NE, Atlanta, GA 30327",https://www.zillow.com/homedetails/3578-Ranier-Dr-NE-Atlanta-GA-30327/2082258402_zpid/,"$1,795,000",5 bds,5 ba,"4,221 sqft","$1,702,893",Single Family,1967,No Data,No Data,No Data,1.26 acres,$425,"$9,123"
"66 The Prado NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/66-The-Prado-NE-Atlanta-GA-30309/35931521_zpid/,"$1,995,000",4 bds,4 ba,"4,097 sqft","$1,902,923",Single Family,1920,Heat pump,Central,Detached Garage,0.27 acres,$487,"$10,139"
"18 Jefferson Hill Pl NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/18-Jefferson-Hill-Pl-NE-Atlanta-GA-30342/35941942_zpid/,"$335,000",2 bds,3 ba,"1,080 sqft",,Townhouse,1975,Forced air,Central,2 spaces,"1,080 sqft",$310,"$1,958"
"305 Goodson Ln NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/305-Goodson-Ln-NW-Atlanta-GA-30309/119315783_zpid/,"$469,900",3 bds,3 ba,"1,862 sqft","$457,633",Townhouse,2011,Forced air,Central,2 spaces,871 sqft,$252,"$2,518"
"1010 Greenwood Ave NE UNIT B, Atlanta, GA",https://www.zillow.com/homedetails/1010-Greenwood-Ave-NE-UNIT-B-Atlanta-GA-30306/2082286889_zpid/,"$699,900",3 bds,4 ba,"2,350 sqft","$680,455",Townhouse,2019,Forced air,Central,2 spaces,"10,018 sqft",$298,"$3,557"
"968 Saint Charles Ave NE # 18, Atlanta, GA 30306",https://www.zillow.com/homedetails/968-Saint-Charles-Ave-NE-18-Atlanta-GA-30306/65460712_zpid/,"$299,000",1 bd,1 ba,800 sqft,,Condo,1940,Forced air,Central,No Data,$275/month,$374,"$1,746"
"1010 Greenwood Ave NE UNIT A, Atlanta, GA",https://www.zillow.com/homedetails/1010-Greenwood-Ave-NE-UNIT-A-Atlanta-GA-30306/2082286922_zpid/,"$699,900",3 bds,4 ba,"2,350 sqft","$680,724",Townhouse,2019,Heat pump,Central,2 spaces,"10,018 sqft",$298,"$3,557"
"1214 Summit North Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1214-Summit-North-Dr-NE-Atlanta-GA-30324/65466888_zpid/,"$178,900",1 bd,1 ba,998 sqft,"$162,496",Condo,1982,Forced air,Central,No Data,$241/month,$179,"$1,164"
"1567 Gilstrap Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1567-Gilstrap-Ln-NW-Atlanta-GA-30318/69372657_zpid/,"$450,000",3 bds,3 ba,"2,458 sqft","$438,090",Single Family,2004,Other,"Central, Other",Attached Garage,"3,920 sqft",$183,"$2,330"
"2965 Pharr Court South NW APT 406, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Court-South-NW-APT-406-Atlanta-GA-30305/35894615_zpid/,"$150,000",2 bds,2 ba,988 sqft,"$145,092",Condo,1958,Forced air,Central,No Data,$470/month,$152,"$1,244"
"3406 Landen Pine Ct NE # 3, Atlanta, GA",https://www.zillow.com/homedetails/3406-Landen-Pine-Ct-NE-3-Atlanta-GA-30305/2082262982_zpid/,"$699,900",2 bds,4 ba,"2,277 sqft","$681,186",Townhouse,2017,No Data,No Data,No Data,No Data,$307,"$3,852"
"970 Sidney Marcus Blvd NE UNIT 2116, Atlanta, GA 30324",https://www.zillow.com/homedetails/970-Sidney-Marcus-Blvd-NE-UNIT-2116-Atlanta-GA-30324/65464947_zpid/,"$175,000",1 bd,1 ba,"1,125 sqft","$169,826",Condo,1988,Forced air,Central,2 spaces,$364/month,$156,"$1,267"
"2965 Pharr Ct S NW APT 418, Atlanta, GA 30305",https://www.zillow.com/homedetails/2965-Pharr-Ct-S-NW-APT-418-Atlanta-GA-30305/2084366749_zpid/,"$155,000",1 bd,1 ba,642 sqft,"$147,547",Condo,1958,Heat pump,Other,No Data,$25/month,$241,$825
"3338 Peachtree Rd NE APT 403, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-403-Atlanta-GA-30326/69368156_zpid/,"$250,000",1 bd,1 ba,"1,002 sqft","$263,516",Condo,2004,Forced air,Central,No Data,$383/month,$250,"$1,673"
"855 Peachtree St NE UNIT 1714, Atlanta, GA 30308",https://www.zillow.com/homedetails/855-Peachtree-St-NE-UNIT-1714-Atlanta-GA-30308/92193175_zpid/,"$439,000",2 bds,2 ba,"1,000 sqft","$431,018",Condo,2008,Heat pump,Central,4 spaces,$446/month,$439,"$2,606"
"Samara Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071970_zpid/,"$581,490+",3 bds,4 ba,"2,048 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$284,"$2,851"
"2914 Lenox Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/2914-Lenox-Rd-NE-Atlanta-GA-30324/2102913061_zpid/,"$427,900",3 bds,3 ba,"2,783 sqft","$416,539",Townhouse,1984,Forced air,Central,2 spaces,"2,613 sqft",$154,"$2,405"
"1280 W Peachtree St NW APT 3401, Atlanta, GA 30309",https://www.zillow.com/homedetails/1280-W-Peachtree-St-NW-APT-3401-Atlanta-GA-30309/71756957_zpid/,"$129,900",1 bd,1 ba,457 sqft,"$126,012",Condo,1989,Other,Central,4 spaces,$229/month,$284,$899
"2914 Lenox Rd NE APT 20, Atlanta, GA 30324",https://www.zillow.com/homedetails/2914-Lenox-Rd-NE-APT-20-Atlanta-GA-30324/35935918_zpid/,"$427,900",3 bds,3 ba,"2,783 sqft","$416,580",Townhouse,1984,Forced air,Central,2 spaces,"2,783 sqft",$154,"$2,405"
"1101 Collier Rd NW # U3, Atlanta, GA 30318",https://www.zillow.com/homedetails/1101-Collier-Rd-NW-U3-Atlanta-GA-30318/65470423_zpid/,"$150,000",1 bd,1 ba,750 sqft,"$144,307",Condo,1970,Forced air,Central,1 space,$287/month,$200,"$1,061"
"1490 Kenwood Ave NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/1490-Kenwood-Ave-NW-Atlanta-GA-30309/35908996_zpid/,"$395,000",3 bds,2 ba,969 sqft,"$384,277",Single Family,1982,Forced air,Central,2 spaces,"7,492 sqft",$408,"$1,943"
"472 Wimbledon Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/472-Wimbledon-Rd-NE-Atlanta-GA-30324/35932261_zpid/,"$625,000",2 bds,2 ba,"1,490 sqft","$608,011",Single Family,1950,Forced air,Central,1 space,"9,147 sqft",$419,"$3,176"
"2232 Dunseath Ave NW APT 404, Atlanta, GA 30318",https://www.zillow.com/homedetails/2232-Dunseath-Ave-NW-APT-404-Atlanta-GA-30318/65470545_zpid/,"$179,900",2 bds,2 ba,950 sqft,"$172,818",Condo,1962,Forced air,Central,1 space,$275/month,$189,"$1,203"
"747 Emily Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/747-Emily-Pl-NW-Atlanta-GA-30318/35856513_zpid/,"$289,000",4 bds,2 ba,"1,500 sqft","$278,604",Single Family,2007,Forced air,Central,4 spaces,0.26 acres,$193,"$1,422"
"1774 NW Sanford Dr, Atlanta, GA 30318",https://www.zillow.com/homedetails/1774-NW-Sanford-Dr-Atlanta-GA-30318/296370799_zpid/,"$463,900",4 bds,3 ba,"3,041 sqft","$450,543",Single Family,No Data,No Data,No Data,No Data,0.3 acres,$153,"$2,391"
"401 16th St NW UNIT 1263, Atlanta, GA 30363",https://www.zillow.com/homedetails/401-16th-St-NW-UNIT-1263-Atlanta-GA-30363/69371214_zpid/,"$174,900",1 bd,1 ba,800 sqft,"$170,596",Condo,2004,Forced air,Central,1 space,$277/month,$219,"$1,179"
"1018 Peachtree Battle Cir NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1018-Peachtree-Battle-Cir-NW-Atlanta-GA-30327/35914928_zpid/,"$1,200,000",5 bds,4 ba,"4,500 sqft","$1,150,909",Single Family,1958,Forced air,Central,Attached Garage,0.66 acres,$267,"$6,099"
"2870 Pharr Ct S NW APT 2004, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Ct-S-NW-APT-2004-Atlanta-GA-30305/2082277783_zpid/,"$184,000",1 bd,1 ba,807 sqft,"$176,741",Condo,1988,Forced air,Central,Attached Garage,$345/month,$228,"$1,294"
"B-2 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118305_zpid/,"$551,900+",2 bds,2 ba,"1,129 sqft","$534,905",Condo,2019,Heat pump,Central,Attached Garage,No Data,$489,"$2,715"
"Katarina Plan, Broadview Place Terrace",https://www.zillow.com/community/broadview-place-terrace/2088071972_zpid/,"$584,490+",3 bds,4 ba,"2,025 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$289,"$2,866"
"400 17th St NW UNIT 1108, Atlanta, GA 30363",https://www.zillow.com/homedetails/400-17th-St-NW-UNIT-1108-Atlanta-GA-30363/2082282160_zpid/,"$184,900",1 bd,1 ba,884 sqft,"$178,825",Condo,2004,No Data,No Data,1 space,$361/month,$209,"$1,315"
"528 Cobblestone Dr NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/528-Cobblestone-Dr-NE-Atlanta-GA-30342/125826015_zpid/,"$1,795,000",6 bds,7 ba,"6,250 sqft","$1,723,201",Single Family,2015,Forced air,Central,Attached Garage,0.41 acres,$287,"$9,123"
"30 Grove Park Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/30-Grove-Park-Pl-NW-Atlanta-GA-30318/35845556_zpid/,"$185,000",3 bds,1 ba,"1,092 sqft","$179,078",Single Family,1940,Other,Central,No Data,0.33 acres,$169,$954
"1740 W Sussex Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1740-W-Sussex-Rd-NE-Atlanta-GA-30306/35925429_zpid/,"$1,995,000",5 bds,6 ba,"3,310 sqft","$1,906,948",Single Family,1985,Forced air,Central,2 spaces,0.56 acres,$603,"$10,139"
"11 Plantation Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/11-Plantation-Dr-NE-Atlanta-GA-30324/35938562_zpid/,"$265,000",3 bds,3 ba,"1,583 sqft","$260,196",Townhouse,1980,Forced air,Central,No Data,"1,568 sqft",$167,"$1,814"
"2430 Clarissa Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2430-Clarissa-Dr-NW-Atlanta-GA-30318/35922702_zpid/,"$89,000",3 bds,1 ba,864 sqft,"$83,984",Single Family,1960,Other,Central,No Data,0.29 acres,$103,$475
"927 N Eugenia Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/927-N-Eugenia-Pl-NW-Atlanta-GA-30318/35921165_zpid/,"$350,000",0.73 acres lot,,,,,,,,,,,"$1,722"
"199 12th St NE UNIT 9, Atlanta, GA 30309",https://www.zillow.com/homedetails/199-12th-St-NE-UNIT-9-Atlanta-GA-30309/2088491045_zpid/,"$699,000",2 bds,3 ba,"2,268 sqft","$681,233",Condo,2003,"Forced air, Heat pump",Central,2 spaces,$382/month,$308,"$3,934"
"3820 Roswell Rd NE UNIT 909, Atlanta, GA 30342",https://www.zillow.com/homedetails/3820-Roswell-Rd-NE-UNIT-909-Atlanta-GA-30342/71754756_zpid/,"Est. $278,446",2 bds,2 ba,"1,505 sqft","$278,446",Condo,2005,Forced air,Central,No Data,No Data,,"$1,370"
"868 Amber Pl NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/868-Amber-Pl-NW-Atlanta-GA-30331/65448963_zpid/,"Est. $70,249",3 bds,1 ba,854 sqft,"$70,249",Single Family,1958,Other,Central,No Data,"9,100 sqft",,$375
"1506 Mecaslin St NW, Atlanta, GA 30309",https://www.zillow.com/homedetails/1506-Mecaslin-St-NW-Atlanta-GA-30309/35909061_zpid/,"Est. $278,790",2 bds,2 ba,"1,612 sqft","$278,790",Multi Family,1920,Forced air,Central,1 space,,,"$1,372"
"B-1A Terrace Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118315_zpid/,"$594,900+",2 bds,2 ba,"1,246 sqft","$578,718",Condo,2019,Heat pump,Central,Attached Garage,No Data,$477,"$2,917"
"1280 W Peachtree St NW APT 1902, Atlanta, GA 30309",https://www.zillow.com/homedetails/1280-W-Peachtree-St-NW-APT-1902-Atlanta-GA-30309/71557868_zpid/,"$182,000",1 bd,1 ba,625 sqft,"$177,640",Condo,1989,Forced air,Central,1 space,$332/month,$291,"$1,271"
"1395 Stirling Cir NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1395-Stirling-Cir-NW-Atlanta-GA-30318/88811108_zpid/,"$435,000",2 bds,3 ba,"1,832 sqft","$387,904",Townhouse,2007,Forced air,Central,2 spaces,"1,307 sqft",$237,"$2,415"
"3107 Peachtree Rd NE # 1504, Atlanta, GA 30305",https://www.zillow.com/homedetails/3107-Peachtree-Rd-NE-1504-Atlanta-GA-30305/2082296660_zpid/,"$1,899,000",3 bds,3 ba,"2,420 sqft","$1,818,347",Condo,2019,No Data,No Data,2 spaces,"$1,621/month",$785,"$11,272"
"266 11th St NE UNIT 203, Atlanta, GA 30309",https://www.zillow.com/homedetails/266-11th-St-NE-UNIT-203-Atlanta-GA-30309/61888547_zpid/,"$324,900",1 bd,1 ba,833 sqft,"$318,892",Condo,1911,Forced air,Central,1 space,$351/month,$390,"$1,949"
"211 Blackland Dr NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/211-Blackland-Dr-NW-Atlanta-GA-30342/35902448_zpid/,"$1,995,000",7 bds,8 ba,"8,500 sqft","$1,883,838",Single Family,1997,Forced air,Central,Attached Garage,0.5 acres,$235,"$10,139"
"3203 Lenox Rd NE APT 22, Atlanta, GA 30324",https://www.zillow.com/homedetails/3203-Lenox-Rd-NE-APT-22-Atlanta-GA-30324/35938921_zpid/,"$275,000",2 bds,2 ba,"1,249 sqft","$269,373",Condo,1985,Forced air,Central,4 spaces,$584/month,$220,"$1,937"
