Title,Title_link,list-card-price,Field1,Field2,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price/sqft,Monthly cost
"3060 Pharr Court North NW APT 516, Atlanta, GA 30305",https://www.zillow.com/homedetails/3060-Pharr-Court-North-NW-APT-516-Atlanta-GA-30305/35943737_zpid/,"$179,000",2 bds,1 ba,"1,120 sqft",,Condo,1970,Heat pump,Central,1 space,$497/month,$160,"$1,406"
"2660 Peachtree Rd NW APT 9G, Atlanta, GA 30305",https://www.zillow.com/homedetails/2660-Peachtree-Rd-NW-APT-9G-Atlanta-GA-30305/35901849_zpid/,"$725,000",2 bds,2 ba,"2,403 sqft","$710,771",Condo,1987,Forced air,Central,No Data,"$1,233/month",$302,"$4,921"
"5 Lullwater Est NE # 5, Atlanta, GA 30307",https://www.zillow.com/homedetails/5-Lullwater-Est-NE-5-Atlanta-GA-30307/2122654354_zpid/,"$329,000",2 bds,2 ba,"1,694 sqft","$320,285",Condo,1983,Forced air,Central,2 spaces,$167/month,$194,"$1,796"
"2395 Hurst Dr NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/2395-Hurst-Dr-NE-Atlanta-GA-30305/35897000_zpid/,"$625,000",3 bds,2 ba,"2,080 sqft","$613,645",Single Family,1937,Heat pump,Central,2 spaces,"7,753 sqft",$300,"$3,192"
"2953 Parrott Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2953-Parrott-Ave-NW-Atlanta-GA-30318/35924015_zpid/,"$225,000",3 bds,1 ba,"1,668 sqft","$218,571",Single Family,1894,Forced air,Central,No Data,"8,964 sqft",$135,"$1,142"
"892 Samples Ln NW, Atlanta, GA",https://www.zillow.com/homedetails/892-Samples-Ln-NW-Atlanta-GA-30318/2082418593_zpid/,"$399,900",4 bds,3 ba,"1,926 sqft","$397,858",Single Family,No Data,No Data,No Data,No Data,0.3 acres,$208,"$2,076"
"1065 Peachtree St NE UNIT 3005, Atlanta, GA 30309",https://www.zillow.com/homedetails/1065-Peachtree-St-NE-UNIT-3005-Atlanta-GA-30309/2101627093_zpid/,"$1,380,000",2 bds,3 ba,"2,289 sqft","$1,327,785",Condo,2015,Forced air,Central,2 spaces,"$1,659/month",$603,"$8,680"
"3064 Stone Gate Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/3064-Stone-Gate-Dr-NE-Atlanta-GA-30324/71755320_zpid/,"$649,000",4 bds,4 ba,"3,150 sqft","$636,020",Townhouse,2005,Forced air,Central,4 spaces,"2,003 sqft",$206,"$3,652"
"707 Taylor Ct NE # 707, Atlanta, GA 30324",https://www.zillow.com/homedetails/707-Taylor-Ct-NE-707-Atlanta-GA-30324/2082418897_zpid/,"$511,900",3 bds,4 ba,"1,600 sqft","$503,658",Townhouse,2017,No Data,Central,2 spaces,"1,001 sqft",$320,"$2,807"
"3435 Kingsboro Rd NE, Atlanta, GA 30326",https://www.zillow.com/homedetails/3435-Kingsboro-Rd-NE-Atlanta-GA-30326/35928430_zpid/,"$414,900",2 bds,2 ba,"1,680 sqft","$409,816",Condo,1991,Forced air,Central,4 spaces,$571/month,$247,"$2,611"
"2288 Peachtree Rd NW UNIT 2, Atlanta, GA 30309",https://www.zillow.com/homedetails/2288-Peachtree-Rd-NW-UNIT-2-Atlanta-GA-30309/88828565_zpid/,"$2,425,000",3 bds,6 ba,"4,400 sqft","$2,240,227",Townhouse,2008,Forced air,Central,2 spaces,"1,742 sqft",$551,"$13,112"
"98 14th St NE UNIT 2603, Atlanta, GA",https://www.zillow.com/homedetails/98-14th-St-NE-UNIT-2603-Atlanta-GA-30309/2083614066_zpid/,"$1,406,900",2 bds,3 ba,"1,777 sqft","$1,352,286",Condo,2019,No Data,No Data,2 spaces,No Data,$792,"$7,157"
"2657 Lenox Rd NE # G-85, Atlanta, GA 30324",https://www.zillow.com/homedetails/2657-Lenox-Rd-NE-G-85-Atlanta-GA-30324/2112196185_zpid/,"$152,900",1 bd,1 ba,-- sqft,"$148,831",Condo,1994,Forced air,Central,Detached Garage,No Data,No Data,$776
"818 Kings Grant Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/818-Kings-Grant-Dr-NW-Atlanta-GA-30318/35865082_zpid/,"$239,999",3 bds,3 ba,"1,948 sqft","$230,399",Single Family,1964,Forced air,Central,2 spaces,0.36 acres,$123,"$1,219"
"161 Lablanc Way NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/161-Lablanc-Way-NW-Atlanta-GA-30327/35915802_zpid/,"$224,500",2 bds,3 ba,"1,252 sqft","$220,245",Townhouse,1970,Forced air,Central,1 space,"1,263 sqft",$179,"$1,554"
"741 Frederica St NE APT 7, Atlanta, GA 30306",https://www.zillow.com/homedetails/741-Frederica-St-NE-APT-7-Atlanta-GA-30306/2085042084_zpid/,"$215,000",1 bd,1 ba,717 sqft,"$210,567",Condo,1929,Forced air,Central,1 space,$253/month,$300,"$1,345"
"943 Peachtree St NE UNIT 1810, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1810-Atlanta-GA-30309/65468951_zpid/,"$439,900",2 bds,2 ba,"1,046 sqft","$432,688",Condo,2002,Forced air,Central,4 spaces,$488/month,$421,"$2,651"
"855 Peachtree St NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/855-Peachtree-St-NE-Atlanta-GA-30308/92191548_zpid/,"$424,900",2 bds,2 ba,803 sqft,,Single Family,2008,Gas,Central,No Data,871 sqft,$529,"$5,653"
"250 Pharr Rd NE APT 1408, Atlanta, GA 30305",https://www.zillow.com/homedetails/250-Pharr-Rd-NE-APT-1408-Atlanta-GA-30305/69371849_zpid/,"$385,000",2 bds,2 ba,"1,060 sqft","$381,359",Condo,2004,Forced air,Central,2 spaces,$475/month,$363,"$2,368"
"3475 Oak Valley Rd NE APT 1750, Atlanta, GA 30326",https://www.zillow.com/homedetails/3475-Oak-Valley-Rd-NE-APT-1750-Atlanta-GA-30326/35928273_zpid/,"$245,000",1 bd,1 ba,"1,018 sqft","$240,555",Condo,1992,Forced air,Central,1 space,$427/month,$241,"$1,671"
"2206 Collins Ridge Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2206-Collins-Ridge-Dr-NW-Atlanta-GA-30318/92191926_zpid/,"$350,000",3 bds,4 ba,"2,048 sqft","$348,556",Townhouse,2008,Forced air,Central,Attached Garage,"3,615 sqft",$171,"$1,721"
"275 13th St NE APT 501, Atlanta, GA 30309",https://www.zillow.com/homedetails/275-13th-St-NE-APT-501-Atlanta-GA-30309/2087673836_zpid/,"$399,900",2 bds,2 ba,"1,125 sqft",,Condo,2005,Forced air,Central,Attached Garage,No Data,$355,"$1,967"
"8 Collier Rd NW APT C1, Atlanta, GA 30309",https://www.zillow.com/homedetails/8-Collier-Rd-NW-APT-C1-Atlanta-GA-30309/2082433567_zpid/,"$265,000",2 bds,1 ba,970 sqft,"$255,185",Condo,1920,Forced air,Central,1 space,$425/month,$273,"$1,728"
"1445 Wessyngton Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1445-Wessyngton-Rd-NE-Atlanta-GA-30306/35918346_zpid/,"$524,900",3 bds,2 ba,"1,140 sqft","$516,183",Single Family,1950,Forced air,Central,No Data,"10,062 sqft",$460,"$2,581"
"943 Peachtree St NE UNIT 1409, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1409-Atlanta-GA-30309/65468880_zpid/,"$239,900",1 bd,1 ba,668 sqft,,Condo,2002,Forced air,Central,1 space,$312/month,$359,"$1,530"
"2870 Pharr Ct S NW APT 108, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Ct-S-NW-APT-108-Atlanta-GA-30305/2090501493_zpid/,"$130,000",1 bd,1 ba,-- sqft,"$127,977",Condo,1988,Forced air,Central,1 space,$232/month,No Data,$892
"2762 Normandy Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2762-Normandy-Dr-NW-Atlanta-GA-30305/35907778_zpid/,"$1,100,000",1 acre lot,,,,,,,,,,,"$5,596"
"722 Matilda Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/722-Matilda-Pl-NW-Atlanta-GA-30318/35845446_zpid/,$--,3 bds,1 ba,"1,200 sqft",,Single Family,1938,None,Central,No Data,"7,405 sqft",,$0
"1253 Francis St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1253-Francis-St-NW-Atlanta-GA-30318/35899521_zpid/,"Est. $547,875",3 bds,3 ba,"3,460 sqft","$547,875",Single Family,2001,Forced air,Other,"Carport, On street","6,098 sqft",,"$2,787"
"1662 N Pelham Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1662-N-Pelham-Rd-NE-Atlanta-GA-30324/35929797_zpid/,"Est. $554,016",3 bds,2 ba,"2,211 sqft","$554,016",Single Family,1929,Forced air,Central,Detached Garage,0.67 acres,,"$2,818"
"PH-8 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118318_zpid/,"$787,900+",2 bds,2 ba,"1,277 sqft","$760,539",Condo,2019,Heat pump,Central,Attached Garage,No Data,$617,"$4,008"
"222 12th St NE UNIT 1701, Atlanta, GA 30309",https://www.zillow.com/homedetails/222-12th-St-NE-UNIT-1701-Atlanta-GA-30309/92193039_zpid/,"$334,900",1 bd,1 ba,989 sqft,"$329,464",Condo,2008,Forced air,Central,2 spaces,$437/month,$339,"$2,084"
"1072 Piedmont Ave NE APT 101, Atlanta, GA 30309",https://www.zillow.com/homedetails/1072-Piedmont-Ave-NE-APT-101-Atlanta-GA-30309/2082439149_zpid/,"$375,000",2 bds,2 ba,"1,182 sqft","$367,021",Condo,1982,No Data,No Data,4 spaces,$305/month,$317,"$2,149"
"1304 Beech Valley Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1304-Beech-Valley-Rd-NE-Atlanta-GA-30306/14521448_zpid/,"$859,000","10,454 sqft lot",,,,,,,,,,,"$4,399"
"964 Hall Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/964-Hall-Pl-NW-Atlanta-GA-30318/35916632_zpid/,"$399,000",3 bds,2 ba,"1,498 sqft","$386,162",Single Family,1930,Forced air,Central,Off street,"7,492 sqft",$266,"$1,962"
"2660 Morris St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2660-Morris-St-NW-Atlanta-GA-30318/35923090_zpid/,"$73,500",3 bds,2 ba,"1,108 sqft","$101,032",Single Family,1940,Other,None,No Data,"10,585 sqft",$66,$392
"3630 Peachtree Rd NE UNIT 2103, Atlanta, GA",https://www.zillow.com/homedetails/3630-Peachtree-Rd-NE-UNIT-2103-Atlanta-GA-30326/112433842_zpid/,"$2,050,000",3 bds,4 ba,"2,881 sqft",,Condo,2019,Forced air,Central,3 spaces,"$2,086/month",$712,"$12,515"
"1821 Monroe Dr NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1821-Monroe-Dr-NE-Atlanta-GA-30324/35931893_zpid/,"$575,000",3 bds,4 ba,"2,180 sqft","$560,372",Single Family,1993,Forced air,Other,2 spaces,"3,397 sqft",$264,"$2,837"
"1922 Greystone Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1922-Greystone-Rd-NW-Atlanta-GA-30318/35908504_zpid/,"$649,900",3 bds,3 ba,"2,011 sqft","$632,676",Single Family,1940,Forced air,Central,1 space,0.28 acres,$323,"$3,306"
"1970 Lenox Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1970-Lenox-Rd-NE-Atlanta-GA-30306/35927122_zpid/,"$568,000",3 bds,3 ba,"1,953 sqft",,Single Family,1952,Forced air,Central,1 space,0.41 acres,$291,"$2,803"
"2158 Fairhaven Cir NE, Atlanta, GA 30305",https://www.zillow.com/homedetails/2158-Fairhaven-Cir-NE-Atlanta-GA-30305/35897190_zpid/,"$530,000",2 bds,1 ba,"1,458 sqft","$527,712",Single Family,1940,Forced air,Central,No Data,"7,004 sqft",$364,"$2,606"
"120 Peachtree Memorial Dr NW # 68-1, Atlanta, GA",https://www.zillow.com/homedetails/120-Peachtree-Memorial-Dr-NW-68-1-Atlanta-GA-30309/2082457101_zpid/,"$394,900",2 bds,2 ba,"1,357 sqft",,Condo,2019,Forced air,Central,No Data,No Data,$291,"$1,942"
"1280 W Peachtree St NW APT 1813, Atlanta, GA 30309",https://www.zillow.com/homedetails/1280-W-Peachtree-St-NW-APT-1813-Atlanta-GA-30309/71753754_zpid/,"$169,500",1 bd,1 ba,625 sqft,"$167,362",Condo,1989,Other,Central,1 space,$312/month,$271,"$1,173"
"485 Hillside Dr NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/485-Hillside-Dr-NW-Atlanta-GA-30342/35907031_zpid/,"$1,150,000",5 bds,5 ba,"4,399 sqft","$1,107,810",Single Family,1955,Forced air,Central,3 spaces,1.03 acres,$261,"$5,850"
"2870 Pharr Court South NW APT 108, Atlanta, GA 30305",https://www.zillow.com/homedetails/2870-Pharr-Court-South-NW-APT-108-Atlanta-GA-30305/55019010_zpid/,"$130,000",1 bd,1 ba,543 sqft,"$128,625",Condo,1988,Forced air,Other,1 space,$232/month,$239,$892
"943 Peachtree St NE UNIT 1704, Atlanta, GA 30309",https://www.zillow.com/homedetails/943-Peachtree-St-NE-UNIT-1704-Atlanta-GA-30309/65468931_zpid/,"$292,900",1 bd,1 ba,768 sqft,"$291,995",Condo,2002,Forced air,Central,No Data,$358/month,$381,"$1,798"
"1150 Collier Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1150-Collier-Rd-NW-Atlanta-GA-30318/69366260_zpid/,"$115,000",1 bd,1 ba,610 sqft,"$114,997",Condo,1971,Forced air,Central,2 spaces,$364/month,$189,$978
"1150 Collier Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1150-Collier-Rd-NW-Atlanta-GA-30318/69366109_zpid/,"$115,000",1 bd,1 ba,775 sqft,"$114,911",Condo,1971,Forced air,Central,2 spaces,$367/month,$148,$981
"B-4 Plan, 788 West Midtown",https://www.zillow.com/community/788-west-midtown/2085118299_zpid/,"$606,900+",2 bds,3 ba,"1,316 sqft","$590,392",Condo,2019,Heat pump,Central,Attached Garage,No Data,$461,"$3,087"
"270 17th St NW UNIT 3102, Atlanta, GA 30363",https://www.zillow.com/homedetails/270-17th-St-NW-UNIT-3102-Atlanta-GA-30363/2087375673_zpid/,"$559,900",2 bds,3 ba,"1,369 sqft","$550,885",Condo,2009,Forced air,Central,4 spaces,$546/month,$409,"$3,299"
"44 Peachtree Pl NW UNIT 925, Atlanta, GA 30309",https://www.zillow.com/homedetails/44-Peachtree-Pl-NW-UNIT-925-Atlanta-GA-30309/82632785_zpid/,"$299,900",1 bd,1 ba,866 sqft,"$298,982",Condo,2006,Forced air,Central,1 space,$345/month,$346,"$1,820"
"30 Inman Cir NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/30-Inman-Cir-NE-Atlanta-GA-30309/35897829_zpid/,"$2,150,000",4 bds,5 ba,"3,400 sqft","$2,042,314",Single Family,1911,Forced air,Central,4 spaces,"9,639 sqft",$632,"$10,938"
"195 14th St NE UNIT 712, Atlanta, GA 30309",https://www.zillow.com/homedetails/195-14th-St-NE-UNIT-712-Atlanta-GA-30309/65469477_zpid/,"$243,000",1 bd,1 ba,755 sqft,"$239,078",Condo,2002,Forced air,Central,1 space,$354/month,$322,"$1,588"
"12 S Prado NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/12-S-Prado-NE-Atlanta-GA-30309/35931535_zpid/,"$1,549,000",4 bds,4 ba,"3,704 sqft","$1,503,773",Single Family,1920,Forced air,Central,4 spaces,0.26 acres,$418,"$7,880"
"20 10th St NW UNIT 1803, Atlanta, GA 30309",https://www.zillow.com/homedetails/20-10th-St-NW-UNIT-1803-Atlanta-GA-30309/88811830_zpid/,"$1,375,000",3 bds,3 ba,"2,835 sqft",,Condo,2007,Forced air,Central,2 spaces,"$1,588/month",$485,"$8,583"
"800 Peachtree St NE, Atlanta, GA 30308",https://www.zillow.com/homedetails/800-Peachtree-St-NE-Atlanta-GA-30308/65461813_zpid/,"$338,500",1 bd,1 ba,775 sqft,"$338,051",Single Family,2001,"Baseboard, Forced air, Other",Central,1 space,"1,306 sqft",$437,"$1,955"
"721 Longleaf Dr NE UNIT 1, Atlanta, GA 30342",https://www.zillow.com/homedetails/721-Longleaf-Dr-NE-UNIT-1-Atlanta-GA-30342/125810565_zpid/,"$1,225,000",3 bds,4 ba,"3,945 sqft","$1,164,692",Townhouse,2014,Gas,Central,2 spaces,"1,611 sqft",$311,"$6,732"
"30 5th St NE UNIT 105, Atlanta, GA 30308",https://www.zillow.com/homedetails/30-5th-St-NE-UNIT-105-Atlanta-GA-30308/55016423_zpid/,"$259,900",1 bd,2 ba,886 sqft,"$258,208",Condo,1999,Forced air,Central,1 space,$451/month,$293,"$1,729"
"976 Arthur Ln NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/976-Arthur-Ln-NW-Atlanta-GA-30318/69368187_zpid/,"$419,900",3 bds,3 ba,"2,108 sqft","$418,250",Single Family,2004,Forced air,Central,2 spaces,"6,098 sqft",$199,"$2,190"
"4266 Roswell Rd NE APT L2, Atlanta, GA 30342",https://www.zillow.com/homedetails/4266-Roswell-Rd-NE-APT-L2-Atlanta-GA-30342/35942049_zpid/,"$179,990",3 bds,2 ba,"1,310 sqft","$179,950",Condo,1964,Forced air,Central,2 spaces,$312/month,$137,"$1,226"
"3940 N Ivy Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/3940-N-Ivy-Rd-NE-Atlanta-GA-30342/35933853_zpid/,"$750,000",3 bds,2 ba,"2,100 sqft","$634,532",Single Family,1959,Forced air,Central,2 spaces,0.75 acres,$357,"$3,815"
"1741 Liberty Pkwy NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1741-Liberty-Pkwy-NW-Atlanta-GA-30318/108606607_zpid/,"$275,000",3 bds,4 ba,"1,325 sqft","$269,455",Townhouse,2009,"Forced air, Heat pump",Central,1 space,435 sqft,$208,"$1,667"
"1726 Annie St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1726-Annie-St-NW-Atlanta-GA-30318/35920963_zpid/,"$299,000",3 bds,2 ba,"1,076 sqft","$290,415",Single Family,1923,Forced air,Central,2 spaces,"8,712 sqft",$278,"$1,470"
"1731 Ridgeway Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1731-Ridgeway-Ave-NW-Atlanta-GA-30318/35909728_zpid/,"$600,000",Studio,-- ba,"3,508 sqft","$587,973",Multi Family,1940,Other,Central,1 space,$171,,"$2,961"
"4061 N Ivy Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4061-N-Ivy-Rd-NE-Atlanta-GA-30342/35927892_zpid/,"$1,695,000",7 bds,7 ba,"7,891 sqft","$1,611,553",Single Family,2005,Forced air,Central,2 spaces,0.4 acres,$215,"$8,623"
"0 (parcel 17 -0246-0005-001-1) Addison Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-(parcel-17-0246-0005-001-1)-Addison-Pl-NW-Atlanta-GA-30318/2082480035_zpid/,"$74,320",0.37 acres lot,,,,,,,,,,,$397
"2982 Howell Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2982-Howell-Mill-Rd-NW-Atlanta-GA-30327/2098828382_zpid/,"$500,000",0.63 acres lot,,,,,,,,,,,"$2,459"
"0 (parcel 17-0246-0005-002-9) Addison Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-(parcel-17-0246-0005-002-9)-Addison-Pl-NW-Atlanta-GA-30318/2082479980_zpid/,"$40,340","8,799 sqft lot",,,,,,,,,,,$215
"12 Honour Ave NW APT 13, Atlanta, GA 30305",https://www.zillow.com/homedetails/12-Honour-Ave-NW-APT-13-Atlanta-GA-30305/35943242_zpid/,"$334,500",2 bds,3 ba,"1,176 sqft","$326,418",Townhouse,1984,Other,"Central, Other",2 spaces,"1,176 sqft",$284,"$1,895"
"2053 Westside Blvd, Atlanta, GA",https://www.zillow.com/homedetails/2053-Westside-Blvd-Atlanta-GA-30318/283676404_zpid/,"$589,900",4 bds,3 ba,"2,568 sqft","$572,840",Single Family,2019,No Data,No Data,2 spaces,"4,356 sqft",$230,"$2,973"
"1068 Moores Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1068-Moores-Mill-Rd-NW-Atlanta-GA-30327/2098829402_zpid/,"$500,000",0.55 acres lot,,,,,,,,,,,"$2,459"
"2984 Howell Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2984-Howell-Mill-Rd-NW-Atlanta-GA-30327/2098829401_zpid/,"$500,000",0.69 acres lot,,,,,,,,,,,"$2,459"
"1962 Westside Blvd, Atlanta, GA",https://www.zillow.com/homedetails/1962-Westside-Blvd-Atlanta-GA-30318/283676357_zpid/,"$564,900",4 bds,4 ba,"2,484 sqft","$548,211",Single Family,2019,Forced air,Central,Attached Garage,"2,787 sqft",$227,"$2,840"
"1074 Moores Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1074-Moores-Mill-Rd-NW-Atlanta-GA-30327/171562149_zpid/,"$500,000",0.54 acres lot,,,,,,,,,,,"$2,459"
"0 Ada Ave NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-Ada-Ave-NW-Atlanta-GA-30318/2082480381_zpid/,"$60,000","7,501 sqft lot",,,,,,,,,,,$320
"3699 Randall Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/3699-Randall-Mill-Rd-NW-Atlanta-GA-30327/35913905_zpid/,"$1,150,000",1.82 acres lot,,,,,,,,,,,"$5,850"
"0 (parcel 17-0246-0005-004-5) Addison Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-(parcel-17-0246-0005-004-5)-Addison-Pl-NW-Atlanta-GA-30318/2082480145_zpid/,"$101,160",0.51 acres lot,,,,,,,,,,,$540
"3338 Peachtree Rd NE APT 1010, Atlanta, GA 30326",https://www.zillow.com/homedetails/3338-Peachtree-Rd-NE-APT-1010-Atlanta-GA-30326/69368558_zpid/,"$259,900",1 bd,1 ba,936 sqft,"$255,149",Condo,2004,Forced air,Central,1 space,$385/month,$278,"$1,663"
"1501 Whitewater Creek Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1501-Whitewater-Creek-Rd-NW-Atlanta-GA-30327/35919066_zpid/,"$1,980,000",3.1 acres lot,,,,,,,,,,,"$10,073"
"1280 W Peachtree St NW APT 2407, Atlanta, GA 30309",https://www.zillow.com/homedetails/1280-W-Peachtree-St-NW-APT-2407-Atlanta-GA-30309/2087992225_zpid/,"$195,000",1 bd,1 ba,813 sqft,"$189,428",Condo,1989,Electric,Central,No Data,$407/month,$240,"$1,397"
"1165 Pine Ridge Rd NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1165-Pine-Ridge-Rd-NE-Atlanta-GA-30324/35938333_zpid/,"$479,000",0.51 acres lot,,,,,,,,,,,"$2,418"
"00 Gary Rd, Atlanta, GA 30318",https://www.zillow.com/homedetails/00-Gary-Rd-Atlanta-GA-30318/2082480123_zpid/,"$45,000","9,600 sqft lot",,,,,,,,,,,$240
"2045 Westside Blvd, Atlanta, GA",https://www.zillow.com/homedetails/2045-Westside-Blvd-Atlanta-GA-30318/283676333_zpid/,"$596,900",4 bds,3 ba,"2,568 sqft","$579,638",Single Family,2019,No Data,No Data,2 spaces,"4,356 sqft",$232,"$3,007"
"968 Saint Charles Ave NE APT 102, Atlanta, GA 30306",https://www.zillow.com/homedetails/968-Saint-Charles-Ave-NE-APT-102-Atlanta-GA-30306/65460697_zpid/,"$259,000",1 bd,1 ba,700 sqft,"$254,211",Condo,1940,Heat pump,Central,On street,$275/month,$370,"$1,549"
"2061 Westside Blvd, Atlanta, GA",https://www.zillow.com/homedetails/2061-Westside-Blvd-Atlanta-GA-30318/283676337_zpid/,"$522,900",3 bds,3 ba,"2,253 sqft","$507,687",Single Family,2019,No Data,No Data,No Data,"3,049 sqft",$232,"$2,633"
"0 S Eugenia Pl, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-S-Eugenia-Pl-Atlanta-GA-30318/2082480340_zpid/,"$50,000",0.71 acres lot,,,,,,,,,,,$267
"3475 Oak Valley Rd NE APT 2740, Atlanta, GA 30326",https://www.zillow.com/homedetails/3475-Oak-Valley-Rd-NE-APT-2740-Atlanta-GA-30326/35928405_zpid/,"$525,000",2 bds,3 ba,"2,042 sqft","$510,962",Condo,1992,Forced air,"Central, Other",4 spaces,$888/month,$257,"$3,470"
"399 Hillside Dr NW, Atlanta, GA 30342",https://www.zillow.com/homedetails/399-Hillside-Dr-NW-Atlanta-GA-30342/108594746_zpid/,"$850,000",1.13 acres lot,,,,,,,,,,,"$4,324"
"0 (parcel 17-0246-0005-003-7) Addison Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-(parcel-17-0246-0005-003-7)-Addison-Pl-NW-Atlanta-GA-30318/2082480263_zpid/,"$66,840",0.33 acres lot,,,,,,,,,,,$357
"0 Stephens St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-Stephens-St-NW-Atlanta-GA-30318/2082480150_zpid/,"$90,000",0.52 acres lot,,,,,,,,,,,$480
"1235 Mount Paran Rd NW, Atlanta, GA",https://www.zillow.com/homedetails/1235-Mount-Paran-Rd-NW-Atlanta-GA-30327/35913707_zpid/,"$4,475,000",5 bds,8 ba,"10,100 sqft",,Single Family,1954,Forced air,Central,2 spaces,2.2 acres,$443,"$22,766"
"2724 Peachtree Rd NW APT 403, Atlanta, GA 30305",https://www.zillow.com/homedetails/2724-Peachtree-Rd-NW-APT-403-Atlanta-GA-30305/2141798787_zpid/,"$850,000",1 bd,2 ba,"1,395 sqft","$830,681",Condo,1995,Other,Other,1 space,"$1,893/month",$609,"$6,217"
"4362 Wieuca Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4362-Wieuca-Rd-NE-Atlanta-GA-30342/35934029_zpid/,"$700,000",0.3 acres lot,,,,,,,,,,,"$3,561"
"4107 Beechwood Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/4107-Beechwood-Dr-NW-Atlanta-GA-30327/35918218_zpid/,"$1,167,500",1.19 acres lot,,,,,,,,,,,"$5,939"
"1199 6th St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/1199-6th-St-NW-Atlanta-GA-30318/35922943_zpid/,"$69,000",3 bds,2 ba,"1,359 sqft","$65,701",Single Family,1935,Other,None,1 space,0.27 acres,$51,$368
"0 SE Evelyn Pl NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/0-SE-Evelyn-Pl-NW-Atlanta-GA-30318/2082481120_zpid/,"$775,000",14 acres lot,,,,,,,,,,,"$3,943"
"1150 Collier Rd NW APT I20, Atlanta, GA 30318",https://www.zillow.com/homedetails/1150-Collier-Rd-NW-APT-I20-Atlanta-GA-30318/2082481287_zpid/,"$115,000",1 bd,1 ba,636 sqft,"$112,150",Condo,1971,No Data,No Data,No Data,$221/month,$181,$835
"2102 Bolton Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2102-Bolton-Rd-NW-Atlanta-GA-30318/35923913_zpid/,"$425,000",0.45 acres lot,,,,,,,,,,,"$2,090"
"1107 Moores Mill Rd NW, Atlanta, GA",https://www.zillow.com/homedetails/1107-Moores-Mill-Rd-NW-Atlanta-GA-30327/35914776_zpid/,"$2,800,000",5 bds,8 ba,"6,750 sqft","$2,644,952",Single Family,1958,Forced air,Central,3 spaces,1.13 acres,$415,"$14,245"
